posicion_id,tema_id,rank,usuario,plataforma,fecha,texto,engagement
T01_P1,1,3,Twitter::8DiPaula,Twitter,2025-06-28T21:03:35Z,MÔNICA ❤️⭐️🐰 MÔNICA 💜⭐️🐰 MÔNICA 💙⭐️🐰,2511
T01_P1,1,4,Twitter::J_Fdz_Menendez,Twitter,2025-05-21T02:25:00Z,"🛑 El Tribunal Electoral de Tamaulipas, controlado por afines al gobernador Américo Villarreal, intenta censurar a @hdemauleon y a @El_Universal_Mx por revelar nexos de Tania Contreras con el huachicol fiscal. La información hoy en #TodoPersonal",2065
T01_P2,1,1,YouTube::@marialuisareyes3487,YouTube,2026-01-23T23:56:41Z,Exelente trabajo presidenta Claudia viva México viva nuestra presidenta,6
T01_P2,1,2,YouTube::@marialuisareyes3487,YouTube,2026-01-23T23:55:53Z,Exelente trabajo gobernadora  Rocío Nale.,6
T01_P2,1,3,YouTube::@sergiodelabra8766,YouTube,2024-10-22T18:44:26Z,"Muy bien gafe , me gusta que permitas hablar al entrevistado yESCUCHES ! Jamas metes tu cuchara EXELENTE ....LOS AÑOS como fuerza especial te hacen cautivo, paciente y analitico....",5
T01_P2,1,4,Facebook::Fidel Luna,Facebook,2026-05-07T17:06:31Z,"Y TAMPICO SEGUIRÁ AVANZANDO,APLAUSOS PARA LA LIC.MÓNICA ZACIL VILLARREAL ANAYA,PRESIDENTA DE TODOS LOS TAMPIQUEÑOS",3
T01_P3,1,1,Twitter::molotovmx,Twitter,2025-03-06T01:51:03Z,Todos invitados a informarse directamente con nuestra Presidenta @Claudiashein 🇲🇽 #AlZócaloConMiPresidenta 🇲🇽,800
T01_P3,1,2,Twitter::CitlaHM,Twitter,2024-12-12T18:56:29Z,"¡Presidentas municipales de todo México! Me complace invitarlas a participar en nuestro primer encuentro de presidentas municipales de México #PresidentasALosPinos que será el próximo lunes 16 de diciembre. ¡ Si eres, Presidenta Municipal, regístrate y forma parte de este histórico encuentro! 👇🏽 https://forms.gle/w7o9UgUssMUD2nit6",588
T01_P3,1,3,Twitter::molotovmx,Twitter,2025-07-27T23:15:42Z,#Tlalpan quiere a la Presidenta! No cualquiera regresa al lugar que gobernó hace 10 años y es recibida así con tanto cariño...,440
T01_P3,1,4,Twitter::molotovmx,Twitter,2024-11-17T20:52:27Z,🇧🇷🇲🇽 Nuestra Presidenta rumbo al G20 en #Brasil en vuelo comercial. 🇲🇽🇧🇷 ¡Todo el éxito Doctora!,407
T02_P1,2,1,Twitter::DomundiTV,Twitter,2025-05-11T05:02:06Z,“โทมัส” @tthomastc และ “ก้อง” @kongjiro_ พร้อมแล้วสำหรับ mami Sweet Time in Huahin with Thomas-Kong Day 2 ✨️ #MAMIxThomasKonginHuahin,9284
T02_P1,2,2,Twitter::DomundiTV,Twitter,2025-05-10T01:56:23Z,“โทมัส” @tthomastc และ “ก้อง” @kongjiro_ พร้อมแล้วสำหรับ mami Sweet Time in Huahin with Thomas-Kong Day 1 ✨️ #MAMIxThomasKonginHuahin,7360
T02_P1,2,3,Twitter::Tana_Pato,Twitter,2025-05-28T19:56:50Z,⚘️🍃 Happy Hump Day ⚘️🍃 💋💋💋💋,6046
T02_P1,2,4,Twitter::TsMadisonatl1,Twitter,2025-04-01T00:02:50Z,"Today was THE day! I can’t explain how my heart feels right now but we DID IT! Thank you to (@thedominiquemorgan and @naesminc ) - To MY SISTERS! Bitch, it’s all about community! We have to take care of each other. The blessings I’ve received have not been about me but about US. Let’s show up for each other. I’m not perfect but I am HERE! Download the fundraising kit from @tsmadisonstarterhouse bio and put your money",5346
T02_P2,2,1,Twitter::todomenosfut,Twitter,2025-05-22T20:50:00Z,ASÍ SUENA UNA MEDALLA DE ORO 🥇 🇲🇽 ¡CONMOVEDOR MOMENTO! Ella es Amaia Cruz y ganó su primera medalla panamericana de oro en la prueba de Aguas Abiertas. ¡Vamos México!,6113
T02_P2,2,2,Twitter::TIMWrestling,Twitter,2025-02-15T23:24:41Z,"¡Fin de historias de derrotas, fin de historias de segundos lugares! ¡Somos campeones, somos medalla de oro! ¡Por años y años generaciones contarán la historia de de una superheroína chilena, que fue a la tierra de los super héroes legendarios, a la tierra de Batista! ¡Tenemos una super heroína que vale oro!¡Chile es de oro, permítame la licencia: VIVA CHILE MIERDA!” #WWENXT #VengeanceDay",5497
T02_P2,2,3,Twitter::stayalivejksg,Twitter,2025-03-14T01:54:21Z,"LA NUEVA CANCIÓN DE J-HOPE ""MONALISA"" SE VIENE PRONTO Y ES NECESARIO IR AUMENTANDO LAS TENDENCIAS, VAMOS🔥 DEJEN SUS COMENTARIOS 🫵 MONALISA IS COMING J-HOPE IS COMING MONALISA BY JHOPE #jhope #Jhope_MonaLisa",5432
T02_P2,2,4,Twitter::TripaTaquito,Twitter,2025-04-21T15:29:40Z,"A nombre de la ruta Torres Conalep – Pantitlán Bordo Xochiaca, lamentamos profundamente la partida del Papa Francisco, licenciado Jorge Mario Bergoglio. RIP en INRI 🕊️",3756
T03_P1,3,1,Twitter::LAPRIM0NETA,Twitter,2025-04-12T07:04:19Z,"NUEVO GRITO: 📣 - ""MARTINA EL FANDOM DE TATO TE PROTEGE"" - ""MARTINA CHIARA TE VOTÓ""... ESTABAN: LULU, MARTINA, LA TANA Y CHIARA... SE ACABÓ EL TEATRO DE LA LOMBRIZ ULISES AL 9009 CHIARA AL 9009 CATA AL 9009 #GranHermanoAr #GranHermano",9088
T03_P1,3,2,Twitter::UnaTalMaka_,Twitter,2025-01-20T21:28:03Z,"Cada dia se supera Tenemos en la asamblea un estúpida, que jamás se avergüenza, ni se cansa de hacer el ridículo. @MoniPalaciosZ",3039
T03_P1,3,3,Twitter::ECUADORCHEQUEA,Twitter,2025-09-03T19:49:41Z,"#ATENCIÓN | Tamia Villavicencio explicó que hace dos días conocieron que José Serrano, aparentemente, tenía colaboración de más de una decena de policías para conocer los movimientos de Fernando Villavicencio. Tamia y Amanda Villavicencio piden celeridad y contundencia en el caso, y esperan que un crimen como este no se repita.",2561
T03_P1,3,4,Twitter::jor_daluz,Twitter,2025-05-16T23:22:28Z,Lo pelotudas que son estas ACOMODADAS (la de sony y la del padre corrupto) ellas literal están de VACACIONES si total tienen arreglado llegar a la final. #GranHermano,2546
T03_P2,3,1,Twitter::@mariagonfer,Twitter,2026-07-07T17:48:51Z,"Oigan la verdad si me gustó mucho el futbol y creo que seré fifas, después del mundial que sigue? Cual equipo es el bueno? No sé si apoyar a Xolos porque acá vivo, tambien se antoja Chivas jajajaajaj. AYUDENME",9015
T03_P2,3,2,Twitter::jjsayago,Twitter,2025-09-01T05:08:35Z,"Pasaron 3 años suspendidos de la FIVB, sin ningún tipo de competencia y hoy son CAMPEONES de la Copa Panamericana. El 1 de septiembre de 2025 quedará en la memoria histórica para el voleibol de 🇻🇪! SI! EL INFINITO TALENTO DEL VOLEIBOL ES CAMPEÓN DE LA COPA PANAMERICANA",4016
T03_P2,3,3,Twitter::RiversPelona,Twitter,2025-05-10T23:58:38Z,"Lejos de su país, lejos de su familia, lejos de su ciudad. Nikol se amarró los ovarios, se aguantó las críticas y las utilizó para mejorar partido a partido. Esta cabrona demostró que una mexicana nunca se raja. @NikolRamos12 Como mexicana, como Tapatia y rojinegra, estoy muy orgullosa que nos representes de esta manera. El trabajo aún no está hecho, síguele dando, madre y deja tu nombre escrito en la historia de est",3048
T03_P2,3,4,Twitter::CMLL_OFICIAL,Twitter,2025-06-19T04:31:35Z,"🌎⌛️ ¡RETO ACEPTADO! 🔥 Tras conquistar el Campeonato Mundial Femenil del CMLL, Mercedes Moné ha aceptado el desafío de La Catalina. Ambas luchadoras se verán las caras en FantasticaMania México. 📍Arena México 🗓️ Viernes 20 de Junio '25 🕣 8:30 p.m. 🎟️ https://www.ticketmaster.com.mx/event/14006150BEDE20DC",2710
T04_P1,4,1,Twitter::tiniromance,Twitter,2024-12-05T01:45:51Z,no soporto a pampita siendo tan tibia la mina la vio como cogía con el marido y está ahí sonriendo como pelotuda al lado de ella,19191
T04_P1,4,2,Twitter::Joepsi,Twitter,2025-08-04T20:23:30Z,Hoy el dueño de Radio Con Vos echo a Tamara Pettinato y a todos sus compañeros después de burlarse del CINISMO de Cristina Perez. También a Tenembaum que marco la HIPOCRESIA de esta cara dura. El gobierno del marido de esta periosobre hizo esto. Y ELLA ES COMPLICE #soychino,10083
T04_P1,4,3,Twitter::IBetancourtCol,Twitter,2025-01-26T22:52:34Z,"Pero quién voto por este Cantinflas peligroso. Verónica Alcocer debe darle otro taconazo 👠 en la cabeza porque se le acabaron los paseos a Miami. Pero nosotros estamos en mora de hacer lo mismo: el taconazo del 109 de la Constitución, porque se eligió haciendo trampa y acabó al país. A ver cuáles son los politiqueros de turno que le van a aceptar ministerios y contratos. Ya quedaron vetados para hacer negocios o tene",7734
T04_P1,4,4,Twitter::4CNewsMx,Twitter,2024-12-08T18:57:57Z,Tamaulipas | Mujer golpea a empleada dentro de negocio en #Tampico Mujer tira por la borda la lucha de los colectivos feministas al golpear salvajemente a una empleada en Calzado San Pedro en el municipio de Tampico.,6582
T04_P2,4,1,Twitter::agusantonetti,Twitter,2025-04-02T18:58:20Z,"Acaban de asesinar en México a una de las madres buscadoras de Jalisco. Se trata de Teresa González Murillo, intentaron secuestrarla y, al no conseguirlo, le dispararon en la cabeza. Teresita buscaba a su hermano desaparecido desde septiembre del 2024. Esto es gravísimo.",62099
T04_P2,4,2,Twitter::Milenio,Twitter,2025-09-11T00:23:50Z,"▶️ “Por favor hagan todo para salvar a mi mamá, no le tocaba estar ahí”: hija de la señora Alicia Matías Teodoro, mujer que cubrió con su cuerpo y salvó a bebé de 2 años de explosión de pipa en Iztapalapa, habla sobre la salud de su madre 📹 Lauro Galicia para MILENIO",20492
T04_P2,4,3,Twitter::mdzol,Twitter,2024-11-18T16:55:34Z,"""Pampita cobró 30.000 dólares para ir a lo de Susana a no decir nada. Si vas a cobrar 30 lucas verdes, dalo todo, sino quedate en casa"": la denuncia de Yanina Latorre.",15187
T04_P2,4,4,Twitter::PoderCiudadanoo,Twitter,2025-04-08T18:49:03Z,"🔴 ¡INDIGNANTE! MADRE AGREDE A TODOS PARA SALVAR A SU HIJO AGRESOR EN POLANCO 😡🤬 ¡LO QUE ESTÁS A PUNTO DE VER TE VA A HERVIR LA SANGRE! 🚨 Una escena de vergüenza nacional quedó grabada y ya le está dando la vuelta a todo México. En pleno Polanco, una mujer —ya apodada como #LadyPolanco— impidió la detención de su hijo, quien minutos antes había agredido a un adulto mayor y causado lesiones a varias personas. 😱 ¿Lo más",14676
T04_P3,4,1,Twitter::Ramirezlop92158,Twitter,2025-07-01T01:17:09Z,"Melissa: Si me va mal, me pongo a vender postres como una amiga mía JAAJAJAJAJAAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJJAJAJAJAJAJAJAJAJAJAJAJAJQJAJAJAJAJAJAJJAAJA está pelaita no desaprovecha ninguna oportunidad 😂🤣🤣🤣🤣🤣🤣🤣🤣🤣 #PandillaGate #PandillaGateX",2445
T04_P3,4,2,Twitter::AvilaAngie_,Twitter,2025-02-03T01:09:57Z,"Siempre llevaré con orgullo, en mi corazón y en mi conciencia, que no voté por el vende patria de Mulino.",2189
T04_P3,4,3,Twitter::Ramirezlop92158,Twitter,2025-07-03T04:35:02Z,"Imagínense que el diseñador mexicano, quien le envio a Melissa más de 15 millones de pesos colombianos en vestidos, tuvo que esperar más de 20 días para poder recibir su agradecimiento y los espero paciente, ahora estos se enojan por 5 días? Jajajaja #PandillaGate #PandillaGateX",1861
T04_P3,4,4,Twitter::Ramirezlop92158,Twitter,2025-07-03T03:19:40Z,"Con esto tumbamos la etiqueta de “desagradecida” que le quieren poner a Melissa y demostramos que MZ está hablando a conveniencia en contra de Melissa, alguien que se ponga la 10 #PandillaGate #PandillaGateX",1505
T05_P1,5,1,Twitter::blogdelnarcomex,Twitter,2025-04-10T18:22:46Z,"Detienen a Elizabeth Guzmán Vilchis, ex síndica de Ocampo, Michoacán vinculada al Narco y a la desaparición del defensor de la Monarca y los bosques, Homero Gómez González (Información en el enlace) https://www.blogdelnarco.org/2025/04/detienen-elizabeth-guzman-vilchis-ex.html",11912
T05_P1,5,2,Twitter::nancy_contra,Twitter,2025-09-19T17:17:51Z,"Además de honrar a las víctimas de los sismos de 1985 y 2017, es importante recordar los fraudes periodísticos: en 1985, Televisa inventó a ‘Monchito’, un supuesto niño atrapado en los escombros; en 2017, varios 1/2s crearon a ‘Frida Sofía’ p/ ocultar la inacción del PRI gobierno",3934
T05_P1,5,3,Twitter::OT_Oficial,Twitter,2024-11-26T10:03:04Z,Este viernes 29/11 llegará a nuestras vidas MONCAYO de Juanjo Bona 💙 ¿Cuántos estáis desssssseando que llegue el estreno? 👉🏻 http://juanjobona.lnk.to/Moncayo 🏔️,3576
T05_P1,5,4,Twitter::Tj_Toro9,Twitter,2025-03-09T16:16:25Z,Tomás Vodanovic: Cuando eres una autoridad y veí que ahí se cometen no solo irregularidades como delitos graves es tu deber como autoridad poner esa información a disposición de la justicia. Si yo no denuncio un delito me hago complice de ese delito. #LaDivinaComidaCHV.,3139
T05_P2,5,1,Twitter::@Libro_negro_,Twitter,2024-10-27T07:38:27Z,- El sujeto es detenido y se identifica como Juan Carlos N.,2117
T05_P2,5,2,Twitter::@Libro_negro_,Twitter,2024-10-27T07:38:10Z,- El Sujeto entra en pánico y se mete por una zona peatonal a Plaza Guadalajara y cuando va llegando a la Catedral de Guadalajara atropella a varias personas. El video,1558
T05_P2,5,3,Twitter::emixtini,Twitter,2025-10-20T23:59:04Z,"Bueno esta persona nos estafó a más de 10 personas entradas para Tini (entre otras) el documento es de ella VERÓNICA MABEL SORIA y dejo los datos de la hija que promueve las estafas, en total le pasamos aprox $2.800.000, la plata no va a volver pero que nadie más caiga !",1311
T05_P2,5,4,Twitter::@Libro_negro_,Twitter,2024-10-27T07:38:45Z,- La presidenta de Guadalajara @VeroDelgadilloG visita a los heridos en el hospital y confirma que no hay fallecidos y que de todos los heridos solo dos personas se encuentran hospitalizadas.,1208
T06_P1,6,1,Twitter::DrRobertoMOjeda,Twitter,2024-11-19T11:46:16Z,"Evocamos en el aniversario de su natalicio a Tania, la única mujer de la guerrilla del Che, que seguirá siendo eterna fuente de inspiración y compromiso para las #MujeresEnRevolución.",4032
T06_P1,6,2,Twitter::NegroCensurado,Twitter,2024-12-24T22:36:27Z,Quiero darle más color a esta escena que pasó en el teatro el sábado pasado que fue fantástica. Resulta que @tronco es el ganador de la primera de 3 cajas navideñas Havana EDICIÓN ESPECIAL de un valor de $100.000 c/u. que los capos de Vodnick nos dieron para sortear. El tipazo de Tronco la devolvió para que la resortiemos a otra persona. La dinámica siguió y se sortearon las 3. Resulta ser que una de las personas que,3679
T06_P1,6,3,Twitter::DrRobertoMOjeda,Twitter,2024-12-07T13:54:27Z,"La conmemoración del Aniversario 128 de la caída en combate de Antonio Maceo y su ayudante Panchito Gómez Toro y del Aniversario 35 de la Operación ""Tributo"" fue un acto sentido y lleno de patriotismo, no podía ser de otra manera. Allí estuvimos junto a @DiazCanelB #UnidosXCuba",3354
T06_P1,6,4,Twitter::TEAMBACKMX,Twitter,2025-04-24T16:32:33Z,Llegó la PREVENTA del Bundle “Desconexión Emocional”!! https://missasinfonia.com/products/kit-desconexion-emocional Aprovecha esta Merch Edición Especial de @MissaSinfonia y sé parte de su nueva etapa musical! La PREVENTA termina este 30 de Abril!!,2694
T06_P2,6,1,Twitter::sethrojasmolina,Twitter,2025-01-18T07:04:36Z,"La protesta, casi solitaria, de una clienta de la agencia MG por fallas graves de la camioneta que les compró, se convirtió en una fiesta. En la noche decenas de personas se juntaron para apoyarla. Hubo grupos musicales y hasta una carne asada se armó. #Reynosa #Tamaulipas",4090
T06_P2,6,2,Twitter::XochitlGalvez,Twitter,2024-11-19T03:11:56Z,"Qué gusto me dio estar de vuelta en mi casa, @AtypicalTeve, con mi querida @kenialopezr. Nos vemos todos los lunes a las 7 de la noche.",3212
T06_P2,6,3,Twitter::rosaicela_,Twitter,2025-11-10T15:59:45Z,"Este lunes, desde el complejo cultural #LosPinos, la Presidenta @Claudiashein presentó la #CopaMundialFIFA2026, una gran celebración que dará la oportunidad de mostrar al mundo nuestra riqueza cultural, histórica, turística y gastronómica. 🏆⚽ 🇲🇽 🇺🇸 🇨🇦 @GabyCuevas @fifaworldcup_es",2224
T06_P2,6,4,Twitter::rosaicela_,Twitter,2025-04-23T21:05:42Z,"Esta tarde recibimos en @SEGOB_mx al gobernador de #Tamaulipas, @Dr_AVillarreal, con quien seguimos coordinando el desarrollo de planes y la aplicación de programas en beneficio de los tamaulipecos. @Claudiashein🇲🇽",1893
T07_P1,7,1,Twitter::TIMWrestling,Twitter,2025-02-15T23:24:41Z,"¡Fin de historias de derrotas, fin de historias de segundos lugares! ¡Somos campeones, somos medalla de oro! ¡Por años y años generaciones contarán la historia de de una superheroína chilena, que fue a la tierra de los super héroes legendarios, a la tierra de Batista! ¡Tenemos una super heroína que vale oro!¡Chile es de oro, permítame la licencia: VIVA CHILE MIERDA!” #WWENXT #VengeanceDay",5497
T07_P1,7,2,Twitter::FotosFamiliaMdP,Twitter,2025-01-26T22:30:37Z,"Victoria Ocampo en su casa de veraneo en Mar del Plata, Villa Victoria, hoy Museo y Centro Cultural dependiente de la Municipalidad. Foto de 1958. Revista Life",5125
T07_P1,7,3,Twitter::jarizabaletaf,Twitter,2025-01-05T18:44:00Z,"Aprovecho que esta cuenta está teniendo el alcance de América Latina, para informales que Colombia tiene a su María Corina Machado, se llama Vicky Dávila. Vamos por la VICTORIA",5100
T07_P1,7,4,Twitter::MarytaLeon,Twitter,2025-09-27T13:57:12Z,"Pedro Tomás Pacheco Mago recibió ayer en Valencia, estado Carabobo, las dos medallas de bronce que ganó en la fase regional de las Olimpiadas Recreativas de Matemática y Lengua 2025. Pedro Tomás participó por primera vez este año en las competencias que organiza @motoresporlapaz Pedro Tomás asiste a una microescuela comunitaria de las muchas, miles, que el proyecto El Bello Árbol ha identificado, y apoya, en toda Ven",3389
T07_P2,7,1,Twitter::LauraCVargas96,Twitter,2025-04-15T00:40:53Z,"Millones de litros de agua usan las fábricas ubicadas en Tocancipá para la producción de Pony Malta, Frutiño y Coca-Cola, entre otras marcas muy conocidas. Mientras tanto, en varias zonas de este municipio los habitantes sufren por el desabastecimiento de agua potable. Este reportaje de @VoragineCo revela cómo allí se han priorizado las concesiones de explotación de agua para grandes empresas, por encima de las neces",7003
T07_P2,7,2,Twitter::maniachan__,Twitter,2025-02-15T10:46:26Z,"el mundo sano, el aire se limpió, el agua se descontamino, los pájaros cantaron, las flores florecieron, las cosechas prosperaron, la sequía terminó...tuvimos dueto minsvngo, todo está en orden",3897
T07_P2,7,3,Twitter::DenunciasAntio2,Twitter,2024-11-19T16:46:20Z,"#Medellín/ Quiero hacer una denuncia, este perrito que vive en la unidad poblado santa Monica es al sol y al agua el dueño se va a trabajar y lo deja hay día y noche, lo maltrata, tiene infección en los ojos también tiene un tumor en los testículos y el propietario es un grosero 😔😔 Cll 38 94 40 Poblado de Santa Mónica torre 2 apto 9906",1645
T07_P2,7,4,Twitter::modatima_cl,Twitter,2024-11-19T02:55:07Z,Para que a nadie le quepa duda que @rmunda ha trabajado y seguirá trabajando por la justicia ambiental y por hacer del agua un derecho para todos y todas 💧#YoVotoMundaca #HoffmannMiente,1430
T08_P1,8,1,Twitter::Pampa139,Twitter,2025-06-11T20:07:59Z,"Se metio a la casa y salió con un buzo de La Universidad de La Plata, con una sonrisa y los dedos en V. La entereza y las ganas de ésta mujer emocionan, loco. Es un tanque politico.",20209
T08_P1,8,2,Twitter::micolpontiero,Twitter,2025-07-28T14:18:03Z,El nivel de disociación que tiene esta puta barata y reventada para hacerse la canchera siendo que todo el país sabe que le tiró la goma a Golperto Fernández.,10184
T08_P1,8,3,Twitter::Tabeeme91,Twitter,2024-12-06T14:51:04Z,"No sé en qué momento normalizamos que para llegar rápido a otro lugar, llamas al juancho de una moto, te pones el casco que ha sido usado por unas 500 personas, te subes sin saber como maneja y le pagas 10 mil pesos.",9736
T08_P1,8,4,Twitter::johnwickmx,Twitter,2025-11-02T00:42:46Z,"La misma chairiza que se cansó de joder a las hijas de Peña (que por cierto, no robaron nada) ahora defiende incansable a los huevones vástagos del macuspano. Esos sí robaron en grande.",9425
T08_P2,8,1,Twitter::MConurbasic,Twitter,2025-03-06T20:39:20Z,"LLAMADO A LA SOLIDARIDAD 📣 Se busca dar con nombre y paradero de esta argolluda incogible criada sin afecto que anduvo ayer gaseando jubilados en el Congreso. Si alguien tiene información de esta enferma HIJADEPUTA, por favor compartalo. GRACIAS.",19390
T08_P2,8,2,Twitter::OSWALDORIOSM,Twitter,2025-02-05T16:33:21Z,Ella es una mujer valiente que no ha tenido miedo para cumplir con su deber. Ella es la primera mujer en llegar a ese honroso cargo. Ella ha defendido la Constitución por encima de todo. POR SUPUESTO QUE NOS REFERIMOS A LA MINISTRA NORMA PIÑA.👩🏼 ⚖️ ¡RT SI ESTÁS DE ACUERDO! 🔄,7486
T08_P2,8,3,Twitter::OSWALDORIOSM,Twitter,2025-10-29T06:15:39Z,El Cártel de Macuspana. También conocido como La Familia Tabasqueña y como Cártel Tabasco Nueva Generación. ¿Su lema? ¡PURA GENTE DEL SEÑOR MENSO!,6493
T08_P2,8,4,Twitter::MConurbasic,Twitter,2025-09-04T02:20:16Z,"""Había muchísima gente. Había más de 8.000 personas. El peronismo me chupa el orto. El peronismo eran los 25 monos sin dientes tirando piedras"" Con ustedes TRONCO, candidato a diputado nacional. Ojalá cuente votos de la misma forma que cuenta gente en un acto.",5904
T08_P3,8,1,Twitter::Monica_Baiza,Twitter,2024-12-12T18:12:30Z,"Me voy a subir a un avión 🤭🫶🏼 iré a Peten, mi primera vez en avión y mi primera vez en Peten🤭🫶🏼✨️🕯",1047
T08_P3,8,2,YouTube::@aliciamartinezcordero7159,YouTube,2026-01-19T01:22:45Z,"Ÿ LO DEJARON ATERRIZAR, CON Q PERMISO. CUALQUIERA PAIS NO LO PERMITE ?? Y  E. U. LO DERRIBA ANTES DE  Q PISE TIERRA",482
T08_P3,8,3,YouTube::@AndresLopez-jl1vt,YouTube,2026-01-19T01:32:13Z,"👉🏿 al parecer, están fingiendo que traían un desperfecto, pero es pura falsedad.<br><br>Hay que ver si no traen drogas los desgraciados",147
T08_P3,8,4,YouTube::@JuanLopez-dt4qz,YouTube,2026-01-19T02:58:15Z,Por qué se permitió que un avión estadounise entro a México,102
T09_P1,9,1,Twitter::@LaishaWilkins,Twitter,2026-03-30T20:52:12Z,"¿Y a dónde se van en Semana Santa? -A Cancún a revolcarte en sargazo. -A Veracruz a nadar en petróleo. -A Mazatlán a desaparecer en un bar. -En carretera, a cualquier estado, pa ser secuestrado. -A Guerrero, Michoacán o Edomex, para ser asesinado por confusión. Cuéntenme",21797
T09_P1,9,2,Twitter::___tupadre,Twitter,2025-11-03T02:12:59Z,"Lo que pasó en el Palacio de Gobierno en Morelia, Michoacán, exigiendo justicia para Carlos Manzo, debe pasar en Palacio Nacional el 15 de noviembre. Los mexicanos de bien ya estamos hasta la madre del Narcogobierno de Morena. #RENUNCIACLAUDIA #FueClaudia #FueraMorena",15208
T09_P1,9,3,Twitter::@Garcimonero,Twitter,2026-05-04T06:29:45Z,"Hay que hacer el pase de lista de los presuntos narcos de Morena, hay mucho más de 43. 1. López Obrador 2.Rocha Moya 3. Américo Villarreal 4. Ricardo Monreal 5. Adán Augusto López 6. Evelyn Salgado 7. Salgado Macedonio 8. Alfonso Durazo 9. Abelina López 10. Andy 11. Hernán Bermúdez 12. María del Pilar Ávila 13. Diego Rivera 14. Cuauhtemoc Blanco 15. Epigmenio 16. Alfredo Ramírez Bedolla 17. Pedro Haces 18. Alfonso Ro",12250
