palabra,tema_id,sub_id,rol,participation,z_within_degree,grado_total
art,8,7,broker,0.5,-1.0874,2
zacatecas,8,14,broker,0.5,-1.1547,2
grupos,8,2,periferico,0.0,-0.6455,1
aguilar,8,1,broker,0.75,-0.6934,4
cono,8,4,broker,0.6667,-0.8427,3
seccion,8,13,broker,0.5,-0.4082,2
socialista,8,13,broker,0.75,-1.633,4
estatales,8,5,periferico,0.0,-1.4142,1
envidia,8,0,broker,0.8333,-0.1826,6
contribucion,8,12,periferico,0.0,-0.3386,1
restablecer,8,9,periferico,0.0,-0.7746,1
preservacion,8,2,broker,0.625,-0.6455,4
nancy,8,2,broker,0.6667,-0.6455,3
perverso,8,10,broker,0.5,-0.1961,2
trato,8,0,periferico,0.0,-0.7303,1
muchacha,8,7,broker,0.6667,-0.3021,3
riesgos,8,0,periferico,0.0,-0.1826,1
debate,8,7,broker,0.5,-1.0874,2
columna,8,2,broker,0.5,-0.6455,2
placer,8,0,broker,0.75,-0.1826,4
thanks,8,7,broker,0.5,0.4833,4
americana,8,12,periferico,0.0,-0.9482,1
moises,8,15,periferico,0.0,-0.5,1
monstruo,8,1,broker,0.5,-1.1787,2
princesa,8,4,broker,0.5,-0.8427,2
cinica,8,7,periferico,0.0,-1.0874,1
publicado,8,2,periferico,0.0,-0.6455,1
drenaj,8,1,periferico,0.0,-0.208,2
llover,8,1,periferico,0.0,-0.6934,1
fuir,8,2,periferico,0.0,-0.6455,1
falsa,8,9,periferico,0.0,-1.8074,1
pense,8,15,periferico,0.0,-0.5,1
volado,8,1,periferico,0.0,-1.1787,1
still,8,7,periferico,0.0,0.4833,2
menso,8,7,broker,0.5,-0.3021,2
gobierno,11,0,broker,0.97,1.0,150
pueblo,11,0,broker,0.9498,0.0,107
pais,11,0,broker,0.9541,1.0,114
dinero,11,1,broker,0.9402,0.8157,91
corrupcion,11,3,broker,0.9418,0.8165,76
pagar,11,1,broker,0.9443,1.3804,95
robar,11,3,broker,0.9425,0.8165,81
servir,11,17,broker,0.9383,1.4142,74
sacar,11,-1,broker,0.9391,0.0,77
amlo,11,6,broker,0.9414,0.0,67
pobre,11,11,broker,0.9401,0.0,73
verguenza,11,11,broker,0.9355,0.0,62
eeuu,11,2,broker,0.9369,0.044,57
patria,11,7,broker,0.9417,0.0,62
prian,11,10,broker,0.9411,1.9403,59
realidad,11,9,broker,0.9406,1.46,60
negocio,11,12,broker,0.9401,0.8944,52
vender,11,7,broker,0.936,0.0,72
pardo,11,0,broker,0.9241,0.0,35
jajajaja,11,8,broker,0.9396,2.0616,67
impuesto,11,1,broker,0.9386,0.251,52
comprar,11,1,broker,0.9282,1.3804,61
rata,11,3,broker,0.9433,0.8165,60
mentira,11,4,broker,0.9302,2.4495,59
minimo,11,5,broker,0.9215,0.4851,44
recurso,11,2,broker,0.929,1.0125,52
extranjero,11,17,broker,0.9219,-0.7071,32
inseguridad,11,-1,broker,0.9321,0.0,37
traidor,11,7,broker,0.9349,0.0,48
cuba,11,13,broker,0.9262,1.6036,37
triste,11,9,broker,0.9352,1.46,36
salario,11,5,broker,0.8785,0.4851,24
enganar,11,4,broker,0.9257,0.0,35
dueno,11,14,broker,0.9389,1.7678,39
etc,11,6,broker,0.9327,0.0,51
mayoria,11,5,broker,0.919,0.4851,47
vivienda,11,2,broker,0.8963,1.4968,35
porqueria,11,4,broker,0.9293,0.0,33
pemex,11,6,broker,0.9218,0.0,27
interes,11,2,broker,0.9219,-0.4402,33
hambre,11,8,broker,0.9199,0.3638,31
sheimbaum,11,10,broker,0.9201,-0.2425,26
deuda,11,1,broker,0.8532,-0.8784,19
mencionar,11,12,broker,0.9277,0.8944,32
caro,11,1,broker,0.8768,0.251,25
infonavit,11,2,broker,0.8148,0.5283,18
sabio,11,15,broker,0.8926,0.8944,22
escandalo,11,3,broker,0.8402,-1.2247,13
cuarto,11,9,broker,0.9083,0.3244,26
odio,11,16,broker,0.9062,-1.0,24
terreno,11,2,broker,0.8595,0.5283,22
principio,11,12,broker,0.9132,-0.4472,24
grave,11,2,broker,0.8864,-0.4402,19
jefa,11,0,broker,0.6122,0.0,7
pension,11,1,broker,0.9036,-0.8784,23
narcogobierno,11,4,broker,0.8967,0.0,22
dictadura,11,13,broker,0.9108,0.2673,27
privilegio,11,15,broker,0.9074,0.8944,23
senador,11,15,broker,0.9091,0.8944,22
pie,11,16,broker,0.924,-1.0,31
recuperar,11,2,broker,0.8967,-0.4402,22
robado,11,3,broker,0.8798,-1.2247,21
puras,11,4,broker,0.9108,0.0,27
aparte,11,8,broker,0.9275,0.3638,29
deir,11,8,broker,0.8997,-0.4851,17
petroleo,11,6,broker,0.9056,0.0,28
empleado,11,14,broker,0.9187,0.7071,23
invadir,11,2,broker,0.9191,1.0125,39
lastima,11,10,broker,0.9306,0.4851,36
mala,11,15,broker,0.9289,-0.4472,30
mentiras,11,4,broker,0.8927,-0.8165,17
bla,11,16,broker,0.9238,1.0,38
estupidez,11,11,broker,0.912,0.0,25
vean,11,14,broker,0.8889,-0.3536,15
derecha,11,13,broker,0.9275,0.2673,33
simple,11,9,broker,0.8622,-0.8111,15
estilo,11,12,broker,0.9161,0.8944,21
culpable,11,14,broker,0.915,-0.3536,20
andir,11,8,broker,0.8776,-0.4851,14
issste,11,14,broker,0.7901,-0.3536,9
tercero,11,10,broker,0.8997,-0.9701,17
electrico,11,9,broker,0.7347,-0.8111,7
abandonado,11,2,broker,0.8264,-1.4087,11
demanda,11,1,broker,0.8047,-0.8784,13
macuspano,11,4,broker,0.8622,-0.8165,15
zapato,11,16,broker,0.8951,1.0,18
desgraciado,11,8,broker,0.8876,-0.4851,13
enemigo,11,13,broker,0.8878,-1.069,14
vendar,11,12,broker,0.7934,-1.7889,11
yar,11,5,broker,0.8698,1.2127,19
pagado,11,10,broker,0.8595,-0.2425,11
dolares,11,12,broker,0.8889,-0.4472,21
garantia,11,1,broker,0.7901,-1.4431,9
sat,11,5,broker,0.8512,-1.6977,17
desecho,11,0,periferico,0.0,-2.0,2
tapadera,11,10,broker,0.625,-0.9701,4
vear,11,13,broker,0.7755,-1.069,7
politicos,11,5,broker,0.8642,-0.9701,9
inscripcion,11,4,broker,0.64,-0.8165,5
socio,11,14,broker,0.78,-1.4142,10
sheinbaun,11,-1,broker,0.875,0.0,12
dulce,11,9,broker,0.72,-0.8111,5
disfrazado,11,15,broker,0.8711,-0.4472,15
automovil,11,2,broker,0.6667,-1.893,3
urgir,11,17,broker,0.8264,-0.7071,11
pinos,11,9,broker,0.5,-0.8111,2
medir,11,8,broker,0.75,-1.3339,4
admirable,11,15,broker,0.7222,-1.7889,6
red,31,2,broker,0.9108,1.0536,43
social,31,2,broker,0.9291,2.4903,68
huachicol,31,1,broker,0.8684,2.2285,38
millon,31,1,broker,0.9207,2.2285,74
autoridad,31,3,broker,0.917,2.034,69
policia,31,3,broker,0.9133,2.034,60
informacion,31,12,broker,0.9196,2.4495,69
delito,31,4,broker,0.9059,1.206,36
presentar,31,5,conector_provincial,0.909,2.6649,47
arma,31,7,broker,0.9139,2.0817,39
droga,31,7,broker,0.8847,0.8006,23
asegurar,31,2,broker,0.9133,0.0958,28
general,31,10,broker,0.9164,2.4019,52
celular,31,11,broker,0.9025,1.0801,21
telefono,31,11,broker,0.8997,0.0,17
aduana,31,1,broker,0.8707,0.3184,21
investigacion,31,4,broker,0.8898,1.206,35
com,31,0,periferico,0.24,2.0064,15
nao,31,0,periferico,0.0,2.0064,13
uma,31,0,periferico,0.142,1.75,13
juego,31,9,broker,0.7959,1.9889,14
mecanico,31,9,broker,0.5,1.2729,6
fiscalia,31,4,broker,0.8896,0.603,25
denuncia,31,4,broker,0.8823,0.0,29
dedicar,31,12,broker,0.9056,-0.4082,28
acercar,31,9,broker,0.8975,-0.1591,19
relacionado,31,2,broker,0.875,-0.3831,12
sostener,31,2,broker,0.8472,0.0958,12
iniciar,31,6,broker,0.8934,0.9258,21
causa,31,13,broker,0.8516,1.8371,16
honesto,31,3,broker,0.8776,-0.3632,14
pra,31,0,periferico,0.0,-0.0453,5
idiota,31,1,broker,0.8858,-0.3184,17
pelear,31,8,broker,0.7812,-0.0733,8
linea,31,5,broker,0.8964,0.1903,26
lagartija,31,1,broker,0.8595,-0.6367,11
saldo,31,3,broker,0.625,-0.3632,4
jorge,31,8,broker,0.8827,2.3464,18
sustento,31,12,broker,0.5,-0.4082,2
diario,31,6,broker,0.8928,0.0,25
meu,31,0,periferico,0.0,-0.5582,3
administrativo,31,10,periferico,0.4444,-0.1601,3
legal,31,13,broker,0.8581,-0.2041,17
huachicolero,31,1,broker,0.8125,0.3184,16
credencial,31,11,broker,0.56,1.0801,5
dinamica,31,4,periferico,0.4444,-1.206,3
lista,31,5,broker,0.8978,-0.3046,15
juarez,31,10,broker,0.875,0.4804,16
disposicion,31,10,broker,0.8163,-0.1601,7
cortadura,31,5,broker,0.6667,0.1903,6
paseo,31,5,broker,0.6111,0.1903,6
guanajuato,31,14,broker,0.8571,0.0,14
gratis,31,9,broker,0.88,0.5569,20
sala,31,14,broker,0.72,1.4142,10
mais,31,0,periferico,0.0,0.2112,6
juridico,31,6,broker,0.8642,-0.9258,9
cuidados,31,2,broker,0.5,-0.862,2
americano,31,7,broker,0.8776,0.1601,14
pelo,31,0,broker,0.7644,0.2112,15
torta,31,1,periferico,0.32,0.0,5
argumento,31,1,broker,0.7273,0.3184,11
humo,31,1,broker,0.625,-0.6367,4
analisis,31,10,broker,0.8595,-0.8006,11
natural,31,8,broker,0.8611,1.5398,12
efectivo,31,7,broker,0.8163,-0.4804,7
autopista,31,3,broker,0.6111,0.0363,6
isso,31,0,periferico,0.0,-0.0453,5
codigo,31,1,broker,0.8056,0.0,12
preciso,31,5,broker,0.625,-0.3046,4
capo,31,1,broker,0.72,-0.9551,5
agradecimiento,31,8,broker,0.8,-0.0733,5
detencion,31,1,broker,0.8166,0.0,13
report,31,6,broker,0.8333,-0.9258,6
tem,31,0,periferico,0.0,0.4677,7
seu,31,0,periferico,0.0,-0.3017,4
edomex,31,3,broker,0.64,-0.3632,5
probable,31,12,broker,0.8,-0.4082,5
eua,31,0,broker,0.8356,-0.5582,15
reportar,31,6,broker,0.7901,0.0,9
afirmar,31,4,broker,0.7654,-1.206,9
util,31,12,broker,0.6667,-0.4082,3
mugre,31,3,broker,0.5,-0.7628,2
ordenado,31,6,broker,0.6914,1.8516,9
motivo,31,14,broker,0.7901,-1.4142,9
certeza,31,6,broker,0.625,0.0,4
pro,31,2,broker,0.72,-0.862,5
embarcacion,31,5,periferico,0.4444,-0.3046,3
ainda,31,0,periferico,0.0,-0.5582,3
ramon,31,8,broker,0.7222,-0.8799,6
figura,31,2,periferico,0.0,-0.3831,2
cadena,31,4,broker,0.8061,0.603,14
vinculado,31,10,broker,0.8163,-0.8006,7
valido,31,8,broker,0.86,-0.0733,10
detectar,31,5,broker,0.7,1.1801,10
navidena,31,9,broker,0.625,-0.1591,4
reciente,31,8,broker,0.8,-0.0733,5
tamaulipa,31,6,broker,0.72,-0.9258,5
ejercicio,31,6,broker,0.8438,0.0,8
aborto,31,13,broker,0.5,-0.2041,2
finalmente,31,2,periferico,0.4444,-0.3831,3
llamada,31,11,periferico,0.4444,0.0,3
preventa,31,10,periferico,0.0,-0.8006,1
brasil,31,0,broker,0.7901,-0.5582,9
localizar,31,12,broker,0.5,-0.4082,2
trailero,31,3,broker,0.56,0.0363,5
involucrar,31,1,periferico,0.0,-0.9551,1
voltear,31,7,broker,0.8395,-0.4804,9
conforme,31,11,periferico,0.4444,0.0,3
cancelacion,31,11,periferico,0.0,0.0,2
frenar,31,5,broker,0.6111,0.1903,6
xochimilco,31,12,periferico,0.0,-0.4082,1
comunicar,31,11,broker,0.7222,-2.1602,6
mantenido,31,1,broker,0.625,-0.6367,4
relevante,31,10,broker,0.72,-0.1601,5
magnifico,31,5,broker,0.6667,-1.2944,3
lampara,31,6,periferico,0.0,1.8516,4
apoderar,31,7,broker,0.72,0.1601,5
destapar,31,5,broker,0.5,-1.2944,2
israel,31,0,broker,0.86,-0.8146,10
conexion,31,5,broker,0.6667,-0.7995,3
narcoterrorista,31,7,broker,0.5,-1.1209,2
acuerdir,31,13,broker,0.6667,-0.2041,3
tir,31,8,periferico,0.0,-0.8799,1
lago,31,8,broker,0.5,-0.0733,2
fama,31,0,broker,0.72,-0.8146,5
instalado,31,6,broker,0.5,-0.9258,2
bus,31,3,periferico,0.0,-0.7628,1
taxi,31,3,periferico,0.0,-0.7628,1
tinta,31,8,broker,0.5,-0.8799,2
cordoba,31,4,periferico,0.0,-1.206,2
oriente,31,7,broker,0.5,-1.1209,2
arrancar,31,5,broker,0.7778,-0.3046,6
reparar,31,6,broker,0.7778,-0.9258,6
familias,31,13,broker,0.5,-1.2247,2
beneficiado,31,2,broker,0.6667,-0.862,3
experto,31,8,periferico,0.0,-0.8799,1
avalado,31,9,periferico,0.0,-0.8751,1
vital,31,9,broker,0.5,-0.8751,2
quinta,31,0,periferico,0.0,-1.0711,1
delicios,31,14,periferico,0.0,0.0,2
post,31,0,periferico,0.0,-1.3276,1
boulevard,31,3,periferico,0.0,-0.7628,1
dinamico,31,9,broker,0.6667,-0.8751,3
atra,31,1,periferico,0.0,-1.2734,1
impecable,31,9,periferico,0.0,-0.8751,1
desarrollo,6,4,broker,0.9332,1.2247,94
impulsar,6,6,broker,0.9304,0.7071,73
economico,6,4,broker,0.9064,0.2041,55
proyecto,6,8,broker,0.9139,1.2247,68
urbano,6,0,broker,0.9112,0.0,39
obras,6,0,broker,0.816,0.8054,25
publicas,6,0,broker,0.7701,0.4027,19
oportunidad,6,12,broker,0.916,1.4142,64
local,6,3,broker,0.9144,2.1368,58
turismo,6,6,broker,0.9112,1.7678,46
cabildo,6,5,broker,0.9056,1.069,28
sesion,6,5,broker,0.8809,-0.2673,23
obra,6,0,broker,0.8964,1.6108,53
plan,6,10,broker,0.8888,1.9403,40
aprobar,6,5,broker,0.895,-0.2673,20
transformar,6,0,broker,0.8795,0.4027,38
generar,6,1,broker,0.8885,1.8745,46
secretario,6,7,broker,0.9043,2.3047,43
metro,6,2,broker,0.8581,1.7298,34
historico,6,6,broker,0.909,-0.3536,41
pavimentacion,6,0,broker,0.6756,0.4027,15
concreto,6,0,broker,0.7645,0.4027,19
abrir,6,2,broker,0.8838,2.0836,49
emprendedor,6,3,broker,0.8751,1.1655,29
economia,6,3,broker,0.8997,0.1943,36
estrategico,6,8,broker,0.8854,0.2041,24
instituto,6,9,broker,0.911,1.6485,35
beneficiar,6,0,broker,0.8933,-0.8054,30
inversion,6,12,broker,0.8673,-0.7071,28
ordinaria,6,5,broker,0.5,1.069,6
empresa,6,1,broker,0.8984,1.8745,50
clave,6,8,broker,0.9102,0.2041,37
movilidad,6,0,broker,0.7574,0.8054,21
acuerdo,6,1,broker,0.898,2.1818,56
producto,6,1,broker,0.8735,1.2599,36
fundamental,6,7,broker,0.9112,-0.5121,26
izaguirre,6,4,broker,0.75,0.2041,8
inaugurar,6,0,broker,0.8367,-1.6108,14
marca,6,3,broker,0.8512,-0.2914,17
sustentable,6,4,broker,0.6939,-1.8371,7
impulso,6,3,broker,0.8636,0.6799,22
inicio,6,11,broker,0.8968,0.7746,39
convertir,6,2,broker,0.8345,2.0836,31
motor,6,6,broker,0.7347,-0.3536,7
feria,6,11,broker,0.885,1.5492,20
nora,6,4,broker,0.82,0.2041,10
regidora,6,7,broker,0.5,0.8963,6
silvia,6,7,broker,0.625,-0.5121,4
integracion,6,10,broker,0.8828,-0.2425,16
crecer,6,2,broker,0.8928,0.3145,31
comercio,6,3,broker,0.8662,-0.777,21
asfaltico,6,0,periferico,0.0,-0.4027,6
maximo,6,2,broker,0.8089,1.0222,19
comercial,6,11,broker,0.8828,0.0,16
colaboracion,6,9,broker,0.8924,1.055,24
rogelio,6,7,broker,0.6667,0.1921,9
materia,6,10,broker,0.9012,0.4851,18
convenio,6,9,broker,0.8711,0.4616,15
proyectar,6,6,broker,0.75,-0.3536,8
directo,6,1,broker,0.864,0.338,25
alianza,6,8,broker,0.8622,0.2041,15
regidor,6,7,broker,0.8178,0.8963,15
exponer,6,2,broker,0.875,-0.3931,16
tamaulipeco,6,9,broker,0.8284,1.055,13
armas,6,11,broker,0.9097,0.0,24
recursos,6,7,broker,0.75,-1.2164,4
climatico,6,3,broker,0.75,-0.2914,8
mensual,6,1,broker,0.78,0.0307,10
emprendimiento,6,8,broker,0.8163,-1.8371,7
publica,6,10,broker,0.8889,-0.2425,15
peraza,6,9,broker,0.75,-0.7253,4
elena,6,7,broker,0.72,-0.5121,5
tam,6,2,broker,0.8,-0.747,5
encargado,6,7,broker,0.8333,-1.2164,6
lucero,6,3,broker,0.6667,-1.2627,3
conectar,6,2,broker,0.8148,-0.747,9
solucionar,6,1,broker,0.716,0.0307,9
oferta,6,6,broker,0.64,-1.4142,5
ambiental,6,7,broker,0.84,-0.5121,10
periodo,6,10,broker,0.75,-0.9701,4
comprender,6,0,broker,0.7778,-2.0135,6
otorgar,6,9,broker,0.8642,-0.7253,9
productor,6,3,broker,0.7778,-0.777,6
apertura,6,9,broker,0.8163,-0.7253,7
negocios,6,2,broker,0.7812,-0.0393,8
jovenes,6,9,broker,0.8,-0.7253,5
urban,6,1,broker,0.625,-0.5839,4
presidir,6,5,broker,0.625,-1.6036,4
campos,6,2,broker,0.625,-0.3931,4
reves,6,2,broker,0.7778,-0.3931,6
herrera,6,7,broker,0.7347,0.1921,7
compartido,6,1,broker,0.7778,-0.5839,6
polanco,6,2,periferico,0.0,-1.1008,1
legislador,6,1,periferico,0.4444,0.0307,6
dirigido,6,3,broker,0.8163,-0.777,7
culero,6,1,periferico,0.4444,-0.5839,3
escolta,6,1,broker,0.75,-0.8911,4
psicologico,6,2,broker,0.625,-0.747,4
novedad,6,1,periferico,0.0,-0.2766,3
potencial,6,2,broker,0.72,-0.3931,5
favorecer,6,10,broker,0.8163,-0.9701,7
femenino,6,1,broker,0.625,-0.5839,4
completamente,6,1,broker,0.66,0.338,10
nobel,6,2,periferico,0.0,-0.747,1
disenado,6,2,broker,0.6667,-0.0393,6
tax,6,1,periferico,0.4444,-0.5839,3
pronunciar,6,1,periferico,0.0,-0.8911,1
adquirir,6,9,periferico,0.0,-1.3188,1
desconocido,6,2,broker,0.5,-0.747,2
conversar,6,12,periferico,0.0,-0.7071,1
cumplimiento,6,11,periferico,0.0,-1.5492,1
valentin,6,11,broker,0.5,-0.7746,2
let,6,1,periferico,0.0,-0.8911,1
online,6,1,periferico,0.0,-0.8911,1
good,6,1,periferico,0.0,-1.1984,1
sendero,6,2,periferico,0.0,-0.747,1
gente,14,0,broker,0.9535,1.0,111
querer,14,0,broker,0.9588,-1.0,138
ojala,14,0,broker,0.9312,1.0,63
gustar,14,2,broker,0.9256,1.6503,68
entender,14,6,broker,0.9292,1.118,62
gracia,14,1,broker,0.9338,1.737,67
escuchar,14,-1,broker,0.9329,0.0,55
amar,14,2,broker,0.93,0.9283,54
volver,14,10,broker,0.9306,2.2132,60
sentir,14,3,broker,0.9261,1.6036,61
donde,14,5,broker,0.9327,1.7351,53
hola,14,2,broker,0.9216,0.2063,43
comentario,14,15,broker,0.9289,0.0,51
cambiar,14,11,broker,0.9316,2.117,55
perro,14,14,broker,0.928,1.7321,48
comer,14,6,broker,0.9241,1.118,35
super,14,1,broker,0.924,1.737,57
lindo,14,1,broker,0.9204,1.3896,49
manana,14,3,broker,0.9263,1.069,42
encantar,14,2,broker,0.9137,0.2063,41
aser,14,5,broker,0.9308,0.3062,34
delincuencia,14,4,broker,0.9205,2.2873,44
sonar,14,8,broker,0.9297,0.6934,32
opinion,14,4,broker,0.9172,0.4815,26
rico,14,12,broker,0.931,0.0,46
amen,14,7,broker,0.9037,2.3333,29
cual,14,12,broker,0.9259,0.0,36
despertar,14,8,broker,0.9199,0.6934,32
morenista,14,4,broker,0.9222,1.0835,30
nomas,14,4,broker,0.9238,-0.1204,33
costar,14,6,broker,0.9074,0.0,31
dormir,14,8,broker,0.9172,1.6641,26
peso,14,3,broker,0.9199,0.5345,31
porque,14,4,broker,0.9097,-0.1204,24
real,14,9,conector_provincial,0.9174,2.5056,44
abajo,14,10,broker,0.8958,-0.4811,24
votado,14,7,broker,0.898,-1.0,14
callar,14,7,broker,0.8889,-0.3333,15
quejar,14,3,broker,0.9036,0.0,23
monico,14,1,broker,0.74,0.0,10
detalle,14,1,broker,0.8163,1.0422,21
romper,14,7,broker,0.91,-0.3333,20
aumentar,14,9,broker,0.9141,0.7253,32
mitad,14,9,broker,0.8978,-0.4616,15
humilde,14,10,broker,0.8858,0.1925,17
salvador,14,9,broker,0.8951,-0.4616,18
grito,14,16,broker,0.9252,1.4142,19
asalto,14,4,broker,0.8395,-0.7223,9
definitivamente,14,13,broker,0.843,1.372,11
pinch,14,5,broker,0.8927,0.3062,17
sobrar,14,11,broker,0.6939,-0.9623,7
bendecir,14,7,broker,0.8284,-0.3333,13
gastronomia,14,12,broker,0.8,0.0,10
sacrificio,14,5,broker,0.75,-0.4082,8
nooo,14,6,broker,0.8395,-1.118,9
sencillo,14,1,broker,0.8047,-0.3474,13
vacacion,14,13,broker,0.8194,0.1715,12
ami,14,8,broker,0.8928,-0.2774,25
enfermo,14,7,broker,0.8776,0.3333,14
chiste,14,5,broker,0.88,-0.4082,15
piel,14,11,broker,0.7778,-0.1925,6
animo,14,3,broker,0.8594,0.0,16
abrazar,14,11,broker,0.8438,-0.9623,8
precidenta,14,5,broker,0.8469,0.3062,14
frase,14,7,broker,0.9174,0.3333,22
sucio,14,4,broker,0.6111,-0.7223,6
incremento,14,9,broker,0.86,0.1319,10
regla,14,11,broker,0.8595,0.5774,11
siii,14,13,periferico,0.4444,-1.029,3
bomba,14,2,broker,0.8611,-0.5157,12
patio,14,8,broker,0.8395,-1.2481,9
dormido,14,6,broker,0.6667,-1.118,3
jajajaj,14,4,broker,0.843,-0.1204,11
dela,14,2,broker,0.7901,-1.2377,9
seguidor,14,13,broker,0.843,1.372,11
maravilla,14,1,broker,0.78,-0.3474,10
isla,14,9,periferico,0.4444,-0.4616,3
temprano,14,15,broker,0.88,1.4142,15
colaborar,14,15,broker,0.5,-1.4142,2
cocina,14,1,broker,0.8284,0.0,13
decoracion,14,1,periferico,0.4444,-0.6948,3
projimo,14,11,periferico,0.4444,-0.9623,3
bro,14,8,broker,0.8472,-1.2481,12
version,14,10,broker,0.7222,0.1925,6
linda,14,1,broker,0.625,-1.0422,4
disco,14,14,broker,0.7778,-0.5774,6
mms,14,1,broker,0.64,-0.6948,5
desesperado,14,16,broker,0.84,-0.7071,10
cama,14,8,broker,0.625,-0.2774,4
golpista,14,9,broker,0.6667,-0.4616,3
entrevistar,14,15,broker,0.7222,0.0,6
traigar,14,4,periferico,0.0,-1.3242,1
bolsillo,14,7,broker,0.8148,-1.0,9
gesto,14,11,broker,0.8,-0.1925,5
irapuato,14,0,periferico,0.4444,-1.0,3
gobernacion,14,11,broker,0.5,0.5774,4
ladrar,14,14,broker,0.7901,-0.5774,9
quiero,14,13,broker,0.625,0.1715,4
sos,14,9,broker,0.6667,-0.4616,3
vato,14,14,broker,0.7347,-0.5774,7
romano,14,-1,broker,0.5,0.0,2
nena,14,1,broker,0.8163,-1.0422,7
antecedente,14,13,periferico,0.0,-1.029,1
brutal,14,10,broker,0.6667,-0.4811,3
finanza,14,5,periferico,0.0,-1.8371,1
saquen,14,3,broker,0.7778,-0.5345,6
mateos,14,1,periferico,0.0,-1.0422,1
mia,14,2,periferico,0.0,-1.2377,2
guatemala,14,3,broker,0.5,-1.6036,2
habitacion,14,1,periferico,0.4444,-0.6948,3
enfocar,14,4,broker,0.6667,-0.7223,3
brillante,14,16,broker,0.5,-0.7071,2
estrenar,14,10,periferico,0.0,-1.1547,1
podrar,14,9,periferico,0.0,-1.055,1
simon,14,3,broker,0.5,-1.069,2
medellin,14,10,broker,0.6667,-0.4811,3
paisaje,14,13,periferico,0.0,-1.029,1
ciudad,32,4,conector_provincial,0.9536,2.7627,138
seguro,32,8,broker,0.9291,1.8962,90
publico,32,5,conector_provincial,0.9323,3.2905,96
seguridad,32,3,broker,0.9392,1.206,103
municipio,32,2,broker,0.9281,1.3969,91
carpintero,32,9,broker,0.8512,0.0,17
laguna,32,9,broker,0.9086,0.0,39
sur,32,2,broker,0.9226,1.781,65
limpio,32,4,broker,0.9054,1.7166,43
transito,32,1,broker,0.9083,0.871,46
vialidad,32,1,broker,0.9127,0.4355,35
proteger,32,3,broker,0.9199,-1.5076,53
mesa,32,3,broker,0.8521,1.206,26
armando,32,0,broker,0.8254,0.0,21
martinez,32,0,broker,0.8962,0.0,33
cabo,32,6,conector_provincial,0.9126,2.6866,56
vial,32,1,broker,0.9014,0.871,37
direccion,32,1,broker,0.918,2.1775,58
construccion,32,3,broker,0.9112,0.3015,39
erasmo,32,0,broker,0.7467,0.0,15
robledo,32,0,broker,0.7644,0.0,15
coordinacion,32,6,broker,0.9163,-0.2985,47
ecologia,32,1,broker,0.8843,0.4355,22
manriquez,32,0,broker,0.7654,0.0,18
conurbado,32,2,broker,0.8571,0.2445,28
garantizar,32,12,broker,0.9059,0.75,36
personal,32,7,broker,0.9098,1.9122,57
transporte,32,5,broker,0.8916,0.4387,27
objetivo,32,12,broker,0.9121,0.75,46
instalacion,32,6,broker,0.8949,0.199,31
carnaval,32,2,broker,0.75,0.2445,12
region,32,2,broker,0.9054,1.0127,41
condicion,32,8,broker,0.9066,0.7293,34
constante,32,4,broker,0.9025,-0.3755,21
alumbrado,32,5,broker,0.8711,-0.2742,15
ubicado,32,10,broker,0.8924,1.3416,24
avenida,32,10,broker,0.916,1.3416,37
representacion,32,0,broker,0.8209,0.0,21
tranquilidad,32,8,broker,0.8594,-0.4376,16
villahermosa,32,10,broker,0.625,-1.3416,4
evitar,32,11,broker,0.9145,1.4142,37
capacitacion,32,7,broker,0.84,1.3188,20
bache,32,10,broker,0.8533,-0.4472,15
coordinar,32,12,broker,0.8673,0.75,14
curso,32,7,broker,0.8594,-0.4616,16
requerir,32,13,broker,0.8827,-0.3015,18
mejora,32,5,broker,0.8927,-0.6307,17
hector,32,0,broker,0.8416,0.0,25
cierre,32,2,broker,0.76,-0.1397,10
acudir,32,11,broker,0.905,0.3536,22
tramite,32,11,broker,0.9,0.3536,20
invertir,32,5,broker,0.8611,-0.6307,12
prevenir,32,10,broker,0.8989,0.4472,29
aire,32,8,broker,0.8828,0.1459,16
turista,32,9,broker,0.8438,0.0,8
aeropuerto,32,1,broker,0.8906,-0.871,16
tarea,32,12,broker,0.8864,-0.5,19
banqueta,32,4,broker,0.8472,-0.0268,12
dialogar,32,6,broker,0.84,-0.796,10
voluntario,32,6,broker,0.7347,-0.2985,7
porres,32,3,broker,0.8194,-0.603,12
morelos,32,8,broker,0.88,0.1459,20
instalar,32,1,broker,0.8827,-0.4355,18
supervision,32,6,broker,0.8858,-0.2985,17
vicente,32,6,broker,0.8926,0.199,22
manejo,32,5,broker,0.8148,-0.2742,9
pila,32,13,broker,0.8472,0.9045,12
conocimiento,32,7,broker,0.8594,-0.4616,16
transitar,32,10,broker,0.8359,0.4472,16
mascota,32,1,broker,0.843,-0.4355,11
delictivo,32,2,broker,0.8438,-1.2921,8
rehabilitar,32,5,broker,0.8125,-0.6307,8
adecuado,32,8,broker,0.8672,0.1459,16
reducir,32,11,broker,0.8798,0.3536,21
participe,32,3,broker,0.82,-0.603,10
correspondiente,32,5,broker,0.625,-0.2742,4
celebrado,32,2,broker,0.6111,-0.5238,6
intenso,32,10,broker,0.8828,-0.4472,16
reglamento,32,5,broker,0.8148,0.0823,9
diariamente,32,4,broker,0.78,-0.0268,10
higiene,32,7,broker,0.7222,-1.055,6
