posicion_id,tema_id,rank,usuario,plataforma,fecha,texto,engagement
T01_P1,1,3,TikTok::monicavtampico,TikTok,2026-07-19T22:25:54Z,"Hoy concluye una Copa del Mundo histórica, en la que nuestro país fue sede por tercera vez y abrió sus puertas al mundo con la pasión que distingue a México. En Tampico vivimos esta gran fiesta del futbol con una serie de actividades que reunieron a familias, aficionados y visitantes, demostrando que el deporte une comunidades y crea recuerdos inolvidables. Una vez más, el balón logró unir a México y al mundo. ¡Graci",45
T01_P1,1,4,Instagram::monicavtampico,Instagram,2026-07-16T03:27:53Z,"Hoy inauguramos la exposición “Bodies”, una de las muestras de anatomía humana más impactantes del mundo, que ha recorrido más de 40 países y recibido a más de 30 millones de visitantes. Nos consolidamos como un destino que apuesta por la cultura, el conocimiento y el turismo. Pero esta experiencia va más allá de la exposición. A través del pabellón “Tampico te Cuida”, la Dirección de Salud y el Distrito de Salud par",40
T02_P1,2,1,TikTok::info7tamps,TikTok,2026-07-17T14:51:55Z,"⚠️\ud83d\udea7 Se forma socavón en obra abandonada de COMAPA Sur | Tampico Un socavón se formó en una obra abandonada de COMAPA Sur, ubicada al norte de Tampico, generando preocupación entre vecinos y automovilistas que transitan por la zona. Habitantes del sector solicitan la intervención de las autoridades para atender el riesgo y concluir los trabajos, antes de que se registre algún accidente. Sigue informado en I",75
T02_P1,2,2,Facebook::Tampico Gob,Facebook,2026-07-17T13:22:49Z,"✨ En representación de nuestra Presidenta Municipal, la Lic. Mónica Zacil Villarreal Anaya, tuvimos el honor de asistir a 10.º Aniversario de Distribuidora Eléctrica de Tamaulipas (DET).

Este importante aniversario reconoce una década de trabajo, crecimiento y compromiso de una empresa que ha contribuido al desarrollo económico y comercial de nuestra ciudad, fortaleciendo al sector empresarial y generando oportunida",51
T02_P1,2,3,Facebook::Tampico Gob,Facebook,2026-07-15T11:12:29Z,"Durante el Ciclo Escolar 2025 – 2026, por instrucciones de la 𝗣𝗿𝗲𝘀𝗶𝗱𝗲𝗻𝘁𝗮 𝗠𝘂𝗻𝗶𝗰𝗶𝗽𝗮𝗹 𝗱𝗲 𝗧𝗮𝗺𝗽𝗶𝗰𝗼, 𝗠ó𝗻𝗶𝗰𝗮 𝗭𝗮𝗰𝗶𝗹 𝗩𝗶𝗹𝗹𝗮𝗿𝗿𝗲𝗮𝗹 𝗔𝗻𝗮𝘆𝗮, llevamos el Programa Prevención de las Violencias en el Entorno Escolar de la Dirección de Prevención del Delito a 29 escuelas beneficiando a 6 mil 732 estudiantes. 

¡Muchas Gracias! a todos los planteles por abrirnos las puertas, al cuerpo directivo y docente de cada escuela así como a los m",46
T02_P1,2,4,Facebook::Tampico Gob,Facebook,2026-07-19T17:09:12Z,"Descubre de cerca la increíble diversidad de aves que habitan nuestra ciudad a través de impresionantes fotografías que te harán admirar y sorprenderte. 🦅

Conecta con la naturaleza y descubre por qué proteger nuestra fauna y los espacios naturales es fundamental para que estas especies sigan formando parte del paisaje.
 
Un reconocimiento  para las y los fotógrafos que hicieron posible esta exposición, compartiendo ",30
T03_P1,3,1,YouTube::@CristianJonathanRodríguezR-d4v,YouTube,2026-07-19T14:53:44Z,Cuando eramos niños mi hermano mayor y yo teníamos un amigo que en paz descanse panchito su papá era militar alls por el 95 97 más o menos pero panchito siempre les robaba dinero a sus papás y se Hiba a las máquinas a jugar una ocasión el señor nos comentó que su hijo le robo 200 pesos que no regalaría 200 pesos si lo encontrábamos y sas que mi hermano mayor yo y varios amigos de la cuadra nos fuimos a buscarlo obvia,0
T03_P1,3,2,YouTube::@GerardoReyna-zq6ho,YouTube,2026-07-18T07:54:57Z,Ay que catear esa escuela... Y detener a los responsables...pal penal delincuencia organizada y abuso de autoridad.etc..ojala y la presidenta ponga cartas en el asunto 🎉🎉🎉,0
T04_P1,4,1,TikTok::info7tamps,TikTok,2026-07-17T14:51:55Z,"⚠️\ud83d\udea7 Se forma socavón en obra abandonada de COMAPA Sur | Tampico Un socavón se formó en una obra abandonada de COMAPA Sur, ubicada al norte de Tampico, generando preocupación entre vecinos y automovilistas que transitan por la zona. Habitantes del sector solicitan la intervención de las autoridades para atender el riesgo y concluir los trabajos, antes de que se registre algún accidente. Sigue informado en I",75
T04_P1,4,2,YouTube::@GrandRNomada,YouTube,2026-07-18T08:40:57Z,"En varias páginas de facebook en la zona sur de Tamaulipas están empezando a salir videos de los presuntos abusos que se cometían en dicha academia, desde novatadas, hasta castigos implementados por la esposa del director, una según teniente que se llama Estrellita, incluso varios ex alumnos están dispuestos a declarar todo lo que se vivía dentro de dicha academia, ojalá y las autoridades castiguen a los culpables y ",6
T04_P1,4,3,YouTube::@AlfonsopreciadoPreciadoGonzale,YouTube,2026-07-19T05:10:46Z,"Qué se las crea mi abuelita que ya murió que se las crea todo menos nosotros no esa no es una escuela. Perdóname eso es una escuela que pusieron los criminales terroristas qué más te puedo decir esto no es una esto no es una escuela de la Secretaría de la defensa, ni siquiera de la Secretaría de Marina y armada mucho menos de la Guardia Nacional Este, salvaje del gobernador o gobernadora de Tamaulipas, es una inepta",0
T04_P1,4,4,YouTube::@AlfonsopreciadoPreciadoGonzale,YouTube,2026-07-19T05:03:30Z,"Por qué no pertenecía, ni siquiera la Secretaría de la defensa nacional, mucho menos a la Secretaría de Marina Mi, armada de México y tampoco pertenecía a la Guardia Nacional. Quiénes son esos tipejos los que recluta gente para el narcotráfico y para criminal",0
T05_P1,5,1,TikTok::monicavtampico,TikTok,2026-07-15T20:44:37Z,"Esta mañana me reuní con las y los afiliados de la CMIC Tamaulipas para compartir los avances que estamos logrando en Tampico. Hoy contamos con una inversión de 783 millones de pesos en obra pública, resultado de la suma de recursos municipales y del Gobierno del Estado. Agradezco a la CMIC por la entrega de un cheque al DIF Tampico, que fortalecerá su labor social, y otro al Municipio para la elaboración de proyecto",87
T05_P1,5,2,TikTok::info7tamps,TikTok,2026-07-17T14:51:55Z,"⚠️\ud83d\udea7 Se forma socavón en obra abandonada de COMAPA Sur | Tampico Un socavón se formó en una obra abandonada de COMAPA Sur, ubicada al norte de Tampico, generando preocupación entre vecinos y automovilistas que transitan por la zona. Habitantes del sector solicitan la intervención de las autoridades para atender el riesgo y concluir los trabajos, antes de que se registre algún accidente. Sigue informado en I",75
T05_P1,5,3,TikTok::monicavtampico,TikTok,2026-07-19T22:25:54Z,"Hoy concluye una Copa del Mundo histórica, en la que nuestro país fue sede por tercera vez y abrió sus puertas al mundo con la pasión que distingue a México. En Tampico vivimos esta gran fiesta del futbol con una serie de actividades que reunieron a familias, aficionados y visitantes, demostrando que el deporte une comunidades y crea recuerdos inolvidables. Una vez más, el balón logró unir a México y al mundo. ¡Graci",45
T05_P1,5,4,Instagram::desecotampico,Instagram,2026-07-17T17:17:20Z,"✨ En representación de nuestra Presidenta Municipal, la Lic. Mónica Zacil Villarreal Anaya, tuvimos el honor de asistir a 10.º Aniversario de Distribuidora Eléctrica de Tamaulipas (DET). Este importante aniversario reconoce una década de trabajo, crecimiento y compromiso de una empresa que ha contribuido al desarrollo económico y comercial de nuestra ciudad, fortaleciendo al sector empresarial y generando oportunidad",6
T07_P1,7,1,YouTube::@CarlaMo-qb5cq,YouTube,2026-07-17T21:39:37Z,"No, los hechos no ocurrieron en Cd. Victoria, fué en Cd. Madero, Tamaulipas. Y Dafne y su familia son de Cd. Mante, también en Tamaulipas. Justicia para Dafne!!! 🙏🏻😢💜✨",294
T07_P1,7,2,Instagram::tampico.noticias,Instagram,2026-07-19T17:08:00Z,"Mamá de Dafne Quintos exige justicia por el fallecimiento de su hija dentro de la Academia Militarizada de Marina Doenitz en Ciudad Madero (Tampico, Tamaulipas). Presuntos responsables: director Jorge Luis Ponce y la sargento Estrella Mora. #tampico #ciudadmadero #chisme",105
T07_P1,7,3,YouTube::@KevinSantos-so9lm,YouTube,2026-07-19T02:28:18Z,Mucha culpa de que haya esos lugares es de las autoridades que se coluden y no vigilan,73
T07_P1,7,4,YouTube::@jessicanavit,YouTube,2026-07-18T01:55:56Z,Fue en madero  Tamaulipas 😡😡😡 justicia esa escuela ya  está bien quemada en la región muchos ex alumnos están poniendo que los trataban mal y hasta golpeaban alos alumnos.,49
T07_P2,7,1,YouTube::@eiguajardo,YouTube,2026-07-19T02:28:06Z,"la que convencio a la señora de meter a su hija ahi, por ahi es, la academia es para niños &quot;problematicos&quot; si la niña era reina de belleza y muy disciplinada en los deportes por que diablos le recomendo la otra fulana que la metiera en una institucion de jovenes problema?<br>la envidia es cabrona<br>solo eso dire. <br>me recordo el caso de la niña que as3sinaron y resulto ser la &quot;super amiga&quot; de l",65
T07_P2,7,2,YouTube::@acs3452,YouTube,2026-07-18T02:29:53Z,"NI LOCA!! Dejo a un hijo menor de edad en algun lugar desconocido, ni en iglesias ni retiros espirituales ni  en excursiones o cursos de verano ,en estos lugares donde los torturan",56
T07_P2,7,3,YouTube::@aleromero33,YouTube,2026-07-19T07:02:13Z,¿Por qué la mamá metió ahí a la adolescente? A los 13 años sola en un campamento de varios días? La abuelita es la que más la sufre.😔<br>EPD💐🫶🏻🙏,54
T07_P2,7,4,YouTube::@RileyBeppler69,YouTube,2026-07-19T02:19:33Z,"Deberían cerrar esos colegios militarizados ya han pasado varias veces accidentes similares en otros colegios o campamentos militarizados<br>Si quieren tener una educación más enfocada a la vida cívico militar entren al Heroico colegio militar o directamente al ejército, marina o fuerza aérea<br><br>Unos chicos de bachillerato jamás serán militares, o como el niño que murió en un campamento militarizado administrado ",47
T09_P1,9,1,YouTube::@rosalbacastellanos3845,YouTube,2026-07-17T23:05:37Z,"Y todavía  pagan para que no les den comida y maltraten.<br> Yo ni a un retiro espiritual deje ir a mi hija, como la voy a dejar ir a un lugar donde no se le permitira hablar conmigo a la hora que lo deseo y faltar a dormir <br>Si buscan disciplina pues desde casa se nota que toda  escuela va sobre el dinero.<br><br>Trabaje en un guarderia privada donde cobran muy bien y los malpasan mucho a los niños todos traen ham",112
T09_P1,9,2,YouTube::@mariateresarosas3268,YouTube,2026-07-18T01:27:03Z,Para que los mandan ahí??🤨🤨 Con los antecedentes que tiene esa escuela.??🤨🤨 Primero investiguen bien .🤨 Dos no obliguen a sus hijos en hijas a asistir a ese tipo de escuelas.🤨🤨 Contra su voluntad.🙄😒😒 Yo no he mandado a mi hijo ni al catecismo.😒🙄🙄 Por qué dicen que lo tengo que dejar dos horas.🙄🙄😒 En la iglesia.😒🙄 Y yo dije.  No!🤨🤨 Gracias ahí que la haga cuando esté más grande 🙄😒 no es urgente 😒🙄🙄 😒 y a la escuela na,0
T09_P1,9,3,Twitter::@EleeseNoticias,Twitter,2026-07-16T21:40:19Z,Mónica Villarreal lleva la experiencia turística de Tampico a otro nivel con la impactante Exposición ‘Bodies’. ¡Descubre el fascinante mundo del cuerpo humano como nunca antes! https://eleese.com.mx/?p=122099 #CdVictoria #Tamaulipas,0
T10_P1,10,1,YouTube::@RileyBeppler69,YouTube,2026-07-19T02:19:33Z,"Deberían cerrar esos colegios militarizados ya han pasado varias veces accidentes similares en otros colegios o campamentos militarizados<br>Si quieren tener una educación más enfocada a la vida cívico militar entren al Heroico colegio militar o directamente al ejército, marina o fuerza aérea<br><br>Unos chicos de bachillerato jamás serán militares, o como el niño que murió en un campamento militarizado administrado ",47
T10_P1,10,2,YouTube::@nicoSaucedoEsparza,YouTube,2026-07-17T22:35:49Z,La madre tubo la culpa por meterla ahí,7
T10_P1,10,3,YouTube::@nicoSaucedoEsparza,YouTube,2026-07-17T22:37:25Z,Metan ala cárcel ala madre y alos asesinos,6
T10_P1,10,4,YouTube::@Arigari21,YouTube,2026-07-18T02:18:53Z,"ESCUCHEN BIEN LO PEOR ES LO MILITARIZADO NO ES UN ESQUEMA PARA NIÑOS Y LOS MILITARES DENTRO SUFREN VIOLENCIA POR SUS PROPIOS COMPAÑEROS Y MANDOS HAY MUCHA VIOLENCIA EN CUARTELES , IMAGINENSE ENNUNA ESCUELA MILITAR PSRA NIÑOS ES LO PEOR.",4
T11_P1,11,1,Instagram::metrotampico,Instagram,2026-07-17T17:30:58Z,"🎨👏 Celebrando el desarrollo artístico de nuestra comunidad La Escuela de Artes del METRO se vistió de gala con la exitosa presentación de la obra “Archivados”, una muestra que reunió el talento y la creatividad del Taller de Teatro Juvenil y Adultos bajo la dirección del maestro Juan Lory. Con el respaldo de la presidenta Lic. Mónica Zacil Villarreal Anaya, el Gobierno Municipal de Tampico, a través del Espacio Cultu",54
T11_P1,11,2,Instagram::metrotampico,Instagram,2026-07-17T17:24:54Z,"🎭✨ ¡El escenario cobra vida! Cierres de Talleres en la Escuela de Artes del METRO ✨💃 Vivimos una tarde mágica llena de talento, expresión y emociones en el Teatro Experimental del METRO con la presentación de las muestras finales de nuestros estudiantes. Con el firme respaldo del Gobierno Municipal de Tampico, seguimos impulsando espacios para que el arte y la cultura florezcan en nuestra comunidad. Felicitamos espec",51
T11_P1,11,3,Instagram::metrotampico,Instagram,2026-07-17T19:24:48Z,"👑 Talleres de Verano METRO 2026 🎭🎶🎨 ¡El verano es la oportunidad perfecta para descubrir tu talento! Por instrucciones de nuestra Presidenta Municipal, Lic. Mónica Zacil Villarreal Anaya, el Gobierno Municipal de Tampico, a través de la Escuela de Artes del METRO, comparten la oferta de Talleres Artísticos de Verano 2026. 📞 ¡Inscríbete hoy! Informes al (833) 324 6688 ¡No te quedes fuera! 📅 CURSOS DE 2 SEMANAS (Del 10",48
T11_P1,11,4,Instagram::desecotampico,Instagram,2026-07-17T17:17:20Z,"✨ En representación de nuestra Presidenta Municipal, la Lic. Mónica Zacil Villarreal Anaya, tuvimos el honor de asistir a 10.º Aniversario de Distribuidora Eléctrica de Tamaulipas (DET). Este importante aniversario reconoce una década de trabajo, crecimiento y compromiso de una empresa que ha contribuido al desarrollo económico y comercial de nuestra ciudad, fortaleciendo al sector empresarial y generando oportunidad",6
T12_P1,12,1,Instagram::tampico.noticias,Instagram,2026-07-19T17:08:00Z,"Mamá de Dafne Quintos exige justicia por el fallecimiento de su hija dentro de la Academia Militarizada de Marina Doenitz en Ciudad Madero (Tampico, Tamaulipas). Presuntos responsables: director Jorge Luis Ponce y la sargento Estrella Mora. #tampico #ciudadmadero #chisme",105
T12_P1,12,2,YouTube::@RileyBeppler69,YouTube,2026-07-19T02:19:33Z,"Deberían cerrar esos colegios militarizados ya han pasado varias veces accidentes similares en otros colegios o campamentos militarizados<br>Si quieren tener una educación más enfocada a la vida cívico militar entren al Heroico colegio militar o directamente al ejército, marina o fuerza aérea<br><br>Unos chicos de bachillerato jamás serán militares, o como el niño que murió en un campamento militarizado administrado ",47
T12_P1,12,3,YouTube::@VeronicaRodriguezcervant-l6g2l,YouTube,2026-07-17T22:54:13Z,"Qué importa en qué ciudades este esa mendiga academia militarizada qué más da lugar todas esas academias militarizadas torturan a los adolescentes, no es la primera vez que sucede hace poco escuché también que dentro de la academia militarizada que no sé de dónde mataron a un adolescente peso ya es muy frecuente por favor ese tipo ese tipo de academias hay bullying malvados que torturan a sus estudiantes se los traen",11
T13_P1,13,1,Twitter::@MonicaVTampico,Twitter,2026-07-17T18:11:11Z,"Como una de las primeras acciones de esta administración, utilizamos agua tratada de la PTAR para regar parques, jardines y camellones. Así protegemos el agua potable, cuidamos nuestras áreas verdes y avanzamos hacia un Tampico más sostenible.",3
T13_P1,13,2,Twitter::@MonicaVTampico,Twitter,2026-07-15T20:04:05Z,"Hoy me reuní con las y los afiliados de la CMIC Tamaulipas para compartir los avances del Programa de Obra Pública, que suma 743 millones de pesos en inversión para el desarrollo de Tampico. Agradezco su respaldo para seguir impulsando proyectos estratégicos para nuestra ciudad.",3
T13_P1,13,3,YouTube::@JesusAlejandrobg1,YouTube,2026-07-19T05:26:51Z,"Y que diantres tiene que hacer una niña de 13 años en un campamento militar, 13 años! Por dios santo a la que deberían de investigar tmb es a la madre, debe tener problemas de orden mental nadie en su sano juicio metería a una niña a algo tan dantesco, dios te tenga en su santa casa preciosa😢",1
T13_P1,13,4,Twitter::@MonicaVTampico,Twitter,2026-07-19T00:20:04Z,"Seguimos construyendo un gobierno cercano que escucha y responde con hechos. Hoy apoyamos a Jorge Roberto con una silla de ruedas y unas muletas, contribuyendo a mejorar su movilidad y su calidad de vida.",1
T14_P1,14,1,Instagram::juanpizanamtz,Instagram,2026-07-15T03:06:53Z,"Tampico se juega con el corazón 🫶🏾   La verdadera inclusión se vive en los detalles y en la convivencia diaria. En nuestras asambleas ciudadanas, la lotería es mucho más que un juego: es el espacio donde todos, sin excepción, somos iguales.  Conocí a esta increíble ciudadana que, con su agudeza y su chispa, nos demostró que no hace falta ver para disfrutar plenamente de la vida. Su entusiasmo es contagioso y me recue",7
T15_P1,15,1,YouTube::@Atlas3ISam,YouTube,2026-07-18T10:18:40Z,"Deben cerciorarse que no hubo abuso sexual, que le hagan examenes antes de enterrar el cuerpo",94
T15_P1,15,2,YouTube::@eltiowodi,YouTube,2026-07-18T11:57:27Z,"Es muy triste lo que le pasó a la joven, pero lo que mas me sorprende es que si ya había otros casos de abusos y maltratos y todavía pagan para que estén ahí!! Póngase más listo!",13
T15_P1,15,3,YouTube::@Atlas3ISam,YouTube,2026-07-18T02:58:21Z,"Deben hacer examenes para cerciorarse que no hubo algun abuso sexual, esta muy raro el caso",4
T15_P1,15,4,YouTube::@RddStar-y2v4z,YouTube,2026-07-19T04:32:14Z,"Padres pensando que un internado es normal está prohibido es ilegal en muchos países, porque siempre resulta que asesinan y abusan a los jóvenes.",2
T16_P1,16,1,TikTok::israelponceporstreaming,TikTok,2026-07-18T00:52:18Z,🚮🚫🦟 En #TAMPICO se han realizado 284 jornadas de limpieza y descacharrización. La alcaldesa Mónica Villarreal recorre las colonias para supervisar los trabajos.,122
T16_P1,16,2,TikTok::israelponceporstreaming,TikTok,2026-07-16T21:11:38Z,"👷 ♀️🚩 En #TAMPICO, la alcaldesa Mónica Villarreal cumplirá con obra anehlada por vecinos desde hace 50 años.",118
T16_P1,16,3,Instagram::desecotampico,Instagram,2026-07-17T17:17:20Z,"✨ En representación de nuestra Presidenta Municipal, la Lic. Mónica Zacil Villarreal Anaya, tuvimos el honor de asistir a 10.º Aniversario de Distribuidora Eléctrica de Tamaulipas (DET). Este importante aniversario reconoce una década de trabajo, crecimiento y compromiso de una empresa que ha contribuido al desarrollo económico y comercial de nuestra ciudad, fortaleciendo al sector empresarial y generando oportunidad",6
T16_P1,16,4,TikTok::prevenciondelitotampico,TikTok,2026-07-15T18:39:50Z,"El Gobierno Municipal de Tampico que encabeza la 𝗣𝗿𝗲𝘀𝗶𝗱𝗲𝗻𝘁𝗮 𝗠ó𝗻𝗶𝗰𝗮 𝗭𝗮𝗰𝗶𝗹 𝗩𝗶𝗹𝗹𝗮𝗿𝗿𝗲𝗮𝗹 𝗔𝗻𝗮𝘆𝗮, te invita a vivir una experiencia extraordinaria en donde el aprendizaje y la diversión se unifican para hacerte parte del escuadrón de élite de ""𝙈𝙞𝙣𝙞 𝙂𝙪𝙖𝙧𝙙𝙞𝙖𝙣𝙚𝙨 𝙚𝙣 𝘼𝙘𝙘𝙞ó𝙣"" de la Dirección de Prevención del Delito. ¿𝙋𝙪𝙚𝙙𝙚𝙨 𝙘𝙤𝙣 𝙚𝙡 𝙧𝙚𝙩𝙤?. ▶️La cita es: 📆Jueves 16 de julio. 🕐9:30 de la mañana 📍Centro de Bienestar y Paz de la Colon",3
T17_P1,17,1,TikTok::israelponceporstreaming,TikTok,2026-07-18T00:52:18Z,🚮🚫🦟 En #TAMPICO se han realizado 284 jornadas de limpieza y descacharrización. La alcaldesa Mónica Villarreal recorre las colonias para supervisar los trabajos.,122
T17_P1,17,2,TikTok::israelponceporstreaming,TikTok,2026-07-16T21:11:38Z,"👷 ♀️🚩 En #TAMPICO, la alcaldesa Mónica Villarreal cumplirá con obra anehlada por vecinos desde hace 50 años.",118
T17_P1,17,3,YouTube::@marianacabrera1486,YouTube,2026-07-18T00:41:16Z,"No hay ninguna recreación en un sistema que pretende tratar militarmente a niños. Ningún lugar que por &quot;disciplina&quot; te impide mantener comunicación con tu menor es de fiar. Cómo es que las autoridades no detuvieron, en ese momento, a la persona responsable.",50
T17_P1,17,4,YouTube::@OmarR-v8u,YouTube,2026-07-18T01:14:17Z,"Pues tambien los padres de esta podré niña, que estaban pensando al meterla a esa academia “militar” patito. Por eso son menores de edad, por que están bajo el cuidado y tutela de los padres y así ellos como padres y adultos responsables aléjalos del peligro ⚠️",13
T18_P1,18,1,Twitter::@MonicaVTampico,Twitter,2026-07-15T20:04:05Z,"Hoy me reuní con las y los afiliados de la CMIC Tamaulipas para compartir los avances del Programa de Obra Pública, que suma 743 millones de pesos en inversión para el desarrollo de Tampico. Agradezco su respaldo para seguir impulsando proyectos estratégicos para nuestra ciudad.",3
T18_P1,18,2,Twitter::@MonicaVTampico,Twitter,2026-07-19T00:20:04Z,"Seguimos construyendo un gobierno cercano que escucha y responde con hechos. Hoy apoyamos a Jorge Roberto con una silla de ruedas y unas muletas, contribuyendo a mejorar su movilidad y su calidad de vida.",1
T20_P1,20,1,YouTube::@ElizaLeon-q2z,YouTube,2026-07-17T23:17:27Z,"Hay un podcast de un alumno llamado Erick donde el también paso lo mismo en una escuela militarizada, cerraron el plantel y uyeron los disque maestros llamados mayores que ni cargo tenían. Porfavor ya no metan a sus hijos en esas escuelas por qué siempre pasa lo mismo son las mismas personas",241
T20_P1,20,2,Instagram::metrotampico,Instagram,2026-07-17T17:30:58Z,"🎨👏 Celebrando el desarrollo artístico de nuestra comunidad La Escuela de Artes del METRO se vistió de gala con la exitosa presentación de la obra “Archivados”, una muestra que reunió el talento y la creatividad del Taller de Teatro Juvenil y Adultos bajo la dirección del maestro Juan Lory. Con el respaldo de la presidenta Lic. Mónica Zacil Villarreal Anaya, el Gobierno Municipal de Tampico, a través del Espacio Cultu",54
T20_P1,20,3,Instagram::metrotampico,Instagram,2026-07-17T17:24:54Z,"🎭✨ ¡El escenario cobra vida! Cierres de Talleres en la Escuela de Artes del METRO ✨💃 Vivimos una tarde mágica llena de talento, expresión y emociones en el Teatro Experimental del METRO con la presentación de las muestras finales de nuestros estudiantes. Con el firme respaldo del Gobierno Municipal de Tampico, seguimos impulsando espacios para que el arte y la cultura florezcan en nuestra comunidad. Felicitamos espec",51
T20_P1,20,4,YouTube::@jessicanavit,YouTube,2026-07-18T01:55:56Z,Fue en madero  Tamaulipas 😡😡😡 justicia esa escuela ya  está bien quemada en la región muchos ex alumnos están poniendo que los trataban mal y hasta golpeaban alos alumnos.,49
T21_P1,21,1,Facebook::Tampico Gob,Facebook,2026-07-17T13:22:49Z,"✨ En representación de nuestra Presidenta Municipal, la Lic. Mónica Zacil Villarreal Anaya, tuvimos el honor de asistir a 10.º Aniversario de Distribuidora Eléctrica de Tamaulipas (DET).

Este importante aniversario reconoce una década de trabajo, crecimiento y compromiso de una empresa que ha contribuido al desarrollo económico y comercial de nuestra ciudad, fortaleciendo al sector empresarial y generando oportunida",51
