palabra,tema_id,sub_id,rol,participation,z_within_degree,grado_total
indicacion,17,1,broker,0.6667,-0.8616,3
instalar,17,1,broker,0.72,-0.2462,5
exceso,17,7,periferico,0.0,-1.4142,1
suspender,17,4,broker,0.6667,-1.3363,3
formal,17,6,periferico,0.0,-0.6934,1
jalisco,17,3,periferico,0.4444,-0.3651,3
coincidir,17,5,periferico,0.0,-1.651,1
regir,17,6,periferico,0.0,-1.6641,1
mexico,2,3,broker,0.9242,1.9149,76
servicio,2,6,broker,0.8622,0.5,28
san,2,4,conector_provincial,0.8224,2.5925,25
fiscal,2,2,broker,0.8629,1.796,38
oficina,2,2,broker,0.7769,-0.3123,11
hija,2,0,broker,0.625,0.8856,12
victima,2,0,conector_provincial,0.7598,3.2275,32
categoria,2,3,broker,0.716,0.6963,9
situacion,2,0,broker,0.7469,0.551,18
atender,2,2,broker,0.8438,-0.3123,16
crecimiento,2,4,broker,0.7812,-0.4575,8
golfo,2,5,broker,0.7692,1.1209,13
tramite,2,2,periferico,0.3704,1.796,9
fuerte,2,6,broker,0.7901,0.5,9
previo,2,3,broker,0.8125,-1.1315,8
intencion,2,1,broker,0.75,-0.1638,12
costa,2,5,broker,0.6875,0.4804,8
asesino,2,0,broker,0.6173,0.2165,9
producir,2,7,broker,0.7778,0.5774,6
aclarar,2,0,broker,0.5625,0.2165,8
objetivo,2,1,broker,0.7449,0.546,14
renovacion,2,2,periferico,0.375,-1.0151,4
plan,2,1,broker,0.5781,1.9654,16
especial,2,4,broker,0.7934,0.1525,11
feria,2,1,broker,0.5625,0.1911,8
producto,2,1,broker,0.5333,1.9654,15
directo,2,0,broker,0.6,0.551,10
amenaza,2,5,broker,0.625,-0.8006,4
competencia,2,3,broker,0.6667,0.087,6
coahuila,2,3,periferico,0.0,-0.5222,2
meteorologico,2,6,broker,0.6667,0.5,6
viento,2,6,periferico,0.375,0.5,4
vigilancia,2,5,broker,0.74,0.4804,10
pago,2,0,periferico,0.0,0.551,6
afectar,2,5,broker,0.76,0.4804,10
jueves,2,5,broker,0.7692,1.1209,13
generacion,2,2,broker,0.6667,-0.3123,9
anunciar,2,7,broker,0.7812,-1.7321,8
negar,2,0,broker,0.72,-0.7872,5
expectativa,2,5,broker,0.6667,-1.4412,3
presencia,2,4,broker,0.8148,-0.4575,9
significar,2,4,periferico,0.4444,-0.4575,3
ampliar,2,0,broker,0.76,-0.4526,10
evidencia,2,0,broker,0.64,-0.7872,5
afectado,2,0,periferico,0.0,-0.7872,2
amplio,2,1,broker,0.72,-1.2284,5
sed,2,1,broker,0.625,-0.8735,4
campeonato,2,3,periferico,0.0,0.087,3
cita,2,2,periferico,0.32,-0.3123,5
electrico,2,7,broker,0.625,0.5774,4
valle,2,4,broker,0.7778,-0.4575,6
ala,2,0,periferico,0.32,-0.1181,5
cuanto,2,0,periferico,0.375,-0.4526,4
cadena,2,1,periferico,0.449,0.1911,7
marca,2,1,periferico,0.0,-0.1638,4
mercado,2,1,broker,0.8395,-0.8735,9
fractura,2,5,broker,0.5,-1.4412,2
entrar,2,1,broker,0.7959,0.1911,14
mayo,2,0,broker,0.6122,-0.1181,7
proveedor,2,1,periferico,0.375,-0.5187,4
fernando,2,4,broker,0.72,-0.4575,5
inscripcion,2,2,broker,0.5,-0.3123,6
dolares,2,7,periferico,0.4444,0.5774,3
celebrado,2,0,broker,0.5,-0.7872,4
detallar,2,2,broker,0.56,-1.0151,5
lamentar,2,3,periferico,0.0,-1.1315,1
secuestro,2,0,periferico,0.0,-0.7872,2
domicilio,2,0,periferico,0.0,-1.1218,1
dividido,2,1,broker,0.6667,-1.2284,3
tijuana,2,4,periferico,0.0,-0.4575,2
constante,2,6,broker,0.5,-2.0,2
ciudad,18,0,broker,0.9492,0.0,86
madero,18,0,broker,0.9304,0.0,49
municipio,18,1,conector_provincial,0.8812,2.8314,44
reunir,18,4,broker,0.7901,-0.6124,9
forma,18,6,broker,0.8304,-0.8165,17
convocatoria,18,8,broker,0.7901,1.4142,9
policia,18,1,broker,0.8472,-0.5148,12
oficial,18,6,broker,0.7222,-0.8165,6
protesta,18,2,broker,0.72,-1.75,5
gusto,18,2,broker,0.7644,0.75,15
vehiculo,18,7,broker,0.8581,-0.75,17
abrazo,18,3,periferico,0.0,0.3841,3
saludos,18,3,broker,0.5185,2.3047,9
angel,18,2,broker,0.7107,0.75,11
sabado,18,0,broker,0.7778,0.0,6
armando,18,4,broker,0.7222,0.0,6
disfrutar,18,3,broker,0.845,1.0243,20
referente,18,5,broker,0.7654,0.0981,9
acompanar,18,2,broker,0.7929,0.75,13
demostrar,18,2,broker,0.6173,0.75,9
recorrido,18,-1,broker,0.84,0.0,10
respaldo,18,1,broker,0.7769,0.3217,11
sucursal,18,4,broker,0.843,0.0,11
requisito,18,8,broker,0.7778,-1.4142,6
cultura,18,5,broker,0.7273,1.4709,11
reiterar,18,6,broker,0.78,1.2247,10
reyes,18,1,broker,0.56,-0.0965,5
rodriguez,18,1,broker,0.5,0.3217,6
recorrer,18,-1,broker,0.8333,0.0,6
tradicion,18,5,broker,0.8264,0.0981,11
flores,18,6,broker,0.64,-0.8165,5
imponer,18,7,periferico,0.48,1.75,5
inicial,18,7,broker,0.5,-0.75,2
ceremonia,18,4,broker,0.625,0.0,4
recurso,18,1,broker,0.58,1.1583,10
tradicional,18,9,broker,0.7778,-1.0,6
identidad,18,5,broker,0.8163,-0.5883,7
causa,18,7,broker,0.78,0.5,10
gastronomia,18,5,broker,0.6875,0.7845,8
guerra,18,2,broker,0.6531,-1.125,7
movilizacion,18,1,broker,0.56,-0.0965,5
oscar,18,2,periferico,0.4062,1.375,8
solicitar,18,6,broker,0.8673,1.2247,14
acompanado,18,4,broker,0.56,2.4495,10
respeto,18,3,broker,0.6667,0.3841,6
exposicion,18,9,broker,0.8125,1.0,8
vivo,18,3,broker,0.6667,-0.8963,3
increible,18,2,broker,0.8757,-0.5,13
exito,18,2,broker,0.7755,-1.125,7
gomez,18,2,broker,0.6562,0.125,8
dulce,18,8,broker,0.64,0.0,5
refrendar,18,5,periferico,0.0,-1.9612,1
incrementar,18,1,broker,0.625,-0.5148,4
comentario,18,3,broker,0.6667,-0.8963,6
lista,18,3,broker,0.5,-0.8963,2
abandono,18,1,periferico,0.375,-0.0965,4
riqueza,18,9,periferico,0.0,1.0,2
motivo,18,3,periferico,0.4444,-0.2561,3
celebrar,18,4,broker,0.6667,-0.6124,3
referir,18,1,broker,0.7222,-0.5148,6
ejercer,18,1,broker,0.6667,-0.9331,3
adulto,18,1,broker,0.6667,-0.9331,3
aliado,18,5,broker,0.6667,0.0981,6
adquirir,18,8,periferico,0.0,0.0,2
santo,18,4,broker,0.6667,0.6124,6
cercania,18,1,periferico,0.0,-0.9331,1
capacitacion,18,3,broker,0.7222,-0.2561,6
manifestacion,18,4,broker,0.75,-0.6124,4
asistente,18,4,broker,0.5,-1.2247,2
aire,18,9,broker,0.6667,-1.0,3
conforme,18,7,periferico,0.0,-0.75,1
blanca,18,3,broker,0.6667,-0.8963,3
construir,22,5,broker,0.8922,0.0,23
presidenta,22,5,broker,0.9429,1.4142,70
politico,22,1,broker,0.8742,1.4486,33
mano,22,3,broker,0.8681,0.8452,24
presidente,22,1,broker,0.873,1.4486,32
padre,22,6,broker,0.8822,1.8257,30
senora,22,2,broker,0.8393,1.2603,23
medico,22,0,broker,0.8148,1.444,18
servir,22,4,broker,0.8471,2.2678,22
depender,22,2,broker,0.7917,0.14,12
grande,22,1,broker,0.8622,-1.0864,15
defender,22,3,broker,0.8089,1.5213,19
funcionar,22,5,broker,0.6667,-1.4142,3
permiso,22,7,broker,0.8395,1.069,9
necesitar,22,0,broker,0.8209,1.444,21
semana,22,0,broker,0.8356,0.4126,15
verguenza,22,2,broker,0.7857,0.7001,14
ejercito,22,5,broker,0.843,0.0,11
importar,22,6,broker,0.8444,0.0,15
doctor,22,4,broker,0.7901,-0.7559,9
presion,22,4,broker,0.7778,-0.7559,6
personal,22,0,broker,0.8125,0.9283,16
alumna,22,6,broker,0.75,-0.9129,4
corresponder,22,7,broker,0.7901,-0.2673,9
dano,22,7,broker,0.8148,-0.2673,9
particular,22,7,broker,0.8148,1.069,9
tortura,22,2,broker,0.74,0.14,10
basura,22,3,broker,0.7347,-0.5071,7
viejo,22,2,broker,0.76,0.14,10
dueno,22,4,broker,0.7778,0.7559,12
pagar,22,4,broker,0.8194,0.0,12
faltar,22,3,broker,0.84,0.8452,20
presidentar,22,6,broker,0.6667,-0.9129,3
requerir,22,0,broker,0.6667,-0.1031,6
ayudar,22,3,broker,0.6914,0.169,9
vaca,22,3,broker,0.716,-0.5071,9
andar,22,6,broker,0.82,0.0,10
diputado,22,1,periferico,0.32,0.1811,5
valer,22,2,broker,0.8047,0.7001,16
pinche,22,2,broker,0.7755,-0.9802,7
nacion,22,1,periferico,0.4444,-1.0864,3
totalmente,22,1,broker,0.56,-0.4527,5
manejar,22,3,broker,0.75,-1.8593,4
guardar,22,3,periferico,0.375,-0.5071,4
periodista,22,4,broker,0.7755,-0.7559,7
conocimiento,22,4,broker,0.8125,-0.7559,8
clima,22,0,periferico,0.4444,-0.6189,3
cdmadero,22,0,broker,0.5,-1.1346,2
complejo,22,0,periferico,0.4444,-0.6189,3
ganancia,22,8,periferico,0.4444,-1.4142,3
inmediatamente,22,0,broker,0.6667,-1.6503,3
palabra,22,1,broker,0.7901,-0.4527,9
peligro,22,4,broker,0.56,0.0,5
asta,22,8,broker,0.7778,0.7071,6
dedicar,22,2,broker,0.5,-2.1004,2
publicar,22,7,broker,0.5,-1.6036,2
raro,22,8,broker,0.5,0.7071,2
contratar,22,0,broker,0.56,-0.1031,5
dia,19,5,broker,0.9319,1.4142,51
encontrar,19,1,conector_provincial,0.8864,2.7288,41
juventud,19,5,broker,0.625,0.0,4
veracruz,19,0,broker,0.895,-0.6396,20
norte,19,7,broker,0.9024,1.75,26
labor,19,7,broker,0.8265,0.5,14
humano,19,5,broker,0.875,-1.4142,8
lograr,19,3,broker,0.86,0.8944,20
universidad,19,0,broker,0.7969,0.6396,16
trabajador,19,3,broker,0.7778,-1.7889,6
partido,19,2,conector_provincial,0.8333,2.6889,24
esperanza,19,1,broker,0.8163,-0.6202,7
ayuda,19,10,broker,0.8264,0.0,11
puesto,19,10,broker,0.875,0.0,16
comercial,19,8,broker,0.8512,2.1213,17
unico,19,6,broker,0.8673,-0.5071,14
viaje,19,0,broker,0.76,0.0,10
carrera,19,9,broker,0.8533,1.8257,15
tampia,19,0,periferico,0.0,1.2792,6
extranjero,19,0,broker,0.75,-0.6396,8
convertir,19,9,broker,0.8472,-0.9129,12
via,19,3,broker,0.875,-0.4472,12
olvidar,19,2,broker,0.75,0.362,8
disponible,19,1,broker,0.6667,-0.062,6
bolsa,19,1,broker,0.6111,-0.062,6
opcion,19,8,broker,0.88,-0.7071,10
pronto,19,2,broker,0.8148,-0.1034,9
mantenimiento,19,1,broker,0.7812,-0.062,8
etc,19,4,broker,0.8148,0.0,9
auxilio,19,3,periferico,0.48,-0.4472,5
maniobra,19,3,broker,0.5,0.8944,6
sede,19,9,broker,0.7222,0.0,6
atractivo,19,0,periferico,0.2188,1.9188,8
hermoso,19,7,broker,0.8395,-0.75,9
emergencia,19,3,broker,0.7934,0.8944,11
privado,19,6,broker,0.8395,2.1974,18
central,19,1,broker,0.625,-0.6202,4
report,19,1,broker,0.72,-0.6202,5
nacer,19,2,broker,0.625,-0.5688,4
merecer,19,7,broker,0.75,-0.75,4
similar,19,8,broker,0.6667,-0.7071,3
justo,19,1,broker,0.625,-0.6202,4
protegido,19,2,broker,0.5,-0.5688,2
pobre,19,4,broker,0.7812,0.75,8
boca,19,1,broker,0.75,-0.062,8
naturaleza,19,9,broker,0.84,0.0,10
transporte,19,4,broker,0.8595,0.0,11
mauricio,19,4,periferico,0.4444,0.0,3
mira,19,2,broker,0.5,-0.5688,2
super,19,10,broker,0.72,0.0,5
pension,19,2,broker,0.625,-0.1034,4
funcion,19,6,broker,0.5,-1.1832,2
manejo,19,9,broker,0.5,-0.9129,2
idea,19,5,periferico,0.4444,0.0,3
conurbado,19,8,broker,0.625,0.0,4
sueno,19,4,periferico,0.0,-1.5,1
ordenar,19,6,periferico,0.4444,0.169,3
regresar,19,4,broker,0.7,2.25,10
promocion,19,0,broker,0.56,-0.6396,5
incorporar,19,0,broker,0.6939,-0.6396,7
aprobar,19,2,broker,0.6667,-0.5688,3
raiz,19,8,broker,0.6667,-0.7071,3
funcionamiento,19,6,broker,0.6667,-0.5071,3
color,19,2,broker,0.6667,-0.5688,3
rapido,19,4,broker,0.625,0.0,4
apuesta,19,8,periferico,0.0,0.0,2
vision,19,7,broker,0.5,-0.75,2
intervencion,19,6,broker,0.72,-0.5071,5
sentido,19,4,broker,0.72,-0.75,5
adecuado,19,6,periferico,0.0,0.8452,3
tampicovacontodos,19,6,periferico,0.0,-0.5071,1
ocultar,19,4,periferico,0.0,-0.75,1
guia,19,0,periferico,0.0,-1.2792,2
columna,4,4,broker,0.7,0.8165,10
noticias,4,4,broker,0.6562,-1.2247,8
cartones,4,4,periferico,0.32,0.8165,5
francia,4,5,broker,0.5625,0.8944,8
tour,4,5,broker,0.5625,0.8944,8
expresion,4,1,broker,0.75,-1.0422,8
conversacion,4,3,broker,0.72,0.1925,10
mandar,4,3,broker,0.7266,1.5396,16
quedar,4,3,broker,0.7978,-0.4811,30
loultimo,4,4,periferico,0.4444,0.8165,6
newsletter,4,4,broker,0.5,-1.2247,6
correo,4,3,periferico,0.0,0.866,5
resumen,4,3,periferico,0.32,0.1925,5
informativo,4,3,periferico,0.0,-0.4811,3
casa,4,1,broker,0.7449,1.6874,28
responsabilidad,4,1,broker,0.7405,0.5956,17
buscar,4,2,conector_provincial,0.7107,3.3338,33
comenzar,4,0,broker,0.7012,2.3462,26
editorial,4,1,periferico,0.0,0.5956,6
libertad,4,1,broker,0.5714,-0.4963,7
toro,4,5,periferico,0.4444,-0.4472,6
opinion,4,1,periferico,0.4938,0.0496,9
vertido,4,1,periferico,0.0,-0.4963,4
articulo,4,1,broker,0.6173,0.0496,9
emitir,4,1,periferico,0.42,1.1415,10
respetar,4,1,periferico,0.2778,0.0496,6
logro,4,5,periferico,0.375,-1.7889,4
tercer,4,5,periferico,0.2778,0.8944,6
terminar,4,0,broker,0.7188,0.4481,16
guardia,4,0,broker,0.6975,1.3972,18
fuerza,4,2,broker,0.7245,-0.0306,14
empresa,4,2,broker,0.6562,0.2753,16
ganar,4,2,broker,0.5867,0.887,15
organizado,4,0,periferico,0.4463,1.0808,11
organismo,4,2,periferico,0.449,-0.0306,7
futbolista,4,2,periferico,0.2449,0.2753,7
proyectar,4,2,broker,0.5312,-0.0306,8
talento,4,2,periferico,0.4688,-0.0306,8
abusar,4,0,periferico,0.48,-0.5009,5
ortega,4,0,broker,0.5,-0.1845,6
delincuencia,4,0,broker,0.6122,-0.1845,7
funcionario,4,2,broker,0.5938,-0.3364,8
terreno,4,0,broker,0.5,-0.8172,4
sexenio,4,1,broker,0.56,-2.1341,5
isaac,4,5,periferico,0.4898,-0.4472,7
combustible,4,0,periferico,0.3467,2.3462,15
clandestino,4,0,broker,0.5938,-0.1845,8
hidrocarburo,4,0,periferico,0.2449,0.4481,7
importacion,4,0,periferico,0.0,-0.1845,4
checar,4,0,broker,0.72,-1.1335,5
appel,4,0,periferico,0.0,-0.5009,3
unicamente,4,2,broker,0.5,-0.6423,6
basico,4,2,periferico,0.18,1.1928,10
robo,4,0,broker,0.5,-1.1335,2
corona,4,2,broker,0.5,-0.3364,6
culminar,4,2,periferico,0.0,0.5811,7
pemex,4,0,broker,0.5312,0.1318,8
involucrado,4,2,broker,0.6562,-0.9481,8
transparencia,4,2,broker,0.6122,-0.3364,7
lavado,4,0,periferico,0.4444,-0.1845,6
practica,4,0,periferico,0.32,-0.1845,5
volar,4,2,periferico,0.0,-0.6423,3
minibasket,4,2,periferico,0.2449,0.2753,7
decada,4,0,broker,0.6122,-0.5009,7
expediente,4,0,broker,0.72,-0.8172,5
contrabando,4,0,periferico,0.0,-0.1845,4
cuento,4,0,periferico,0.4298,1.0808,11
prometer,4,3,broker,0.6667,-1.8283,3
cantidad,4,0,broker,0.5,-1.1335,2
dedicado,4,2,broker,0.5,-1.254,2
falla,4,2,periferico,0.0,-0.9481,2
camioneta,4,2,broker,0.5,-1.254,2
pagina,4,0,broker,0.5,-1.4499,2
reforestacion,21,0,broker,0.8118,1.5689,21
sheinbaum,21,0,broker,0.9099,0.0981,39
militar,21,2,broker,0.8699,1.206,28
institucion,21,4,broker,0.892,2.3805,38
investigar,21,3,broker,0.8724,0.866,27
disciplina,21,2,broker,0.8061,1.206,14
marina,21,3,broker,0.8789,1.4434,32
escuchar,21,5,broker,0.8639,0.866,13
gente,21,5,broker,0.8889,1.7321,33
mandataria,21,0,broker,0.625,-1.3728,4
estricto,21,2,broker,0.7347,-0.603,7
conservacion,21,0,broker,0.6111,-0.8825,6
domingo,21,0,periferico,0.34,1.5689,10
campana,21,0,broker,0.6806,0.5883,12
abuso,21,4,broker,0.8356,-0.4201,15
operar,21,7,broker,0.872,-0.8165,17
base,21,2,broker,0.76,0.3015,10
denuncia,21,6,broker,0.7769,-0.2673,11
denunciar,21,6,broker,0.8272,2.1381,18
armado,21,2,broker,0.6939,-0.603,7
academico,21,4,broker,0.75,-0.9802,4
movil,21,1,periferico,0.2449,0.7593,7
unidad,21,1,broker,0.7031,1.7085,16
delegacion,21,1,broker,0.6777,0.2847,11
evitar,21,3,broker,0.7273,0.866,11
inicio,21,0,broker,0.642,0.0981,9
revisar,21,7,broker,0.8264,1.2247,11
revision,21,7,broker,0.6667,1.2247,6
correspondiente,21,3,broker,0.8056,0.2887,12
juicio,21,4,broker,0.7901,0.14,9
tonto,21,5,broker,0.72,0.0,5
agresion,21,4,broker,0.6667,0.14,6
volver,21,1,broker,0.8047,0.2847,16
lic,21,5,broker,0.5,-0.866,2
sonrisas,21,1,periferico,0.0,0.7593,6
quinto,21,1,periferico,0.0,-0.6644,3
rumbo,21,0,periferico,0.32,-0.3922,5
asumir,21,4,broker,0.625,-0.4201,4
oficialmente,21,1,broker,0.5625,0.2847,8
pelota,21,0,periferico,0.0,-1.3728,2
acto,21,6,broker,0.75,-0.2673,8
proceder,21,3,periferico,0.375,-0.2887,4
sexual,21,4,broker,0.7769,0.14,11
cuando,21,8,broker,0.72,0.5883,10
gobernadora,21,3,broker,0.6562,-0.2887,8
altura,21,0,broker,0.642,0.0981,9
caracter,21,6,broker,0.7222,-0.2673,6
psicologico,21,2,broker,0.6111,-1.5076,6
necesario,21,7,broker,0.7901,-0.8165,9
enviar,21,8,broker,0.7755,-0.3922,7
epoca,21,6,periferico,0.0,-1.069,1
registrado,21,7,broker,0.7778,-0.8165,6
ocupar,21,5,broker,0.6667,-0.866,3
donde,21,8,broker,0.8457,1.5689,18
obviamente,21,6,broker,0.7778,-0.2673,6
facultad,21,1,broker,0.74,-0.1898,10
palacio,21,5,broker,0.72,-0.866,5
aprovechamiento,21,8,broker,0.75,-1.3728,4
precisar,21,4,broker,0.6667,-0.9802,3
documento,21,8,broker,0.625,-0.3922,4
mitad,21,3,periferico,0.0,-1.4434,1
comida,21,1,broker,0.6667,-1.6136,3
enorme,21,1,periferico,0.0,-1.6136,1
rendir,21,3,periferico,0.0,-1.4434,1
brava,9,2,broker,0.6311,1.9403,15
jaiba,9,2,broker,0.6627,1.3946,13
ano,9,0,broker,0.9451,2.0927,93
importante,9,4,broker,0.8617,0.5071,21
decidir,9,6,broker,0.8611,-0.5,12
junio,9,0,broker,0.72,-0.9766,5
ninos,9,0,periferico,0.2188,0.9417,8
mexicana,9,6,broker,0.8166,0.75,13
heroes,9,0,periferico,0.2449,0.5581,7
demanda,9,0,periferico,0.48,0.9417,10
apertura,9,1,broker,0.5562,1.2002,13
liga,9,1,broker,0.6605,1.7457,18
paz,9,5,broker,0.5625,2.1106,8
mundial,9,4,broker,0.8356,0.5071,15
espera,9,0,periferico,0.0,0.1744,5
privada,9,0,periferico,0.32,-0.2093,5
futbol,9,2,broker,0.8033,0.3032,19
jesus,9,3,broker,0.7422,2.4207,16
impulso,9,0,broker,0.625,-1.3603,4
responder,9,0,broker,0.56,-0.5929,5
cerrar,9,8,broker,0.6667,0.866,9
asociacion,9,6,broker,0.7934,0.75,11
expansion,9,1,broker,0.6837,0.6547,14
torres,9,3,broker,0.74,0.3123,10
innovacion,9,7,periferico,0.375,1.0,4
tecnologica,9,7,periferico,0.0,1.0,3
territorio,9,5,broker,0.7222,-0.603,6
jugar,9,1,broker,0.6942,-0.4364,11
operativo,9,8,periferico,0.4444,0.866,6
hotel,9,5,periferico,0.375,0.3015,4
vista,9,5,broker,0.72,-0.603,5
federacion,9,6,broker,0.7812,0.75,8
visita,9,4,periferico,0.2449,1.8593,7
unir,9,7,broker,0.7901,-1.0,9
campo,9,3,broker,0.7778,-1.0932,6
profesional,9,3,broker,0.625,-1.0932,4
piratas,9,2,broker,0.66,-0.2425,10
division,9,3,broker,0.6667,-0.3904,6
siquiera,9,8,broker,0.75,-0.866,8
minuto,9,5,broker,0.8125,-0.603,8
jose,9,5,broker,0.7222,-0.603,6
adelantar,9,4,periferico,0.0,-0.169,3
habitante,9,0,broker,0.7347,-0.5929,7
imagen,9,6,broker,0.75,-1.75,4
gol,9,2,periferico,0.32,-0.2425,5
empatar,9,2,broker,0.66,-0.2425,10
estadio,9,1,broker,0.775,0.6547,20
dividir,9,1,broker,0.6562,-0.982,8
arranque,9,1,broker,0.7101,0.1091,13
mostrar,9,1,broker,0.5312,-0.4364,8
esquema,9,3,broker,0.6122,-0.3904,7
concentrar,9,8,broker,0.56,0.0,5
alberto,9,3,broker,0.7654,-0.3904,9
presentacion,9,2,broker,0.6667,-0.7882,6
cruz,9,3,broker,0.7692,0.3123,13
firma,9,7,periferico,0.4444,-1.0,3
tecnico,9,3,broker,0.8367,0.3123,14
triunfo,9,1,periferico,0.0,-0.982,4
afuera,9,4,broker,0.6122,0.5071,7
torneo,9,4,broker,0.84,-0.8452,10
refineria,9,8,broker,0.76,0.866,10
industrial,9,0,periferico,0.4444,-0.9766,3
jugador,9,2,broker,0.8047,-0.7882,13
representacion,9,4,broker,0.625,-0.8452,4
hector,9,1,periferico,0.0,-1.5275,3
gerardo,9,2,broker,0.625,-1.3339,4
sonar,9,8,broker,0.5,-1.7321,2
preocupacion,9,4,periferico,0.0,-1.5213,1
millon,7,0,broker,0.8597,1.4142,28
pesos,7,0,broker,0.8733,0.3536,23
inversion,7,0,broker,0.8333,0.3536,18
bara,7,2,periferico,0.4444,-0.3162,6
tiendas,7,2,periferico,0.4898,-0.3162,7
hospital,7,4,broker,0.79,2.1213,20
inaugurar,7,1,broker,0.7041,0.4472,14
guadalupe,7,1,periferico,0.0,0.4472,6
victoria,7,1,broker,0.7467,1.3416,15
tienda,7,2,broker,0.6116,0.9487,11
