node_id,tipo_nodo,etiqueta,categoria_principal,confianza_categoria,categorias,polaridad,polaridad_score,ambito_estrategico,postura,postura_etiqueta,postura_score,evidencia_postura,mensajes_con_postura,coincidencias_positivas,coincidencias_negativas,peso_coincidente
T22,tema,"Comunidad, familia y vida cotidiana · nivel",,0.0,,positiva,1.0,consolidation,sin_postura,Sin postura,0.0,0.0,0,1.0,0.0,1.0
T23,tema,"Comunidad, familia y vida cotidiana · exposicion",,0.0,,positiva,1.0,consolidation,apoyo_defensa,Apoyo/defensa,1.0,2.0,1,7.0,0.0,7.0
T24,tema,"Seguridad, violencia y justicia · academia",Prevencion,1.0,Prevencion | Corrupcion | Gobierno municipal,negativa,-1.0,risk,critica_oposicion,Crítica/oposición,-0.3333,3.0,3,0.0,65.0,85.0
T25,tema,Opiniones generales y contenido compartido,,0.0,,negativa,-0.7778,risk,sin_postura,Sin postura,0.0,0.0,0,1.0,8.0,9.0
T00_P1,posicion,"Familia, cuidados y vida comunitaria",Delitos,0.8049,Delitos,negativa,-1.0,risk,sin_postura,Sin postura,0.0,0.0,0,0.0,1.0,10.0
T00_P2,posicion,"Familia, cuidados y vida comunitaria",Delitos,0.8049,Delitos,negativa,-0.5,risk,sin_postura,Sin postura,0.0,0.0,0,1.0,3.0,8.0
T01_P1,posicion,"Perspectiva sobre identidad local, cultura y entretenimiento · unico, con énfasis en tampicotecuida",,0.0,,neutral,0.0,opportunity,sin_postura,Sin postura,0.0,0.0,0,0.0,0.0,0.0
T02_P1,posicion,"Perspectiva sobre gestión municipal y servicios públicos · julio, con énfasis en tampico",Gobierno municipal,0.82,Gobierno municipal | Prevencion,negativa,-1.0,risk,apoyo_defensa,Apoyo/defensa,0.3333,6.0,6,0.0,1.0,89.0
T03_P1,posicion,"Perspectiva sobre méxico y asuntos nacionales · pesos, con énfasis en amigo",Delitos,0.8986,Delitos | Obras,mixta,0.0,opportunity,sin_postura,Sin postura,0.0,0.0,0,1.0,1.0,3.0
T04_P1,posicion,"Perspectiva sobre gobierno y disputa política · tamaulipas, con énfasis en tamaulipas",,0.0,,neutral,0.0,opportunity,sin_postura,Sin postura,0.0,0.0,0,0.0,0.0,0.0
T05_P1,posicion,"Perspectiva sobre gestión municipal y servicios públicos · desarrollar, con énfasis en concluir",Obras,0.9944,Obras | Gobierno municipal | Mónica Villarreal,positiva,1.0,consolidation,apoyo_defensa,Apoyo/defensa,1.0,1.0,1,1.0,0.0,7.0
T07_P1,posicion,Reclamos de seguridad y justicia,Morena,0.9435,Morena | Delitos,mixta,0.1278,opportunity,sin_postura,Sin postura,0.0,0.0,0,75.0,58.0,137.0
T07_P2,posicion,"Familia, cuidados y vida comunitaria",Morena,0.9435,Morena,mixta,0.0625,opportunity,sin_postura,Sin postura,0.0,0.0,0,17.0,15.0,32.0
T09_P1,posicion,"Perspectiva sobre méxico y asuntos nacionales · cuerpo, con énfasis en hora",,0.0,,negativa,-0.2,risk,sin_postura,Sin postura,0.0,0.0,0,2.0,3.0,5.0
T10_P1,posicion,Reclamos de seguridad y justicia,Delitos,1.0,Delitos,negativa,-1.0,risk,sin_postura,Sin postura,0.0,0.0,0,0.0,3.0,5.0
T11_P1,posicion,"Perspectiva sobre identidad local, cultura y entretenimiento · economico, con énfasis en ano",,0.0,,negativa,-0.2727,risk,apoyo_defensa,Apoyo/defensa,1.0,4.0,3,8.0,14.0,22.0
T12_P1,posicion,"Perspectiva sobre ciudad, dafne, antonio, con énfasis en militarizado",,0.0,,negativa,-1.0,risk,sin_postura,Sin postura,0.0,0.0,0,0.0,1.0,1.0
T13_P1,posicion,Respaldo y defensa de la gestión,Gobierno municipal,0.95,Gobierno municipal | Obras,positiva,0.5385,consolidation,sin_postura,Sin postura,0.0,0.0,0,10.0,3.0,14.0
T14_P1,posicion,"Obras, vivienda y desarrollo urbano",Obras,1.0,Obras,neutral,0.0,opportunity,apoyo_defensa,Apoyo/defensa,1.0,1.0,1,0.0,0.0,2.0
T15_P1,posicion,"Familia, cuidados y vida comunitaria",Prevencion,0.7719,Prevencion | Corrupcion,negativa,-1.0,risk,sin_postura,Sin postura,0.0,0.0,0,0.0,4.0,5.0
T16_P1,posicion,"Perspectiva sobre gestión municipal y servicios públicos · prevencion, con énfasis en villarreal",Mónica Villarreal,1.0,Mónica Villarreal | Americo | Prevencion | Morena,positiva,1.0,consolidation,apoyo_defensa,Apoyo/defensa,1.0,5.0,4,9.0,0.0,43.0
T17_P1,posicion,Respaldo y defensa de la gestión,Mónica Villarreal,0.9,Mónica Villarreal | Delitos,mixta,0.0,opportunity,sin_postura,Sin postura,0.0,0.0,0,3.0,3.0,9.0
T18_P1,posicion,"Perspectiva sobre apoyo y aprobación pública · situacion, con énfasis en seguir",,0.0,,neutral,0.0,opportunity,sin_postura,Sin postura,0.0,0.0,0,0.0,0.0,0.0
T20_P1,posicion,"Perspectiva sobre bienestar, salud y educación · metro, con énfasis en escuela",Mónica Villarreal,0.9,Mónica Villarreal | Americo,positiva,0.4545,consolidation,apoyo_defensa,Apoyo/defensa,1.0,3.0,2,8.0,3.0,16.0
T21_P1,posicion,Respaldo y defensa de la gestión,Prevencion,0.9181,Prevencion | Corrupcion,positiva,1.0,consolidation,apoyo_defensa,Apoyo/defensa,1.0,2.0,2,7.0,0.0,9.0
T22_P1,posicion,"Perspectiva sobre comunidad, familia y vida cotidiana · nivel, con énfasis en vida",,0.0,,positiva,1.0,consolidation,sin_postura,Sin postura,0.0,0.0,0,1.0,0.0,1.0
T23_P1,posicion,Actividades culturales y eventos públicos,,0.0,,positiva,1.0,consolidation,apoyo_defensa,Apoyo/defensa,1.0,2.0,1,7.0,0.0,7.0
T24_P1,posicion,"Perspectiva sobre seguridad, violencia y justicia · academia, con énfasis en academia",Prevencion,1.0,Prevencion | Corrupcion | Gobierno municipal,negativa,-1.0,risk,critica_oposicion,Crítica/oposición,-0.3333,3.0,3,0.0,65.0,85.0
T25_P1,posicion,"Perspectiva sobre opiniones generales y contenido compartido, con énfasis en casa",,0.0,,negativa,-0.7778,risk,sin_postura,Sin postura,0.0,0.0,0,1.0,8.0,9.0
A1,cuenta,YouTube::@marianamontalvo7530,Delitos,0.9338,Delitos | Obras | Corrupcion | Agua,negativa,-0.2222,risk,sin_postura,Sin postura,0.0,0.0,0,7.0,11.0,22.0
A2,cuenta,YouTube::@JaninaVanessa1000,,0.0,,positiva,0.5,consolidation,sin_postura,Sin postura,0.0,0.0,0,3.0,1.0,4.0
A3,cuenta,YouTube::@myriamjannethtapiaamezcua2141,Delitos,1.0,Delitos | Prevencion | Vialidad | Corrupcion,mixta,0.1111,opportunity,sin_postura,Sin postura,0.0,0.0,0,5.0,4.0,13.0
A4,cuenta,YouTube::@AngieAngiedeMexico,Morena,0.9435,Morena | Delitos,negativa,-0.2,risk,sin_postura,Sin postura,0.0,0.0,0,2.0,3.0,6.0
A5,cuenta,YouTube::@RddStar-y2v4z,Prevencion,0.7719,Prevencion,negativa,-1.0,risk,sin_postura,Sin postura,0.0,0.0,0,0.0,5.0,5.0
A6,cuenta,YouTube::@fer3725,Prevencion,0.8894,Prevencion,positiva,0.25,consolidation,sin_postura,Sin postura,0.0,0.0,0,5.0,3.0,8.0
A7,cuenta,YouTube::@crescenciajarquinelorza4271,,0.0,,positiva,0.5,consolidation,sin_postura,Sin postura,0.0,0.0,0,3.0,1.0,4.0
A8,cuenta,YouTube::@VeronicaMendez-t8o,Delitos,0.8049,Delitos | Gobierno municipal | Obras,negativa,-0.6667,risk,sin_postura,Sin postura,0.0,0.0,0,1.0,5.0,9.0
A9,cuenta,YouTube::@mariateresarosas3268,Delitos,0.8049,Delitos,mixta,-0.1111,opportunity,sin_postura,Sin postura,0.0,0.0,0,4.0,5.0,10.0
A10,cuenta,YouTube::@lizzieguez,,0.0,,negativa,-0.2,risk,sin_postura,Sin postura,0.0,0.0,0,4.0,6.0,10.0
A11,cuenta,YouTube::@biolvsr1046,Corrupcion,0.8919,Corrupcion | Prevencion,negativa,-0.4286,risk,sin_postura,Sin postura,0.0,0.0,0,2.0,5.0,7.0
A12,cuenta,YouTube::@RosalvaOsorio-q6h,,0.0,,positiva,0.2,consolidation,sin_postura,Sin postura,0.0,0.0,0,3.0,2.0,5.0
A13,cuenta,YouTube::@Julio-l7r4e,Delitos,0.8049,Delitos,positiva,0.6667,consolidation,sin_postura,Sin postura,0.0,0.0,0,5.0,1.0,8.0
A14,cuenta,YouTube::@JavierNunez-up5kj,Delitos,0.8049,Delitos,negativa,-1.0,risk,sin_postura,Sin postura,0.0,0.0,0,0.0,1.0,2.0
A15,cuenta,YouTube::@apolinarsanchezmorales621,Delitos,0.8049,Delitos,positiva,1.0,consolidation,sin_postura,Sin postura,0.0,0.0,0,1.0,0.0,2.0
A16,cuenta,YouTube::@h5jy,Delitos,1.0,Delitos,negativa,-0.2,risk,sin_postura,Sin postura,0.0,0.0,0,2.0,3.0,6.0
A17,cuenta,YouTube::@marthaverduzco8467,,0.0,,negativa,-1.0,risk,sin_postura,Sin postura,0.0,0.0,0,0.0,2.0,2.0
A18,cuenta,YouTube::@enriqueymarisol1,Delitos,0.9338,Delitos,mixta,0.0,opportunity,sin_postura,Sin postura,0.0,0.0,0,2.0,2.0,6.0
A19,cuenta,YouTube::@eiguajardo,,0.0,,mixta,0.0,opportunity,sin_postura,Sin postura,0.0,0.0,0,1.0,1.0,2.0
A20,cuenta,YouTube::@DeAndra750,Delitos,0.8049,Delitos | Gobierno municipal,mixta,0.0,opportunity,sin_postura,Sin postura,0.0,0.0,0,2.0,2.0,7.0
A21,cuenta,YouTube::@lucialeguizamon590,Morena,0.9435,Morena | Delitos,positiva,1.0,consolidation,sin_postura,Sin postura,0.0,0.0,0,2.0,0.0,3.0
A22,cuenta,YouTube::@CaroDiaz-m3g,Morena,0.9435,Morena,negativa,-0.25,risk,sin_postura,Sin postura,0.0,0.0,0,3.0,5.0,8.0
A23,cuenta,YouTube::@CarlosEduardo-ul9rt,,0.0,,mixta,0.0,opportunity,sin_postura,Sin postura,0.0,0.0,0,1.0,1.0,2.0
A24,cuenta,YouTube::@LuisTorres-kl1zv,,0.0,,neutral,0.0,opportunity,sin_postura,Sin postura,0.0,0.0,0,0.0,0.0,0.0
A25,cuenta,YouTube::@ChololokoPorro,,0.0,,neutral,0.0,opportunity,sin_postura,Sin postura,0.0,0.0,0,0.0,0.0,0.0
A26,cuenta,YouTube::@CristianJonathanRodríguezR-d4v,,0.0,,negativa,-0.3333,risk,sin_postura,Sin postura,0.0,0.0,0,2.0,4.0,6.0
A27,cuenta,YouTube::@CristinaTorres-fw1kw,Gobierno municipal,0.95,Gobierno municipal | Morena,positiva,0.3333,consolidation,sin_postura,Sin postura,0.0,0.0,0,4.0,2.0,7.0
A28,cuenta,YouTube::@LourdesJovitaSolisCruz-g5h3v,Gobierno municipal,0.95,Gobierno municipal,negativa,-0.2,risk,sin_postura,Sin postura,0.0,0.0,0,2.0,3.0,6.0
A29,cuenta,YouTube::@Liliana-ut6ir,,0.0,,positiva,1.0,consolidation,sin_postura,Sin postura,0.0,0.0,0,1.0,0.0,1.0
A30,cuenta,YouTube::@JesusAlejandrobg1,Delitos,0.8049,Delitos,negativa,-0.2,risk,sin_postura,Sin postura,0.0,0.0,0,2.0,3.0,6.0
A31,cuenta,YouTube::@DulceCorazónLealSosa,,0.0,,negativa,-1.0,risk,sin_postura,Sin postura,0.0,0.0,0,0.0,2.0,2.0
A32,cuenta,YouTube::@candelariarosascastro8516,,0.0,,positiva,1.0,consolidation,sin_postura,Sin postura,0.0,0.0,0,2.0,0.0,2.0
A33,cuenta,YouTube::@RinconesdeMexico3027,,0.0,,negativa,-0.5,risk,sin_postura,Sin postura,0.0,0.0,0,1.0,3.0,4.0
A34,cuenta,YouTube::@karenchic4860,Obras,0.782,Obras,negativa,-0.7143,risk,sin_postura,Sin postura,0.0,0.0,0,1.0,6.0,7.0
A35,cuenta,YouTube::@mariluroman5709,,0.0,,negativa,-1.0,risk,sin_postura,Sin postura,0.0,0.0,0,0.0,2.0,2.0
A36,cuenta,Instagram::monicavtampico,Gobierno municipal,0.95,Gobierno municipal | Obras | Prevencion | Morena | Mónica Villarreal,positiva,0.7143,consolidation,sin_postura,Sin postura,0.0,0.0,0,24.0,4.0,51.0
A37,cuenta,Instagram::turismotampico,Gobierno municipal,0.82,Gobierno municipal,mixta,0.0,opportunity,sin_postura,Sin postura,0.0,0.0,0,3.0,3.0,11.0
A38,cuenta,Facebook::Ana Laura E P,Mónica Villarreal,0.9,Mónica Villarreal,positiva,1.0,consolidation,sin_postura,Sin postura,0.0,0.0,0,3.0,0.0,4.0
A39,cuenta,TikTok::monicavtampico,Gobierno municipal,0.95,Gobierno municipal | Obras | Mónica Villarreal,positiva,1.0,consolidation,sin_postura,Sin postura,0.0,0.0,0,6.0,0.0,17.0
A40,cuenta,Facebook::Francisco Adrian Pallares Martinez,,0.0,,positiva,1.0,consolidation,sin_postura,Sin postura,0.0,0.0,0,1.0,0.0,1.0
A41,cuenta,Medios::El Sol de México,Gobierno municipal,0.95,Gobierno municipal | Prevencion | Delitos | Mónica Villarreal | Obras | Morena | Corrupcion | Vialidad | Americo | Basura,mixta,-0.1531,opportunity,critica_oposicion,Crítica/oposición,-0.3333,3.0,3,83.0,113.0,317.0
A42,cuenta,Facebook::Tampico Gob,Gobierno municipal,0.95,Gobierno municipal | Mónica Villarreal | Prevencion | Americo | Obras | Corrupcion,positiva,0.6667,consolidation,apoyo_defensa,Apoyo/defensa,1.0,1.0,1,10.0,2.0,32.0
A43,cuenta,Twitter::@VoxPopuliNoti,Mónica Villarreal,1.0,Mónica Villarreal | Gobierno municipal | Americo | Basura | Prevencion,positiva,0.4286,consolidation,sin_postura,Sin postura,0.0,0.0,0,5.0,2.0,23.0
A44,cuenta,Instagram::juanpizanamtz,Mónica Villarreal,1.0,Mónica Villarreal | Gobierno municipal | Obras | Morena | Americo,positiva,0.5,consolidation,apoyo_defensa,Apoyo/defensa,1.0,1.0,1,3.0,1.0,13.0
A45,cuenta,YouTube::@RobertValenciaPIrob,Prevencion,0.8136,Prevencion,positiva,1.0,consolidation,sin_postura,Sin postura,0.0,0.0,0,2.0,0.0,7.0
A46,cuenta,TikTok::prevenciondelitotampico,Mónica Villarreal,1.0,Mónica Villarreal | Gobierno municipal | Americo | Morena | Prevencion,positiva,0.4286,consolidation,apoyo_defensa,Apoyo/defensa,1.0,1.0,1,5.0,2.0,15.0
A47,cuenta,Instagram::prevencion.delito_tampico,Gobierno municipal,0.95,Gobierno municipal | Mónica Villarreal | Prevencion | Americo | Obras,positiva,0.6,consolidation,sin_postura,Sin postura,0.0,0.0,0,4.0,1.0,16.0
A48,cuenta,TikTok::info7tamps,Obras,0.9454,Obras | Gobierno municipal | Vialidad | Prevencion,mixta,0.0,opportunity,sin_postura,Sin postura,0.0,0.0,0,2.0,2.0,10.0
A49,cuenta,Twitter::@RevistaDebateMX,Gobierno municipal,0.82,Gobierno municipal | Obras | Basura,positiva,0.3333,consolidation,sin_postura,Sin postura,0.0,0.0,0,2.0,1.0,7.0
A50,cuenta,YouTube::@GerardoReyna-zq6ho,Delitos,0.8986,Delitos | Mónica Villarreal | Obras | Prevencion,negativa,-1.0,risk,sin_postura,Sin postura,0.0,0.0,0,0.0,2.0,4.0
A51,cuenta,YouTube::@AlfonsopreciadoPreciadoGonzale,Prevencion,0.9157,Prevencion | Morena,negativa,-1.0,risk,sin_postura,Sin postura,0.0,0.0,0,0.0,3.0,6.0
A52,cuenta,YouTube::@GrandRNomada,Prevencion,0.7719,Prevencion | Corrupcion,negativa,-1.0,risk,sin_postura,Sin postura,0.0,0.0,0,0.0,2.0,3.0
A53,cuenta,Instagram::desecotampico,Mónica Villarreal,1.0,Mónica Villarreal | Gobierno municipal | Obras | Americo | Prevencion,positiva,0.6,consolidation,apoyo_defensa,Apoyo/defensa,1.0,1.0,1,4.0,1.0,12.0
A54,cuenta,YouTube::@CarlaMo-qb5cq,Morena,0.9435,Morena | Prevencion | Delitos,positiva,0.6364,consolidation,sin_postura,Sin postura,0.0,0.0,0,9.0,2.0,13.0
A55,cuenta,YouTube::@KevinSantos-so9lm,,0.0,,negativa,-0.6667,risk,sin_postura,Sin postura,0.0,0.0,0,1.0,5.0,6.0
A56,cuenta,YouTube::@rebecaLM4318,,0.0,,mixta,0.0,opportunity,sin_postura,Sin postura,0.0,0.0,0,2.0,2.0,4.0
A57,cuenta,YouTube::@TribunaVecinal,Morena,0.9435,Morena | Delitos,positiva,0.7143,consolidation,sin_postura,Sin postura,0.0,0.0,0,6.0,1.0,8.0
A58,cuenta,YouTube::@aracelifigueroa7751,,0.0,,negativa,-0.6667,risk,sin_postura,Sin postura,0.0,0.0,0,1.0,5.0,6.0
A59,cuenta,YouTube::@EduvigesServin-w3s,,0.0,,mixta,0.0,opportunity,sin_postura,Sin postura,0.0,0.0,0,1.0,1.0,2.0
A60,cuenta,YouTube::@RPD-DD,Morena,0.9435,Morena,positiva,1.0,consolidation,sin_postura,Sin postura,0.0,0.0,0,5.0,0.0,5.0
A61,cuenta,YouTube::@misaelalonso2382,Delitos,0.8049,Delitos | Obras,negativa,-1.0,risk,sin_postura,Sin postura,0.0,0.0,0,0.0,3.0,5.0
A62,cuenta,YouTube::@rojoazul1687,Prevencion,0.7719,Prevencion,negativa,-0.3333,risk,sin_postura,Sin postura,0.0,0.0,0,2.0,4.0,6.0
A63,cuenta,YouTube::@paolac.7266,Morena,0.9435,Morena,mixta,0.0,opportunity,sin_postura,Sin postura,0.0,0.0,0,2.0,2.0,4.0
A64,cuenta,YouTube::@SebasPadilla-s4o,,0.0,,positiva,0.3333,consolidation,sin_postura,Sin postura,0.0,0.0,0,2.0,1.0,3.0
A65,cuenta,YouTube::@MARTHA.Patito,Morena,0.9435,Morena,positiva,0.3333,consolidation,sin_postura,Sin postura,0.0,0.0,0,2.0,1.0,3.0
A66,cuenta,YouTube::@MariaCoreyLoyaReyes,Prevencion,0.8136,Prevencion,negativa,-1.0,risk,sin_postura,Sin postura,0.0,0.0,0,0.0,4.0,5.0
A67,cuenta,YouTube::@familiabellezafitnes,Prevencion,0.8894,Prevencion,positiva,0.3333,consolidation,sin_postura,Sin postura,0.0,0.0,0,4.0,2.0,6.0
A68,cuenta,YouTube::@chimichurri260,,0.0,,mixta,0.0,opportunity,sin_postura,Sin postura,0.0,0.0,0,1.0,1.0,2.0
A69,cuenta,YouTube::@acs3452,,0.0,,mixta,0.0,opportunity,sin_postura,Sin postura,0.0,0.0,0,2.0,2.0,4.0
A70,cuenta,YouTube::@RileyBeppler69,Vialidad,0.9494,Vialidad,mixta,0.1429,opportunity,sin_postura,Sin postura,0.0,0.0,0,4.0,3.0,7.0
A71,cuenta,YouTube::@miriammartinez4530,,0.0,,negativa,-0.3333,risk,sin_postura,Sin postura,0.0,0.0,0,2.0,4.0,6.0
A72,cuenta,YouTube::@aca639,,0.0,,mixta,0.0,opportunity,sin_postura,Sin postura,0.0,0.0,0,2.0,2.0,4.0
A73,cuenta,YouTube::@aleromero33,,0.0,,negativa,-1.0,risk,sin_postura,Sin postura,0.0,0.0,0,0.0,1.0,1.0
A74,cuenta,YouTube::@arizuokusawa6953,Vialidad,0.9494,Vialidad,negativa,-1.0,risk,sin_postura,Sin postura,0.0,0.0,0,0.0,2.0,2.0
A75,cuenta,YouTube::@Nerisse-q5v2n,Prevencion,0.8136,Prevencion,neutral,0.0,opportunity,sin_postura,Sin postura,0.0,0.0,0,0.0,0.0,1.0
A76,cuenta,YouTube::@FromAnytown,Prevencion,1.0,Prevencion | Corrupcion | Obras,negativa,-0.5,risk,sin_postura,Sin postura,0.0,0.0,0,1.0,3.0,7.0
A77,cuenta,YouTube::@veronicacopal8166,,0.0,,mixta,0.0,opportunity,sin_postura,Sin postura,0.0,0.0,0,1.0,1.0,2.0
A78,cuenta,YouTube::@eduardoE5252,Corrupcion,0.8919,Corrupcion | Obras | Prevencion,positiva,0.2727,consolidation,sin_postura,Sin postura,0.0,0.0,0,7.0,4.0,12.0
A79,cuenta,YouTube::@ootilootil9062,Morena,0.9435,Morena | Prevencion,positiva,0.3333,consolidation,sin_postura,Sin postura,0.0,0.0,0,2.0,1.0,4.0
A80,cuenta,YouTube::@danubys1,Gobierno municipal,0.95,Gobierno municipal | Morena | Prevencion,positiva,0.5,consolidation,sin_postura,Sin postura,0.0,0.0,0,3.0,1.0,5.0
A81,cuenta,Twitter::@EleeseNoticias,Mónica Villarreal,1.0,Mónica Villarreal | Americo | Prevencion | Basura | Gobierno municipal,positiva,1.0,consolidation,apoyo_defensa,Apoyo/defensa,1.0,1.0,1,5.0,0.0,11.0
A82,cuenta,YouTube::@rosalbacastellanos3845,Prevencion,0.8136,Prevencion,negativa,-1.0,risk,sin_postura,Sin postura,0.0,0.0,0,0.0,3.0,4.0
A83,cuenta,YouTube::@Arigari21,Delitos,1.0,Delitos,negativa,-1.0,risk,sin_postura,Sin postura,0.0,0.0,0,0.0,2.0,4.0
A84,cuenta,YouTube::@nicoSaucedoEsparza,,0.0,,mixta,0.0,opportunity,sin_postura,Sin postura,0.0,0.0,0,2.0,2.0,4.0
A85,cuenta,YouTube::@DylanFernando-t4g,,0.0,,negativa,-1.0,risk,sin_postura,Sin postura,0.0,0.0,0,0.0,3.0,3.0
A86,cuenta,YouTube::@ramirezpcmusica,Prevencion,0.7719,Prevencion,negativa,-0.6,risk,sin_postura,Sin postura,0.0,0.0,0,1.0,4.0,5.0
A87,cuenta,YouTube::@GeorginafajardoIII,,0.0,,negativa,-1.0,risk,sin_postura,Sin postura,0.0,0.0,0,0.0,2.0,2.0
A88,cuenta,YouTube::@josecarreno7780,,0.0,,positiva,0.3333,consolidation,sin_postura,Sin postura,0.0,0.0,0,2.0,1.0,3.0
A89,cuenta,Instagram::metrotampico,Mónica Villarreal,1.0,Mónica Villarreal | Gobierno municipal | Obras | Americo,mixta,0.0,opportunity,apoyo_defensa,Apoyo/defensa,1.0,3.0,2,12.0,12.0,42.0
A90,cuenta,YouTube::@josedejesuagonzalez7271,Delitos,0.9338,Delitos,negativa,-1.0,risk,sin_postura,Sin postura,0.0,0.0,0,0.0,3.0,4.0
A91,cuenta,Instagram::tampico.noticias,Gobierno municipal,0.82,Gobierno municipal | Morena,mixta,0.0,opportunity,sin_postura,Sin postura,0.0,0.0,0,1.0,1.0,4.0
A92,cuenta,YouTube::@VeronicaRodriguezcervant-l6g2l,,0.0,,positiva,1.0,consolidation,sin_postura,Sin postura,0.0,0.0,0,1.0,0.0,1.0
A93,cuenta,Twitter::@MonicaVTampico,Obras,1.0,Obras | Gobierno municipal | Corrupcion | Prevencion,positiva,1.0,consolidation,sin_postura,Sin postura,0.0,0.0,0,4.0,0.0,12.0
A94,cuenta,YouTube::@lourdessilvaruiz8642,Prevencion,0.9474,Prevencion | Corrupcion,mixta,0.0,opportunity,sin_postura,Sin postura,0.0,0.0,0,2.0,2.0,5.0
A95,cuenta,YouTube::@Atlas3ISam,Prevencion,0.7719,Prevencion,positiva,0.2,consolidation,sin_postura,Sin postura,0.0,0.0,0,3.0,2.0,5.0
A96,cuenta,YouTube::@JuanAmaral-g8w,,0.0,,negativa,-0.3333,risk,sin_postura,Sin postura,0.0,0.0,0,1.0,2.0,3.0
A97,cuenta,YouTube::@eltiowodi,Prevencion,0.7719,Prevencion,mixta,0.0,opportunity,sin_postura,Sin postura,0.0,0.0,0,1.0,1.0,2.0
A98,cuenta,YouTube::@luciamontealegre3859,,0.0,,negativa,-1.0,risk,sin_postura,Sin postura,0.0,0.0,0,0.0,4.0,4.0
A99,cuenta,Twitter::@gruponoticiaspc,Mónica Villarreal,1.0,Mónica Villarreal | Gobierno municipal | Americo | Obras | Basura | Prevencion,positiva,1.0,consolidation,apoyo_defensa,Apoyo/defensa,1.0,2.0,1,5.0,0.0,23.0
