posicion_id,tema_id,rank,usuario,plataforma,fecha,texto,engagement
T01_P1,1,3,Facebook::Mónica Villarreal,Facebook,2026-04-23T09:40:16Z,"En Tampico seguimos trabajando por una ciudad en mejores condiciones.

Realizando acciones en distintos puntos para mejorar nuestras vialidades, brindando apoyo en colaboración con COMAPA Sur con trabajos de bacheo en beneficio de la ciudadanía.

Continuamos sumando esfuerzos por el bienestar de todos.
#TampicoTeCuida",2728
T01_P1,1,4,Facebook::Mónica Villarreal,Facebook,2026-05-08T20:03:15Z,"Hoy iniciamos “VAcheando Tampico, cuidamos tu camino”, un programa que nace con el compromiso de seguir mejorando cada una de las calles de nuestra ciudad.",2035
T01_P2,1,1,Twitter::@yosoytampico,Twitter,2026-05-20T17:42:02Z,#URGENTE BUSCAN A JOVEN MÚSICO CRISTIANO DE #REYNOSA DESAPARECIDO. #UrgeCompartir su familia e integrantes de la iglesia Torre Fuerte de Reynosa están muy preocupados.por favor de compartir..” #Morelia #Michoacán #Tamaulipas @SEMAR_mx,355
T01_P2,1,2,Twitter::@ailoviutl,Twitter,2026-05-06T16:34:58Z,"YURIDIA LAS CARTAS SOBRE LA MESA Viernes 4 de Septiembre del 2026 Estadio GNP Seguros CDMX México Tour Gran Venta HSBC 11:00 AM Acepta únicamente tarjetas Débito y Crédito Premiere Límite de Compra: 6 Boletos Código: GVHSBC0046 Lobby 10:46 AM (Dar Refresh) Link: https://bit.ly/4ddXssJ Precios de Boletos con Cargos VIP: $5,208 – $5,989 PLATINO: $4,712 – $5,183 GOLD: $3,968 – $4,563 ROSA: $3,348 – $3,850 MORADO: $2,728",120
T01_P2,1,3,Twitter::@Devesa_News,Twitter,2026-04-04T18:54:32Z,PÉSIMO servicio de #IZZI Informan que en la zona de #Tampico #Tamaulipas tienen fallas en INTERNET. @izzi_mx MAL Y DE MALAS,66
T01_P2,1,4,YouTube::@albertomagana6577,YouTube,2026-05-31T09:00:57Z,"En mi adolescencia y juventud, lo que primero me llevó a conocer la Zona Rosa en la década de los años setenta fueron sus cines y salas de arte, como el Cine Insurgentes 70 y, principalmente, el Cine Latino, así como salas más pequeñas e íntimas como la Visconti, en la calle de Londres, entre otras.<br><br>Eran espacios muy distintos a los grandes cines de Reforma: más reducidos, más cercanos, con una atmósfera casi ",31
T02_P1,2,1,Twitter::@Garcimonero,Twitter,2026-05-04T06:29:45Z,"Hay que hacer el pase de lista de los presuntos narcos de Morena, hay mucho más de 43. 1. López Obrador 2.Rocha Moya 3. Américo Villarreal 4. Ricardo Monreal 5. Adán Augusto López 6. Evelyn Salgado 7. Salgado Macedonio 8. Alfonso Durazo 9. Abelina López 10. Andy 11. Hernán Bermúdez 12. María del Pilar Ávila 13. Diego Rivera 14. Cuauhtemoc Blanco 15. Epigmenio 16. Alfredo Ramírez Bedolla 17. Pedro Haces 18. Alfonso Ro",12250
T02_P1,2,2,Twitter::@MCCCANM,Twitter,2026-05-06T17:19:37Z,"You can actually see the “wake turbulence” in this video. It’s rare to be able to see it directly. Wake turbulence is a byproduct of the wings generating lift. At the ends of the wings, the air flows off as vortices. These spin out & away from the wing (each one going a different direction) & continue to rotate. Wake turbulence is most pronounced when a heavy jet is flying slowly, like right after takeoff or on appro",2149
T02_P1,2,3,Twitter::@YosoyPedrero,Twitter,2026-05-05T23:23:21Z,"OJO: SALINAS PLIEGO AFIRMA QUE EL GOBIERNO DE LA 4T TIENE UNA BASE MILITAR RUSA ESCONDIDA EN MÉXICO El usurero de Ricardo Salinas Pliego volvió al centro del debate luego de que en espacios informativos de TV Azteca se difundieran versiones sobre una supuesta alerta por “espías rusos” en México. La narrativa generó cuestionamientos en redes sociales y entre analistas, quienes pidieron mayor sustento y verificación de",1766
T02_P1,2,4,Facebook::Instituto del Deporte de Tamaulipas,Facebook,2026-05-27T15:45:44Z,"Nos encontramos disfrutando de la gran final de futbol de la Olimpiada Nacional CONADE 2026, donde nuestra Selección Tamaulipas Sub-15 de está enfrentando  al representativo de Coahuila en el Estadio Universitario de la UNAM, en la Ciudad de México. ⚽🏆

Es un orgullo acompañar a nuestras y nuestros jóvenes deportistas, quienes están demostrando talento, disciplina y un gran amor por Tamaulipas.

 Felicidades por repr",378
T02_P2,2,1,Twitter::@ONVentura,Twitter,2026-06-02T15:33:20Z,"LA PATRIA LO DEMANDA En lo que me es personal, el Hyundaigate ya le quitó toda credibilidad al presidente y su equipo. Podrán intentar dar mil explicaciones, pero es obvio que la falta de inteligencia para manejar la crisis ya lo ha convertido en lo que los americanos llaman un ""pato rengo"". Por otra parte, llevar adelante 3 años y medio más de gobierno teniendo en contra a la oposición y a una parte más o menos cons",979
T02_P2,2,2,YouTube::@albertovazquez750,YouTube,2026-05-04T20:49:54Z,"Las reglas son las reglas sino para que chingaos las elaboran sino se van a cumplir, así como se cumplió con la regla de los 2 penales de América, sino reía ridículo que elaboran las reglas sino las van a cumplir",27
T02_P2,2,3,YouTube::@PaulaPaz-x7e,YouTube,2026-04-25T05:34:19Z,La Gobernadora de Chihuahua acusada de violar la Ley por hacer lo que le corresponde y resulta que los verdaderos delincuentes tan campantes que ironías el<br>Mundo al revés,23
T02_P2,2,4,YouTube::@amilcarsan,YouTube,2026-05-04T20:39:36Z,"Roberto, pero a otros equipos se las han aplicado  ¿Por qué al América no? Hay que ser parejos (justicia)",21
T02_P3,2,1,Facebook::Mvzzamira Juarez,Facebook,2026-06-07T23:31:01Z,La mejor presidenta hechos no palabras muchas gracias,8
T02_P3,2,2,Facebook::Angeles Zuniga,Facebook,2026-06-26T12:13:35Z,Gracias  presidenta por estar cerca del pueblo que tanto la necesita para expresar sus inquietudes mil gracias,2
T02_P3,2,3,Facebook::Sofia Leon,Facebook,2026-06-16T21:38:01Z,Excelentes ideas,2
T02_P3,2,4,Facebook::Victor Reyes,Facebook,2026-06-16T18:33:47Z,Excelente,2
T03_P1,3,1,Twitter::@cristiancim,Twitter,2026-06-16T18:28:53Z,"Hay gente profundamente gorila que perdona cualquier acto delictivo de cualquier funcionario que se venda como antiperonista. Un día como hoy, pero de 1955, esa gente llegó a la insanía de bombardear a su propio país y matar a 400 compatriotas. El antiperonismo MATA.",3891
T03_P1,3,2,Twitter::@ONVentura,Twitter,2026-06-02T15:33:20Z,"LA PATRIA LO DEMANDA En lo que me es personal, el Hyundaigate ya le quitó toda credibilidad al presidente y su equipo. Podrán intentar dar mil explicaciones, pero es obvio que la falta de inteligencia para manejar la crisis ya lo ha convertido en lo que los americanos llaman un ""pato rengo"". Por otra parte, llevar adelante 3 años y medio más de gobierno teniendo en contra a la oposición y a una parte más o menos cons",979
T03_P1,3,3,Twitter::@mario_dico50,Twitter,2026-04-03T15:39:24Z,ATENCIÓN : Lo más importante que te debe ofrecer un banco por tener tu dinero (tu nómina) es un rendimiento o una tasa de interés ! Solo @BancaMifel en su cuenta digital te ofrece el 10% de rendimiento anual por tu Nómina . Que te den dinero por tu dinero . Otros bancos solo te dan puntos . Fíjate bien,590
T03_P1,3,4,Facebook::Dirección de Protección Civil Tampico,Facebook,2026-06-10T00:21:58Z,"Esta noche, por indicación de nuestra Presidenta Municipal, Mónica Villarreal  brindamos apoyo a las personas que se quedaron sin transporte para regresar a sus hogares.

Se brindó el apoyo desde la Dirección de Protección Civil Tampico y la Dirección de Tránsito y Vialidad Tampico en coordinación con la SEDENA, pusimos a disposición camiones y camionetas para realizar los traslados de manera segura. Las unidades sal",570
T03_P2,3,1,Twitter::@arturoavila_mx,Twitter,2026-04-04T04:36:36Z,"Que se puede esperar de la derecha y de los comentocratas a sueldo; hasta en las sombras y los reflejos encuentran chisme y tragedia. El #Aifa, el aeropuerto más bonito de México dando servicio a miles de mexicanas y mexicanos para disfrutar de la #SemanaSanta. En este tradicional asueto, los mexicanos no esperaron para iniciar la #SemanaSanta desde el #AIFA",2116
T03_P2,3,2,Twitter::@YosoyPedrero,Twitter,2026-05-05T23:23:21Z,"OJO: SALINAS PLIEGO AFIRMA QUE EL GOBIERNO DE LA 4T TIENE UNA BASE MILITAR RUSA ESCONDIDA EN MÉXICO El usurero de Ricardo Salinas Pliego volvió al centro del debate luego de que en espacios informativos de TV Azteca se difundieran versiones sobre una supuesta alerta por “espías rusos” en México. La narrativa generó cuestionamientos en redes sociales y entre analistas, quienes pidieron mayor sustento y verificación de",1766
T03_P2,3,3,Twitter::@expedientes_mx,Twitter,2026-06-16T21:03:08Z,"Estados Unidos sigue la ruta del huachicol fiscal y el nombre de Adán Augusto vuelve a aparecer en los expedientes. El muelle de Tampico, empresas creadas en su notaría, La Barredora y Hernán Bermúdez. Las piezas cambian, pero el nombre que conecta la historia sigue siendo el mismo.",727
T03_P2,3,4,Twitter::@MennyValdz,Twitter,2026-03-30T05:02:48Z,"PLACAS XPY-031-D EL TATUADO ES EL QUE EBRIO Y DROGADO ATROPELLO Y MATO A ""CHEQUE"" QUE ESTABA COMPRANDO TACOS EN #Tampico ANOCHE No tiene ninguna gracia atraparlo Ya sea la policia o los verdaderos dueños de #Tampico rojo",450
T03_P3,3,1,Facebook::Instituto del Deporte de Tamaulipas,Facebook,2026-05-27T15:45:44Z,"Nos encontramos disfrutando de la gran final de futbol de la Olimpiada Nacional CONADE 2026, donde nuestra Selección Tamaulipas Sub-15 de está enfrentando  al representativo de Coahuila en el Estadio Universitario de la UNAM, en la Ciudad de México. ⚽🏆

Es un orgullo acompañar a nuestras y nuestros jóvenes deportistas, quienes están demostrando talento, disciplina y un gran amor por Tamaulipas.

 Felicidades por repr",378
T03_P3,3,2,Facebook::Erika Rubalcava,Facebook,2026-05-10T01:26:23Z,"Mi primer Mundial fue en 2022 viendo jugar a México 🇲🇽⚽️. Ese día mi abuelito llegó con un balón que se ganó en un partido en el Estadio Azteca en el Mundial de 1986.

Me gustó mucho escuchar sus historias y desde ese día amo el fútbol ❤️⚽️. Ahora tengo 9 años y soy súper fanático del fútbol porque me hace sentir feliz y me recuerda los bonitos momentos con mi Abuelito 🙌⚽️",94
T03_P3,3,3,Twitter::@SpartanL17,Twitter,2026-06-15T20:47:27Z,Empezamos fuerte la temporada y a pesar del tropiezo de Qro cerramos como #8 en Latinoamérica y #16 a nivel mundial Contento. Pudo ser mejor. Trabajare por que sea mejor para 2027 :) Por lo pronto preparémonos para el mundial. Manden equipazos y manos pls Happy to finish 5th in LATAM. Also very happy that @SpartanL17 got his travel award See ya at worlds!,50
T03_P3,3,4,YouTube::@edgarto5633,YouTube,2026-06-25T17:10:44Z,OJALA ELIMINEN PRONTO A MEXICO DEL MUNDIAL PARA QUE YA NO PASEN ESTAS COSAS. <br>AL MENOS NO POR ESTAS ESTÚPIDAS CELEBRACIONES,22
T04_P1,4,1,Facebook::Tampico Gob,Facebook,2026-04-02T13:49:29Z,"¡Tenemos una sorpresa para ti!

Te regalamos 2 pases dobles para el concierto de Bronco.

Para participar:
Déjanos en comentarios tu canción favorita de la banda.
El ganador será seleccionado al azar. 

Tienes hasta las 7:00 p.m. para participar

¡No te pierdas la oportunidad de vivir esta gran experiencia! 🎟️",5079
T04_P1,4,2,Facebook::Mónica Villarreal,Facebook,2026-04-02T07:40:54Z,"Damos un paso importante para mejorar nuestros servicios: incorporamos una nueva canastilla de 15 metros que fortalecerá el trabajo en alumbrado público 💡

Con ella iniciamos la modernización en avenidas principales con luminarias de 150 watts, mejorando la visibilidad y seguridad. Las actuales se reubicarán en calles secundarias para optimizar recursos.

También podremos dar mantenimiento a los postes, incluyendo su",3754
T04_P1,4,3,Facebook::Mónica Villarreal,Facebook,2026-05-31T14:01:09Z,"Quiero felicitar a nuestra Presidenta, la Dra. Claudia Sheinbaum Pardo, quien hoy presentó su rendición de cuentas al pueblo Mexicano a dos años del triunfo. 

Enhorabuena presidenta, Tampico la respalda y que siga la transformación.",2773
T04_P1,4,4,Facebook::Mónica Villarreal,Facebook,2026-04-23T09:40:16Z,"En Tampico seguimos trabajando por una ciudad en mejores condiciones.

Realizando acciones en distintos puntos para mejorar nuestras vialidades, brindando apoyo en colaboración con COMAPA Sur con trabajos de bacheo en beneficio de la ciudadanía.

Continuamos sumando esfuerzos por el bienestar de todos.
#TampicoTeCuida",2728
T04_P2,4,1,Twitter::@LaishaWilkins,Twitter,2026-03-30T20:52:12Z,"¿Y a dónde se van en Semana Santa? -A Cancún a revolcarte en sargazo. -A Veracruz a nadar en petróleo. -A Mazatlán a desaparecer en un bar. -En carretera, a cualquier estado, pa ser secuestrado. -A Guerrero, Michoacán o Edomex, para ser asesinado por confusión. Cuéntenme",21797
T04_P2,4,2,Twitter::@MennyValdz,Twitter,2026-03-30T05:02:48Z,"PLACAS XPY-031-D EL TATUADO ES EL QUE EBRIO Y DROGADO ATROPELLO Y MATO A ""CHEQUE"" QUE ESTABA COMPRANDO TACOS EN #Tampico ANOCHE No tiene ninguna gracia atraparlo Ya sea la policia o los verdaderos dueños de #Tampico rojo",450
T04_P2,4,3,Twitter::@yosoytampico,Twitter,2026-05-20T17:42:02Z,#URGENTE BUSCAN A JOVEN MÚSICO CRISTIANO DE #REYNOSA DESAPARECIDO. #UrgeCompartir su familia e integrantes de la iglesia Torre Fuerte de Reynosa están muy preocupados.por favor de compartir..” #Morelia #Michoacán #Tamaulipas @SEMAR_mx,355
T04_P2,4,4,Twitter::@stangirlie_,Twitter,2026-04-04T22:17:49Z,Aldito ya listo para este finde!!! Hoy en Ciudad Mante y mañana en Tampico,199
