node_id,tipo_nodo,etiqueta,categoria_principal,confianza_categoria,categorias,polaridad,polaridad_score,ambito_estrategico,postura,postura_etiqueta,postura_score,evidencia_postura,mensajes_con_postura,coincidencias_positivas,coincidencias_negativas,peso_coincidente
originario,palabra,originario,,0.0,,neutral,0.0,opportunity,sin_postura,Sin postura,0.0,0.0,0,0.0,0.0,0.0
posicion,palabra,posicion,,0.0,,neutral,0.0,opportunity,sin_postura,Sin postura,0.0,0.0,0,0.0,0.0,0.0
lleno,palabra,lleno,,0.0,,neutral,0.0,opportunity,sin_postura,Sin postura,0.0,0.0,0,0.0,0.0,0.0
omar,palabra,omar,,0.0,,neutral,0.0,opportunity,sin_postura,Sin postura,0.0,0.0,0,0.0,0.0,0.0
pese,palabra,pese,,0.0,,neutral,0.0,opportunity,sin_postura,Sin postura,0.0,0.0,0,0.0,0.0,0.0
roberto,palabra,roberto,,0.0,,neutral,0.0,opportunity,sin_postura,Sin postura,0.0,0.0,0,0.0,0.0,0.0
clave,palabra,clave,,0.0,,neutral,0.0,opportunity,sin_postura,Sin postura,0.0,0.0,0,0.0,0.0,0.0
absoluto,palabra,absoluto,,0.0,,neutral,0.0,opportunity,sin_postura,Sin postura,0.0,0.0,0,0.0,0.0,0.0
sostenible,palabra,sostenible,,0.0,,positiva,1.0,consolidation,sin_postura,Sin postura,0.0,0.0,0,1.0,0.0,1.0
libramiento,palabra,libramiento,,0.0,,neutral,0.0,opportunity,sin_postura,Sin postura,0.0,0.0,0,0.0,0.0,0.0
mante,palabra,mante,,0.0,,neutral,0.0,opportunity,sin_postura,Sin postura,0.0,0.0,0,0.0,0.0,0.0
estacion,palabra,estacion,,0.0,,neutral,0.0,opportunity,sin_postura,Sin postura,0.0,0.0,0,0.0,0.0,0.0
seguro,palabra,seguro,Prevencion,0.8894,Prevencion,positiva,1.0,consolidation,sin_postura,Sin postura,0.0,0.0,0,1.0,0.0,1.0
contemplar,palabra,contemplar,,0.0,,neutral,0.0,opportunity,sin_postura,Sin postura,0.0,0.0,0,0.0,0.0,0.0
estatal,palabra,estatal,Americo,1.0,Americo,neutral,0.0,opportunity,sin_postura,Sin postura,0.0,0.0,0,0.0,0.0,1.0
region,palabra,region,,0.0,,neutral,0.0,opportunity,sin_postura,Sin postura,0.0,0.0,0,0.0,0.0,0.0
cautelar,palabra,cautelar,,0.0,,neutral,0.0,opportunity,sin_postura,Sin postura,0.0,0.0,0,0.0,0.0,0.0
medida,palabra,medida,,0.0,,neutral,0.0,opportunity,sin_postura,Sin postura,0.0,0.0,0,0.0,0.0,0.0
poniente,palabra,poniente,,0.0,,neutral,0.0,opportunity,sin_postura,Sin postura,0.0,0.0,0,0.0,0.0,0.0
saludo,palabra,saludo,,0.0,,positiva,1.0,consolidation,sin_postura,Sin postura,0.0,0.0,0,1.0,0.0,1.0
diaz,palabra,diaz,,0.0,,neutral,0.0,opportunity,sin_postura,Sin postura,0.0,0.0,0,0.0,0.0,0.0
miguel,palabra,miguel,,0.0,,neutral,0.0,opportunity,sin_postura,Sin postura,0.0,0.0,0,0.0,0.0,0.0
ciento,palabra,ciento,,0.0,,neutral,0.0,opportunity,sin_postura,Sin postura,0.0,0.0,0,0.0,0.0,0.0
consejo,palabra,consejo,,0.0,,neutral,0.0,opportunity,sin_postura,Sin postura,0.0,0.0,0,0.0,0.0,0.0
electoral,palabra,electoral,,0.0,,neutral,0.0,opportunity,sin_postura,Sin postura,0.0,0.0,0,0.0,0.0,0.0
puerto,palabra,puerto,,0.0,,negativa,-1.0,risk,sin_postura,Sin postura,0.0,0.0,0,0.0,1.0,1.0
instituto,palabra,instituto,,0.0,,neutral,0.0,opportunity,sin_postura,Sin postura,0.0,0.0,0,0.0,0.0,0.0
kilometro,palabra,kilometro,,0.0,,neutral,0.0,opportunity,sin_postura,Sin postura,0.0,0.0,0,0.0,0.0,0.0
fronterizo,palabra,fronterizo,,0.0,,negativa,-1.0,risk,sin_postura,Sin postura,0.0,0.0,0,0.0,1.0,1.0
entregar,palabra,entregar,Obras,0.782,Obras,negativa,-1.0,risk,sin_postura,Sin postura,0.0,0.0,0,0.0,1.0,1.0
utilizar,palabra,utilizar,,0.0,,neutral,0.0,opportunity,sin_postura,Sin postura,0.0,0.0,0,0.0,0.0,0.0
septiembre,palabra,septiembre,,0.0,,neutral,0.0,opportunity,sin_postura,Sin postura,0.0,0.0,0,0.0,0.0,0.0
industria,palabra,industria,,0.0,,neutral,0.0,opportunity,sin_postura,Sin postura,0.0,0.0,0,0.0,0.0,0.0
mundo,palabra,mundo,,0.0,,neutral,0.0,opportunity,sin_postura,Sin postura,0.0,0.0,0,0.0,0.0,0.0
incremento,palabra,incremento,,0.0,,neutral,0.0,opportunity,sin_postura,Sin postura,0.0,0.0,0,0.0,0.0,0.0
asunto,palabra,asunto,,0.0,,neutral,0.0,opportunity,sin_postura,Sin postura,0.0,0.0,0,0.0,0.0,0.0
definir,palabra,definir,,0.0,,neutral,0.0,opportunity,sin_postura,Sin postura,0.0,0.0,0,0.0,0.0,0.0
luna,palabra,luna,,0.0,,neutral,0.0,opportunity,sin_postura,Sin postura,0.0,0.0,0,0.0,0.0,0.0
avanzar,palabra,avanzar,Obras,0.7636,Obras,neutral,0.0,opportunity,sin_postura,Sin postura,0.0,0.0,0,0.0,0.0,1.0
vigente,palabra,vigente,,0.0,,neutral,0.0,opportunity,sin_postura,Sin postura,0.0,0.0,0,0.0,0.0,0.0
ejecutivo,palabra,ejecutivo,Americo,0.789,Americo,neutral,0.0,opportunity,sin_postura,Sin postura,0.0,0.0,0,0.0,0.0,1.0
acusar,palabra,acusar,,0.0,,negativa,-1.0,risk,sin_postura,Sin postura,0.0,0.0,0,0.0,1.0,1.0
regla,palabra,regla,,0.0,,negativa,-1.0,risk,sin_postura,Sin postura,0.0,0.0,0,0.0,1.0,1.0
aleman,palabra,aleman,,0.0,,neutral,0.0,opportunity,sin_postura,Sin postura,0.0,0.0,0,0.0,0.0,0.0
enhorabuena,palabra,enhorabuena,,0.0,,positiva,1.0,consolidation,sin_postura,Sin postura,0.0,0.0,0,1.0,0.0,1.0
temporal,palabra,temporal,,0.0,,neutral,0.0,opportunity,sin_postura,Sin postura,0.0,0.0,0,0.0,0.0,0.0
estancia,palabra,estancia,,0.0,,neutral,0.0,opportunity,sin_postura,Sin postura,0.0,0.0,0,0.0,0.0,0.0
directamente,palabra,directamente,,0.0,,neutral,0.0,opportunity,sin_postura,Sin postura,0.0,0.0,0,0.0,0.0,0.0
controlar,palabra,controlar,,0.0,,neutral,0.0,opportunity,sin_postura,Sin postura,0.0,0.0,0,0.0,0.0,0.0
difundir,palabra,difundir,,0.0,,neutral,0.0,opportunity,sin_postura,Sin postura,0.0,0.0,0,0.0,0.0,0.0
dirigido,palabra,dirigido,,0.0,,neutral,0.0,opportunity,sin_postura,Sin postura,0.0,0.0,0,0.0,0.0,0.0
ciencia,palabra,ciencia,,0.0,,neutral,0.0,opportunity,sin_postura,Sin postura,0.0,0.0,0,0.0,0.0,0.0
implementar,palabra,implementar,,0.0,,neutral,0.0,opportunity,sin_postura,Sin postura,0.0,0.0,0,0.0,0.0,0.0
estacionamiento,palabra,estacionamiento,,0.0,,neutral,0.0,opportunity,sin_postura,Sin postura,0.0,0.0,0,0.0,0.0,0.0
television,palabra,television,,0.0,,neutral,0.0,opportunity,sin_postura,Sin postura,0.0,0.0,0,0.0,0.0,0.0
socio,palabra,socio,,0.0,,neutral,0.0,opportunity,sin_postura,Sin postura,0.0,0.0,0,0.0,0.0,0.0
ubicar,palabra,ubicar,,0.0,,neutral,0.0,opportunity,sin_postura,Sin postura,0.0,0.0,0,0.0,0.0,0.0
especializado,palabra,especializado,,0.0,,neutral,0.0,opportunity,sin_postura,Sin postura,0.0,0.0,0,0.0,0.0,0.0
invitacion,palabra,invitacion,,0.0,,neutral,0.0,opportunity,sin_postura,Sin postura,0.0,0.0,0,0.0,0.0,0.0
pedro,palabra,pedro,,0.0,,neutral,0.0,opportunity,sin_postura,Sin postura,0.0,0.0,0,0.0,0.0,0.0
colocar,palabra,colocar,,0.0,,neutral,0.0,opportunity,sin_postura,Sin postura,0.0,0.0,0,0.0,0.0,0.0
subir,palabra,subir,,0.0,,positiva,1.0,consolidation,sin_postura,Sin postura,0.0,0.0,0,1.0,0.0,1.0
indicacion,palabra,indicacion,,0.0,,neutral,0.0,opportunity,sin_postura,Sin postura,0.0,0.0,0,0.0,0.0,0.0
instalar,palabra,instalar,,0.0,,neutral,0.0,opportunity,sin_postura,Sin postura,0.0,0.0,0,0.0,0.0,0.0
exceso,palabra,exceso,,0.0,,negativa,-1.0,risk,sin_postura,Sin postura,0.0,0.0,0,0.0,1.0,1.0
suspender,palabra,suspender,,0.0,,neutral,0.0,opportunity,sin_postura,Sin postura,0.0,0.0,0,0.0,0.0,0.0
formal,palabra,formal,,0.0,,negativa,-1.0,risk,sin_postura,Sin postura,0.0,0.0,0,0.0,1.0,1.0
jalisco,palabra,jalisco,,0.0,,neutral,0.0,opportunity,sin_postura,Sin postura,0.0,0.0,0,0.0,0.0,0.0
coincidir,palabra,coincidir,,0.0,,negativa,-1.0,risk,sin_postura,Sin postura,0.0,0.0,0,0.0,1.0,1.0
regir,palabra,regir,,0.0,,neutral,0.0,opportunity,sin_postura,Sin postura,0.0,0.0,0,0.0,0.0,0.0
mexico,palabra,mexico,,0.0,,neutral,0.0,opportunity,sin_postura,Sin postura,0.0,0.0,0,0.0,0.0,0.0
servicio,palabra,servicio,,0.0,,positiva,1.0,consolidation,sin_postura,Sin postura,0.0,0.0,0,1.0,0.0,1.0
san,palabra,san,,0.0,,neutral,0.0,opportunity,sin_postura,Sin postura,0.0,0.0,0,0.0,0.0,0.0
fiscal,palabra,fiscal,Delitos,0.9013,Delitos,neutral,0.0,opportunity,sin_postura,Sin postura,0.0,0.0,0,0.0,0.0,1.0
oficina,palabra,oficina,,0.0,,neutral,0.0,opportunity,sin_postura,Sin postura,0.0,0.0,0,0.0,0.0,0.0
hija,palabra,hija,,0.0,,neutral,0.0,opportunity,sin_postura,Sin postura,0.0,0.0,0,0.0,0.0,0.0
victima,palabra,victima,,0.0,,negativa,-1.0,risk,sin_postura,Sin postura,0.0,0.0,0,0.0,1.0,1.0
categoria,palabra,categoria,,0.0,,neutral,0.0,opportunity,sin_postura,Sin postura,0.0,0.0,0,0.0,0.0,0.0
situacion,palabra,situacion,,0.0,,negativa,-1.0,risk,sin_postura,Sin postura,0.0,0.0,0,0.0,1.0,1.0
atender,palabra,atender,,0.0,,neutral,0.0,opportunity,sin_postura,Sin postura,0.0,0.0,0,0.0,0.0,0.0
crecimiento,palabra,crecimiento,,0.0,,neutral,0.0,opportunity,sin_postura,Sin postura,0.0,0.0,0,0.0,0.0,0.0
golfo,palabra,golfo,,0.0,,negativa,-1.0,risk,sin_postura,Sin postura,0.0,0.0,0,0.0,1.0,1.0
tramite,palabra,tramite,,0.0,,neutral,0.0,opportunity,sin_postura,Sin postura,0.0,0.0,0,0.0,0.0,0.0
fuerte,palabra,fuerte,,0.0,,positiva,1.0,consolidation,sin_postura,Sin postura,0.0,0.0,0,1.0,0.0,1.0
previo,palabra,previo,,0.0,,neutral,0.0,opportunity,sin_postura,Sin postura,0.0,0.0,0,0.0,0.0,0.0
intencion,palabra,intencion,,0.0,,positiva,1.0,consolidation,sin_postura,Sin postura,0.0,0.0,0,1.0,0.0,1.0
costa,palabra,costa,,0.0,,neutral,0.0,opportunity,sin_postura,Sin postura,0.0,0.0,0,0.0,0.0,0.0
asesino,palabra,asesino,,0.0,,negativa,-1.0,risk,sin_postura,Sin postura,0.0,0.0,0,0.0,1.0,1.0
producir,palabra,producir,,0.0,,positiva,1.0,consolidation,sin_postura,Sin postura,0.0,0.0,0,1.0,0.0,1.0
aclarar,palabra,aclarar,,0.0,,neutral,0.0,opportunity,sin_postura,Sin postura,0.0,0.0,0,0.0,0.0,0.0
objetivo,palabra,objetivo,,0.0,,neutral,0.0,opportunity,sin_postura,Sin postura,0.0,0.0,0,0.0,0.0,0.0
renovacion,palabra,renovacion,Obras,0.7233,Obras,neutral,0.0,opportunity,sin_postura,Sin postura,0.0,0.0,0,0.0,0.0,1.0
plan,palabra,plan,,0.0,,neutral,0.0,opportunity,sin_postura,Sin postura,0.0,0.0,0,0.0,0.0,0.0
especial,palabra,especial,,0.0,,neutral,0.0,opportunity,sin_postura,Sin postura,0.0,0.0,0,0.0,0.0,0.0
feria,palabra,feria,,0.0,,neutral,0.0,opportunity,sin_postura,Sin postura,0.0,0.0,0,0.0,0.0,0.0
producto,palabra,producto,,0.0,,neutral,0.0,opportunity,sin_postura,Sin postura,0.0,0.0,0,0.0,0.0,0.0
directo,palabra,directo,,0.0,,neutral,0.0,opportunity,sin_postura,Sin postura,0.0,0.0,0,0.0,0.0,0.0
amenaza,palabra,amenaza,,0.0,,negativa,-1.0,risk,sin_postura,Sin postura,0.0,0.0,0,0.0,1.0,1.0
competencia,palabra,competencia,,0.0,,neutral,0.0,opportunity,sin_postura,Sin postura,0.0,0.0,0,0.0,0.0,0.0
coahuila,palabra,coahuila,,0.0,,neutral,0.0,opportunity,sin_postura,Sin postura,0.0,0.0,0,0.0,0.0,0.0
meteorologico,palabra,meteorologico,,0.0,,neutral,0.0,opportunity,sin_postura,Sin postura,0.0,0.0,0,0.0,0.0,0.0
viento,palabra,viento,,0.0,,neutral,0.0,opportunity,sin_postura,Sin postura,0.0,0.0,0,0.0,0.0,0.0
vigilancia,palabra,vigilancia,Prevencion,0.8444,Prevencion,neutral,0.0,opportunity,sin_postura,Sin postura,0.0,0.0,0,0.0,0.0,1.0
pago,palabra,pago,,0.0,,neutral,0.0,opportunity,sin_postura,Sin postura,0.0,0.0,0,0.0,0.0,0.0
afectar,palabra,afectar,,0.0,,neutral,0.0,opportunity,sin_postura,Sin postura,0.0,0.0,0,0.0,0.0,0.0
jueves,palabra,jueves,,0.0,,neutral,0.0,opportunity,sin_postura,Sin postura,0.0,0.0,0,0.0,0.0,0.0
generacion,palabra,generacion,,0.0,,neutral,0.0,opportunity,sin_postura,Sin postura,0.0,0.0,0,0.0,0.0,0.0
anunciar,palabra,anunciar,,0.0,,neutral,0.0,opportunity,sin_postura,Sin postura,0.0,0.0,0,0.0,0.0,0.0
negar,palabra,negar,,0.0,,negativa,-1.0,risk,sin_postura,Sin postura,0.0,0.0,0,0.0,1.0,1.0
expectativa,palabra,expectativa,,0.0,,neutral,0.0,opportunity,sin_postura,Sin postura,0.0,0.0,0,0.0,0.0,0.0
presencia,palabra,presencia,,0.0,,neutral,0.0,opportunity,sin_postura,Sin postura,0.0,0.0,0,0.0,0.0,0.0
significar,palabra,significar,,0.0,,neutral,0.0,opportunity,sin_postura,Sin postura,0.0,0.0,0,0.0,0.0,0.0
ampliar,palabra,ampliar,Obras,0.7456,Obras,neutral,0.0,opportunity,sin_postura,Sin postura,0.0,0.0,0,0.0,0.0,1.0
evidencia,palabra,evidencia,,0.0,,neutral,0.0,opportunity,sin_postura,Sin postura,0.0,0.0,0,0.0,0.0,0.0
afectado,palabra,afectado,,0.0,,negativa,-1.0,risk,sin_postura,Sin postura,0.0,0.0,0,0.0,1.0,1.0
amplio,palabra,amplio,,0.0,,positiva,1.0,consolidation,sin_postura,Sin postura,0.0,0.0,0,1.0,0.0,1.0
sed,palabra,sed,,0.0,,negativa,-1.0,risk,sin_postura,Sin postura,0.0,0.0,0,0.0,1.0,1.0
campeonato,palabra,campeonato,,0.0,,neutral,0.0,opportunity,sin_postura,Sin postura,0.0,0.0,0,0.0,0.0,0.0
cita,palabra,cita,,0.0,,neutral,0.0,opportunity,sin_postura,Sin postura,0.0,0.0,0,0.0,0.0,0.0
electrico,palabra,electrico,Alumbrado,0.9132,Alumbrado,neutral,0.0,opportunity,sin_postura,Sin postura,0.0,0.0,0,0.0,0.0,1.0
valle,palabra,valle,,0.0,,neutral,0.0,opportunity,sin_postura,Sin postura,0.0,0.0,0,0.0,0.0,0.0
ala,palabra,ala,,0.0,,neutral,0.0,opportunity,sin_postura,Sin postura,0.0,0.0,0,0.0,0.0,0.0
cuanto,palabra,cuanto,,0.0,,neutral,0.0,opportunity,sin_postura,Sin postura,0.0,0.0,0,0.0,0.0,0.0
cadena,palabra,cadena,,0.0,,neutral,0.0,opportunity,sin_postura,Sin postura,0.0,0.0,0,0.0,0.0,0.0
marca,palabra,marca,,0.0,,neutral,0.0,opportunity,sin_postura,Sin postura,0.0,0.0,0,0.0,0.0,0.0
mercado,palabra,mercado,,0.0,,neutral,0.0,opportunity,sin_postura,Sin postura,0.0,0.0,0,0.0,0.0,0.0
fractura,palabra,fractura,Vialidad,0.6734,Vialidad,negativa,-1.0,risk,sin_postura,Sin postura,0.0,0.0,0,0.0,1.0,1.0
entrar,palabra,entrar,,0.0,,neutral,0.0,opportunity,sin_postura,Sin postura,0.0,0.0,0,0.0,0.0,0.0
mayo,palabra,mayo,,0.0,,neutral,0.0,opportunity,sin_postura,Sin postura,0.0,0.0,0,0.0,0.0,0.0
proveedor,palabra,proveedor,,0.0,,neutral,0.0,opportunity,sin_postura,Sin postura,0.0,0.0,0,0.0,0.0,0.0
fernando,palabra,fernando,,0.0,,neutral,0.0,opportunity,sin_postura,Sin postura,0.0,0.0,0,0.0,0.0,0.0
inscripcion,palabra,inscripcion,,0.0,,neutral,0.0,opportunity,sin_postura,Sin postura,0.0,0.0,0,0.0,0.0,0.0
dolares,palabra,dolares,,0.0,,neutral,0.0,opportunity,sin_postura,Sin postura,0.0,0.0,0,0.0,0.0,0.0
celebrado,palabra,celebrado,,0.0,,positiva,1.0,consolidation,sin_postura,Sin postura,0.0,0.0,0,1.0,0.0,1.0
detallar,palabra,detallar,,0.0,,neutral,0.0,opportunity,sin_postura,Sin postura,0.0,0.0,0,0.0,0.0,0.0
lamentar,palabra,lamentar,,0.0,,negativa,-1.0,risk,sin_postura,Sin postura,0.0,0.0,0,0.0,1.0,1.0
secuestro,palabra,secuestro,Delitos,0.7513,Delitos,neutral,0.0,opportunity,sin_postura,Sin postura,0.0,0.0,0,0.0,0.0,1.0
domicilio,palabra,domicilio,,0.0,,neutral,0.0,opportunity,sin_postura,Sin postura,0.0,0.0,0,0.0,0.0,0.0
dividido,palabra,dividido,,0.0,,negativa,-1.0,risk,sin_postura,Sin postura,0.0,0.0,0,0.0,1.0,1.0
tijuana,palabra,tijuana,,0.0,,neutral,0.0,opportunity,sin_postura,Sin postura,0.0,0.0,0,0.0,0.0,0.0
constante,palabra,constante,,0.0,,neutral,0.0,opportunity,sin_postura,Sin postura,0.0,0.0,0,0.0,0.0,0.0
ciudad,palabra,ciudad,,0.0,,neutral,0.0,opportunity,sin_postura,Sin postura,0.0,0.0,0,0.0,0.0,0.0
madero,palabra,madero,,0.0,,neutral,0.0,opportunity,sin_postura,Sin postura,0.0,0.0,0,0.0,0.0,0.0
municipio,palabra,municipio,Gobierno municipal,0.9,Gobierno municipal,neutral,0.0,opportunity,sin_postura,Sin postura,0.0,0.0,0,0.0,0.0,1.0
reunir,palabra,reunir,,0.0,,neutral,0.0,opportunity,sin_postura,Sin postura,0.0,0.0,0,0.0,0.0,0.0
forma,palabra,forma,,0.0,,neutral,0.0,opportunity,sin_postura,Sin postura,0.0,0.0,0,0.0,0.0,0.0
convocatoria,palabra,convocatoria,,0.0,,neutral,0.0,opportunity,sin_postura,Sin postura,0.0,0.0,0,0.0,0.0,0.0
policia,palabra,policia,Prevencion,0.8979,Prevencion,neutral,0.0,opportunity,sin_postura,Sin postura,0.0,0.0,0,0.0,0.0,1.0
oficial,palabra,oficial,,0.0,,neutral,0.0,opportunity,sin_postura,Sin postura,0.0,0.0,0,0.0,0.0,0.0
protesta,palabra,protesta,,0.0,,negativa,-1.0,risk,sin_postura,Sin postura,0.0,0.0,0,0.0,1.0,1.0
gusto,palabra,gusto,,0.0,,positiva,1.0,consolidation,sin_postura,Sin postura,0.0,0.0,0,1.0,0.0,1.0
vehiculo,palabra,vehiculo,Vialidad,0.9325,Vialidad,neutral,0.0,opportunity,sin_postura,Sin postura,0.0,0.0,0,0.0,0.0,1.0
abrazo,palabra,abrazo,,0.0,,positiva,1.0,consolidation,sin_postura,Sin postura,0.0,0.0,0,1.0,0.0,1.0
saludos,palabra,saludos,,0.0,,neutral,0.0,opportunity,sin_postura,Sin postura,0.0,0.0,0,0.0,0.0,0.0
angel,palabra,angel,,0.0,,positiva,1.0,consolidation,sin_postura,Sin postura,0.0,0.0,0,1.0,0.0,1.0
sabado,palabra,sabado,,0.0,,neutral,0.0,opportunity,sin_postura,Sin postura,0.0,0.0,0,0.0,0.0,0.0
armando,palabra,armando,,0.0,,neutral,0.0,opportunity,sin_postura,Sin postura,0.0,0.0,0,0.0,0.0,0.0
disfrutar,palabra,disfrutar,,0.0,,positiva,1.0,consolidation,sin_postura,Sin postura,0.0,0.0,0,1.0,0.0,1.0
referente,palabra,referente,,0.0,,neutral,0.0,opportunity,sin_postura,Sin postura,0.0,0.0,0,0.0,0.0,0.0
acompanar,palabra,acompanar,,0.0,,neutral,0.0,opportunity,sin_postura,Sin postura,0.0,0.0,0,0.0,0.0,0.0
demostrar,palabra,demostrar,,0.0,,positiva,1.0,consolidation,sin_postura,Sin postura,0.0,0.0,0,1.0,0.0,1.0
recorrido,palabra,recorrido,,0.0,,neutral,0.0,opportunity,sin_postura,Sin postura,0.0,0.0,0,0.0,0.0,0.0
respaldo,palabra,respaldo,,0.0,,positiva,1.0,consolidation,sin_postura,Sin postura,0.0,0.0,0,1.0,0.0,1.0
sucursal,palabra,sucursal,,0.0,,neutral,0.0,opportunity,sin_postura,Sin postura,0.0,0.0,0,0.0,0.0,0.0
requisito,palabra,requisito,,0.0,,neutral,0.0,opportunity,sin_postura,Sin postura,0.0,0.0,0,0.0,0.0,0.0
cultura,palabra,cultura,,0.0,,neutral,0.0,opportunity,sin_postura,Sin postura,0.0,0.0,0,0.0,0.0,0.0
reiterar,palabra,reiterar,,0.0,,neutral,0.0,opportunity,sin_postura,Sin postura,0.0,0.0,0,0.0,0.0,0.0
