usuario,posicion_id,tema_id,rank_en_posicion,conteo_tema,pct_usuario_en_tema,n_msgs,n_palabras,plataformas,tema_dominante,sub_dominante
YouTube::@miss.mely28,T06_P1,6,185,3,50.0,1,6,YouTube,T06,T06_S0
YouTube::@paolac.7266,T06_P1,6,186,3,37.5,1,8,YouTube,T06,T06_S1
YouTube::@pattoronto8594,T06_P1,6,187,3,30.0,1,10,YouTube,T06,T21_S5
YouTube::@rakelt3199,T06_P1,6,188,3,21.4,1,14,YouTube,T21,T21_S1
YouTube::@rauldorantesloeza3694,T06_P1,6,189,3,37.5,1,8,YouTube,T06,T06_S1
YouTube::@saraideleon2459,T06_P1,6,190,3,27.3,1,11,YouTube,T06,T06_S4
YouTube::@veronicamorales2894,T06_P1,6,191,3,33.3,1,9,YouTube,T06,T06_S1
YouTube::@veronicarios9940,T06_P1,6,192,3,60.0,1,5,YouTube,T06,T06_S3
YouTube::@virginiaayala5358,T06_P1,6,193,3,37.5,2,8,YouTube,T06,T06_S5
YouTube::@WikiSphereCube,T06_P2,6,1,20,34.5,2,58,YouTube,T06,T06_S0
YouTube::@RileyBeppler69,T06_P2,6,2,19,45.2,1,42,YouTube,T06,T06_S6
YouTube::@IsabelGarcia-pm6ht,T06_P2,6,3,17,44.7,2,38,YouTube,T06,T06_S0
YouTube::@melcortes3963,T06_P2,6,4,16,53.3,1,30,YouTube,T06,T06_S0
YouTube::@VeronicaMendez-t8o,T06_P2,6,5,13,56.5,4,23,YouTube,T06,T06_S0
YouTube::@luiserasmo,T06_P2,6,6,13,65.0,2,20,YouTube,T06,T06_S0
YouTube::@SalvadorOlmospulido,T06_P2,6,7,12,54.5,1,22,YouTube,T06,T06_S0
YouTube::@EvaDelÁngel-s1k,T06_P2,6,8,11,52.4,1,21,YouTube,T06,T06_S0
YouTube::@josecarreno7780,T06_P2,6,9,11,64.7,1,17,YouTube,T06,T06_S0
YouTube::@MrcdsVls-u9h,T06_P2,6,10,10,35.7,1,28,YouTube,T06,T06_S0
YouTube::@juanbarrios9285,T06_P2,6,11,10,43.5,1,23,YouTube,T06,T06_S2
YouTube::@Santiago65-c4b,T06_P2,6,12,10,58.8,1,17,YouTube,T06,T06_S0
YouTube::@Julio-l7r4e,T06_P2,6,13,9,42.9,3,21,YouTube,T06,T06_S11
YouTube::@JasonVorhees-o5d,T06_P2,6,14,9,20.5,2,44,YouTube,T03,T03_S1
YouTube::@jorgealbertoherrera3778,T06_P2,6,15,9,56.2,1,16,YouTube,T06,T06_S0
YouTube::@CarlosMendoza-wg7dl,T06_P2,6,16,9,75.0,2,12,YouTube,T06,T06_S0
YouTube::@cmnweb,T06_P2,6,17,8,22.2,1,36,YouTube,T06,T06_S0
YouTube::@mariateresarosas3268,T06_P2,6,18,8,30.8,1,26,YouTube,T06,T15_S0
YouTube::@gustavoriverahernandez9842,T06_P2,6,19,8,44.4,2,18,YouTube,T06,T14_S2
YouTube::@arizuokusawa6953,T06_P2,6,20,8,28.6,2,28,YouTube,T06,T14_S1
YouTube::@deliasanchez4700,T06_P2,6,21,8,57.1,2,14,YouTube,T06,T06_S0
YouTube::@JesusAlejandrobg1,T06_P2,6,22,8,47.1,1,17,YouTube,T06,T06_S0
YouTube::@DeAndra750,T06_P2,6,23,7,31.8,2,22,YouTube,T06,T19_S2
YouTube::@juandominguez3346,T06_P2,6,24,7,28.0,1,25,YouTube,T06,T06_S0
YouTube::@janetapia9709,T06_P2,6,25,7,28.0,2,25,YouTube,T06,T06_S6
YouTube::@jorgevazquez8595,T06_P2,6,26,7,58.3,1,12,YouTube,T06,T06_S0
YouTube::@patriciaponce3989,T06_P2,6,27,7,58.3,1,12,YouTube,T06,T06_S0
YouTube::@julionarvaez9788,T06_P2,6,28,7,25.9,1,27,YouTube,T06,T06_S0
YouTube::@eugeneolsonjimenez4600,T06_P2,6,29,7,25.0,1,28,YouTube,T06,T06_S0
YouTube::@sunyarelychemaramirez9425,T06_P2,6,30,6,33.3,3,18,YouTube,T06,T06_S2
YouTube::@ramirezpcmusica,T06_P2,6,31,6,25.0,1,24,YouTube,T06,T17_S0
YouTube::@pilargomez5520,T06_P2,6,32,6,35.3,1,17,YouTube,T06,T15_S0
YouTube::@sarazavalaguiza,T06_P2,6,33,6,75.0,1,8,YouTube,T06,T06_S0
YouTube::@rosalbacastellanos3845,T06_P2,6,34,6,27.3,1,22,YouTube,T06,T06_S8
YouTube::@aracelifigueroa7751,T06_P2,6,35,6,31.6,1,19,YouTube,T06,T14_S2
YouTube::@LuisTorres-kl1zv,T06_P2,6,36,6,42.9,2,14,YouTube,T06,T06_S0
YouTube::@AlfonsopreciadoPreciadoGonzale,T06_P2,6,37,6,16.7,3,36,YouTube,T06,T05_S0
YouTube::@AbrahamMendoza-e8c,T06_P2,6,38,6,37.5,1,16,YouTube,T06,T06_S0
YouTube::@gasparperez147,T06_P2,6,39,6,75.0,1,8,YouTube,T06,T06_S2
YouTube::@Tfdez76,T06_P2,6,40,6,31.6,2,19,YouTube,T06,T06_S0
YouTube::@LetyCharls,T06_P2,6,41,6,20.0,1,30,YouTube,T06,T06_S0
YouTube::@EduvigesServin-w3s,T06_P2,6,42,6,46.2,1,13,YouTube,T06,T06_S0
YouTube::@lordyaco5202,T06_P2,6,43,5,33.3,1,15,YouTube,T06,T09_S1
YouTube::@ingarqraca8765,T06_P2,6,44,5,35.7,1,14,YouTube,T06,T06_S7
YouTube::@adrianoundead,T06_P2,6,45,5,55.6,1,9,YouTube,T06,T06_S0
YouTube::@blackwitch6009,T06_P2,6,46,5,62.5,1,8,YouTube,T06,T06_S11
YouTube::@lourdespenaloza3885,T06_P2,6,47,5,31.2,1,16,YouTube,T06,T06_S0
YouTube::@luiscarreon6188,T06_P2,6,48,5,31.2,1,16,YouTube,T06,T06_S0
YouTube::@LeónGaldósEuzkadi,T06_P2,6,49,5,35.7,3,14,YouTube,T06,T06_S0
YouTube::@Gm_G4-w8,T06_P2,6,50,5,55.6,1,9,YouTube,T06,T06_S10
YouTube::@danubys1,T06_P2,6,51,5,16.7,1,30,YouTube,T06,T06_S0
YouTube::@cristinapalacios3831,T06_P2,6,52,5,41.7,1,12,YouTube,T06,T23_S6
YouTube::@omarmorales1541,T06_P2,6,53,5,29.4,1,17,YouTube,T06,T06_S0
YouTube::@oscarhuerta3637,T06_P2,6,54,5,33.3,1,15,YouTube,T06,T03_S3
YouTube::@martinchavez1381,T06_P2,6,55,5,83.3,1,6,YouTube,T06,T04_S9
YouTube::@valuearts8062,T06_P2,6,56,5,26.3,1,19,YouTube,T06,T06_S0
YouTube::@rociotrabanco854,T06_P2,6,57,5,83.3,1,6,YouTube,T06,T06_S0
YouTube::@morenalopez-x4k,T06_P2,6,58,5,71.4,1,7,YouTube,T06,T06_S0
YouTube::@memomanherrera8899,T06_P2,6,59,5,35.7,1,14,YouTube,T06,T06_S0
YouTube::@leticiasanchez93,T06_P2,6,60,5,62.5,1,8,YouTube,T06,T06_S0
YouTube::@djalxcorvis627,T06_P2,6,61,5,50.0,2,10,YouTube,T06,T06_S10
YouTube::@erabaitbro3927,T06_P2,6,62,5,23.8,1,21,YouTube,T06,T22_S0
YouTube::@Nerisse-q5v2n,T06_P2,6,63,5,29.4,1,17,YouTube,T06,T06_S0
YouTube::@ElizaLeon-q2z,T06_P2,6,64,5,35.7,1,14,YouTube,T06,T03_S1
YouTube::@GeorginafajardoIII,T06_P2,6,65,5,33.3,1,15,YouTube,T06,T06_S0
YouTube::@Chrismax619,T06_P2,6,66,4,57.1,1,7,YouTube,T06,T06_S0
YouTube::@Arigari21,T06_P2,6,67,4,26.7,2,15,YouTube,T06,T06_S0
YouTube::@DulceCorazónLealSosa,T06_P2,6,68,4,23.5,3,17,YouTube,T06,T22_S7
YouTube::@margaritamendoza5191,T06_P2,6,69,4,40.0,1,10,YouTube,T06,T03_S5
YouTube::@veronicacopal8166,T06_P2,6,70,4,33.3,1,12,YouTube,T06,T06_S1
YouTube::@mimimorelos,T06_P2,6,71,4,16.7,2,24,YouTube,T06,T06_S0
YouTube::@nataliacastaneda2758,T06_P2,6,72,4,33.3,1,12,YouTube,T06,T06_S0
YouTube::@CeliaDelrio-np8hd,T06_P2,6,73,4,66.7,1,6,YouTube,T06,T06_S0
YouTube::@MAVA1686,T06_P2,6,74,4,50.0,1,8,YouTube,T06,T06_S2
YouTube::@evalopez2690,T06_P2,6,75,4,57.1,1,7,YouTube,T06,T21_S2
YouTube::@LogistikosInmobiliaria,T06_P2,6,76,4,50.0,1,8,YouTube,T06,T06_S0
YouTube::@MonicaGuadalupeTorresBernal,T06_P2,6,77,4,20.0,2,20,YouTube,T06,T18_S2
YouTube::@aca639,T06_P2,6,78,4,21.1,1,19,YouTube,T06,T23_S6
YouTube::@aliciacontreras7381,T06_P2,6,79,4,40.0,1,10,YouTube,T06,T06_S0
YouTube::@JGl3mil,T06_P2,6,80,4,28.6,2,14,YouTube,T06,T06_S0
YouTube::@xavierzuniga6610,T06_P2,6,81,4,80.0,1,5,YouTube,T06,T06_S0
YouTube::@viollet-vg,T06_P2,6,82,4,66.7,1,6,YouTube,T06,T06_S0
YouTube::@magaligalvez176,T06_P2,6,83,4,22.2,1,18,YouTube,T06,T06_S2
YouTube::@maria.67,T06_P2,6,84,4,36.4,2,11,YouTube,T06,T14_S0
YouTube::@juanjoseramirezgonzalez9885,T06_P2,6,85,4,57.1,2,7,YouTube,T06,T06_S0
YouTube::@lucialeguizamon590,T06_P2,6,86,4,19.0,1,21,YouTube,T06,T21_S1
YouTube::@anamariacruz3863,T06_P2,6,87,4,66.7,1,6,YouTube,T06,T06_S0
YouTube::@claudiakitty2283,T06_P2,6,88,4,44.4,1,9,YouTube,T06,T06_S0
YouTube::@HipolitoGarciaMartinez-tz9cc,T06_P2,6,89,4,36.4,1,11,YouTube,T06,T06_S0
YouTube::@SgtoVkro,T06_P2,6,90,4,50.0,1,8,YouTube,T06,T06_S0
YouTube::@macedoniogallegos2939,T06_P2,6,91,4,80.0,1,5,YouTube,T06,T06_S11
YouTube::@irmacolorina,T06_P2,6,92,4,33.3,3,12,YouTube,T06,T06_S0
YouTube::@ClaudiaPeregrino-wj4lp,T06_P2,6,93,3,30.0,1,10,YouTube,T06,T05_S5
YouTube::@Coco-k3c,T06_P2,6,94,3,23.1,1,13,YouTube,T06,T13_S1
YouTube::@CarlosEduardo-ul9rt,T06_P2,6,95,3,14.3,2,21,YouTube,T10,T10_S8
YouTube::@Azathreo,T06_P2,6,96,3,60.0,1,5,YouTube,T06,T06_S0
YouTube::@SusanaRangel-b3k,T06_P2,6,97,3,14.3,1,21,YouTube,T06,T06_S0
YouTube::@MarvelousJaay,T06_P2,6,98,3,50.0,1,6,YouTube,T06,T06_S0
YouTube::@Gioconda144,T06_P2,6,99,3,50.0,1,6,YouTube,T06,T07_S3
YouTube::@GerardoReyna-zq6ho,T06_P2,6,100,3,30.0,1,10,YouTube,T06,T06_S0
YouTube::@PATRICIAHERRERADELRIO-x4i,T06_P2,6,101,3,37.5,1,8,YouTube,T06,T04_S1
YouTube::@JhanGoz-u8m3k,T06_P2,6,102,3,37.5,1,8,YouTube,T06,T15_S0
YouTube::@alejandradiaz7210,T06_P2,6,103,3,30.0,1,10,YouTube,T06,T03_S5
YouTube::@arielchavez3118,T06_P2,6,104,3,37.5,1,8,YouTube,T06,T01_S0
YouTube::@arnulfoperezgarcia8329,T06_P2,6,105,3,25.0,1,12,YouTube,T06,T06_S5
YouTube::@athegrl,T06_P2,6,106,3,37.5,1,8,YouTube,T06,T06_S0
YouTube::@betogxrcix,T06_P2,6,107,3,50.0,1,6,YouTube,T06,T13_S1
YouTube::@TomasaMontero-v4i,T06_P2,6,108,3,60.0,1,5,YouTube,T06,T13_S1
YouTube::@fgames966,T06_P2,6,109,3,33.3,1,9,YouTube,T06,T03_S5
YouTube::@esthermaganatorres9709,T06_P2,6,110,3,50.0,2,6,YouTube,T06,T06_S0
YouTube::@eduardojuarez2950,T06_P2,6,111,3,33.3,1,9,YouTube,T06,T12_S1
YouTube::@darkstarz.r0754,T06_P2,6,112,3,20.0,1,15,YouTube,T06,T06_S0
YouTube::@chimichurri260,T06_P2,6,113,3,21.4,3,14,YouTube,T06,T22_S3
YouTube::@chepiramz4140,T06_P2,6,114,3,60.0,2,5,YouTube,T06,T12_S3
YouTube::@breramz9310,T06_P2,6,115,3,60.0,1,5,YouTube,T06,T06_S0
YouTube::@braulioromo6780,T06_P2,6,116,3,60.0,1,5,YouTube,T06,T06_S0
YouTube::@anyaalvamor973,T06_P2,6,117,3,25.0,1,12,YouTube,T06,T21_S1
YouTube::@angelicamacias954,T06_P2,6,118,3,42.9,1,7,YouTube,T06,T06_S0
YouTube::@gabrielibarra3500,T06_P2,6,119,3,42.9,1,7,YouTube,T06,T06_S0
YouTube::@guillerminaascencio3068,T06_P2,6,120,3,42.9,1,7,YouTube,T06,T22_S7
YouTube::@israelbadillo1975,T06_P2,6,121,3,30.0,1,10,YouTube,T06,T06_S0
YouTube::@joseabarca6755,T06_P2,6,122,3,18.8,2,16,YouTube,T06,T06_S0
YouTube::@jsuh5147,T06_P2,6,123,3,42.9,1,7,YouTube,T06,T20_S1
YouTube::@josemaria-kv6mz,T06_P2,6,124,3,50.0,1,6,YouTube,T06,T06_S0
YouTube::@manuelmoralesleal6075,T06_P2,6,125,3,60.0,1,5,YouTube,T06,T04_S9
YouTube::@luzmariaacosta4528,T06_P2,6,126,3,33.3,1,9,YouTube,T06,T06_S0
YouTube::@lauradominguez2164,T06_P2,6,127,3,50.0,1,6,YouTube,T06,T13_S1
YouTube::@lindai9078,T06_P2,6,128,3,42.9,1,7,YouTube,T06,T06_S0
YouTube::@lachacala291097,T06_P2,6,129,3,27.3,1,11,YouTube,T06,T06_S0
YouTube::@karenchic4860,T06_P2,6,130,3,15.8,1,19,YouTube,T05,T14_S1
YouTube::@p.m7910,T06_P2,6,131,3,37.5,2,8,YouTube,T06,T06_S2
YouTube::@marthatrending,T06_P2,6,132,3,18.8,1,16,YouTube,T06,T21_S1
YouTube::@saraibanezcastillo6090,T06_P2,6,133,3,60.0,1,5,YouTube,T06,T06_S0
YouTube::@sandraramones3863,T06_P2,6,134,3,27.3,1,11,YouTube,T06,T06_S0
YouTube::@ruby.sireil,T06_P2,6,135,3,21.4,1,14,YouTube,T14,T14_S1
YouTube::@rossycastilloderodriguez9320,T06_P2,6,136,3,27.3,1,11,YouTube,T06,T14_S2
YouTube::@rosalbapaniagua9243,T06_P2,6,137,3,23.1,1,13,YouTube,T06,T03_S5
YouTube::@robinsien8049,T06_P2,6,138,3,18.8,1,16,YouTube,T05,T05_S0
YouTube::@veronicaportillo325,T06_P2,6,139,3,60.0,1,5,YouTube,T06,T22_S4
YouTube::@yukiorogel7936,T06_P2,6,140,3,60.0,1,5,YouTube,T06,T15_S0
YouTube::@NereMedina-ph9lv,T06_P3,6,1,13,68.4,2,19,YouTube,T06,T06_S2
YouTube::@arajimenez3579,T06_P3,6,2,11,73.3,1,15,YouTube,T06,T06_S2
YouTube::@lizzieguez,T06_P3,6,3,11,35.5,2,31,YouTube,T06,T06_S2
YouTube::@blancavilla7633,T06_P3,6,4,10,43.5,1,23,YouTube,T06,T12_S1
YouTube::@myriamjannethtapiaamezcua2141,T06_P3,6,5,10,18.9,1,53,YouTube,T06,T06_S2
YouTube::@tairyaguero5873,T06_P3,6,6,9,52.9,1,17,YouTube,T06,T06_S2
YouTube::@SRivas-nj4ii,T06_P3,6,7,9,64.3,1,14,YouTube,T06,T14_S2
YouTube::@RddStar-y2v4z,T06_P3,6,8,8,36.4,3,22,YouTube,T06,T06_S2
YouTube::@AngieAngiedeMexico,T06_P3,6,9,8,29.6,1,27,YouTube,T06,T13_S1
YouTube::@Chuy_-qd8yd,T06_P3,6,10,8,50.0,1,16,YouTube,T06,T06_S11
YouTube::@lourdessilvaruiz8642,T06_P3,6,11,8,20.5,1,39,YouTube,T06,T06_S2
YouTube::@margaritazasocoteco8457,T06_P3,6,12,8,53.3,1,15,YouTube,T06,T06_S2
YouTube::@JavierNunez-up5kj,T06_P3,6,13,8,47.1,1,17,YouTube,T06,T06_S2
YouTube::@eiguajardo,T06_P3,6,14,8,26.7,2,30,YouTube,T06,T06_S2
YouTube::@gustavocardenas9797,T06_P3,6,15,7,25.0,1,28,YouTube,T06,T14_S1
YouTube::@luciamontealegre3859,T06_P3,6,16,7,25.0,1,28,YouTube,T06,T06_S8
YouTube::@marthaverduzco8467,T06_P3,6,17,7,38.9,2,18,YouTube,T06,T06_S7
YouTube::@mariluroman5709,T06_P3,6,18,7,36.8,2,19,YouTube,T06,T06_S5
YouTube::@xena7857,T06_P3,6,19,7,58.3,1,12,YouTube,T06,T05_S0
YouTube::@crescenciajarquinelorza4271,T06_P3,6,20,7,21.9,1,32,YouTube,T06,T15_S4
YouTube::@ReynaBarcenas-u1t,T06_P3,6,21,7,53.8,1,13,YouTube,T06,T06_S2
YouTube::@acs3452,T06_P3,6,22,7,43.8,2,16,YouTube,T06,T06_S2
YouTube::@JaninaVanessa1000,T06_P3,6,23,7,18.9,1,37,YouTube,T06,T06_S2
YouTube::@BernardGrroPCR,T06_P3,6,24,7,63.6,1,11,YouTube,T06,T06_S2
YouTube::@Chapas123able,T06_P3,6,25,6,75.0,1,8,YouTube,T06,T06_S2
YouTube::@DannaCasique-q4h,T06_P3,6,26,6,85.7,1,7,YouTube,T06,T06_S2
YouTube::@GRGr-r1d,T06_P3,6,27,6,54.5,1,11,YouTube,T06,T06_S2
YouTube::@moritamora167,T06_P3,6,28,6,100.0,1,6,YouTube,T06,T06_S2
YouTube::@fer3725,T06_P3,6,29,6,31.6,1,19,YouTube,T06,T22_S0
YouTube::@joelmontes621,T06_P3,6,30,6,50.0,2,12,YouTube,T06,T02_S3
YouTube::@apolinarsanchezmorales621,T06_P3,6,31,6,42.9,1,14,YouTube,T06,T10_S2
YouTube::@gracem.z7345,T06_P3,6,32,6,54.5,1,11,YouTube,T06,T06_S5
YouTube::@RosalvaOsorio-q6h,T06_P3,6,33,6,42.9,1,14,YouTube,T06,T06_S2
YouTube::@cristinasalinas5132,T06_P3,6,34,6,54.5,1,11,YouTube,T06,T06_S2
YouTube::@Marvin-uk9,T06_P3,6,35,6,46.2,1,13,YouTube,T06,T22_S7
YouTube::@LetzyBribiezca1,T06_P3,6,36,5,41.7,1,12,YouTube,T06,T06_S5
YouTube::@IsmaelLucio_13,T06_P3,6,37,5,71.4,1,7,YouTube,T06,T06_S2
YouTube::@Bladimir_Putin_Ruso,T06_P3,6,38,5,55.6,1,9,YouTube,T06,T06_S2
YouTube::@OmarR-v8u,T06_P3,6,39,5,41.7,1,12,YouTube,T06,T06_S0
YouTube::@blancaelidaquinteroflores4907,T06_P3,6,40,5,71.4,1,7,YouTube,T06,T06_S2
YouTube::@anaquintero9841,T06_P3,6,41,5,41.7,1,12,YouTube,T06,T06_S0
YouTube::@toctocgreen,T06_P3,6,42,5,55.6,1,9,YouTube,T06,T20_S6
YouTube::@KhanKarkasss,T06_P3,6,43,5,71.4,1,7,YouTube,T06,T06_S2
YouTube::@NelsonGarcia-n5y,T06_P3,6,44,5,41.7,1,12,YouTube,T06,T06_S7
YouTube::@Flatman-u3t,T06_P3,6,45,4,44.4,1,9,YouTube,T06,T06_S10
YouTube::@ElDetectordeMetal,T06_P3,6,46,4,66.7,1,6,YouTube,T06,T06_S11
YouTube::@ruthgomez3960,T06_P3,6,47,4,44.4,2,9,YouTube,T06,T06_S7
YouTube::@puchaine_89,T06_P3,6,48,4,30.8,1,13,YouTube,T06,T01_S6
YouTube::@ISCCS1,T06_P3,6,49,4,33.3,2,12,YouTube,T06,T14_S2
YouTube::@FranciscoOber,T06_P3,6,50,4,80.0,1,5,YouTube,T06,T06_S2
YouTube::@sbg-r2c,T06_P3,6,51,4,50.0,2,8,YouTube,T06,T15_S3
YouTube::@samiamendoza2332,T06_P3,6,52,4,26.7,1,15,YouTube,T06,T06_S2
YouTube::@maydenvillaseñor2883,T06_P3,6,53,4,66.7,1,6,YouTube,T06,T21_S7
YouTube::@mamarodriguez9122,T06_P3,6,54,4,30.8,1,13,YouTube,T06,T22_S7
YouTube::@angymotagalvan9838,T06_P3,6,55,4,40.0,1,10,YouTube,T06,T15_S3
YouTube::@SolDe-kh2bb,T06_P3,6,56,4,50.0,1,8,YouTube,T06,T12_S1
YouTube::@draalmaelenajoyacervera3437,T06_P3,6,57,4,16.0,1,25,YouTube,T06,T22_S0
YouTube::@concepcioncastro2304,T06_P3,6,58,4,80.0,1,5,YouTube,T06,T06_S5
YouTube::@henryreyes3167,T06_P3,6,59,4,57.1,1,7,YouTube,T06,T06_S2
YouTube::@heribertocastanedacastro5822,T06_P3,6,60,4,66.7,1,6,YouTube,T06,T06_S2
YouTube::@jorgealbertosantiagogonzal6997,T06_P3,6,61,4,66.7,1,6,YouTube,T06,T06_S2
YouTube::@nestorcruzbolom3834,T06_P3,6,62,4,80.0,1,5,YouTube,T06,T06_S2
YouTube::@ElizabethRodríguezOcaña,T06_P3,6,63,3,15.8,1,19,YouTube,T14,T14_S3
YouTube::@EugeniaLopez-y1d,T06_P3,6,64,3,60.0,1,5,YouTube,T06,T06_S8
YouTube::@carlosortiz-fz8tk,T06_P3,6,65,3,60.0,1,5,YouTube,T06,T06_S7
YouTube::@cecilianikkenmexico,T06_P3,6,66,3,27.3,1,11,YouTube,T06,T17_S4
YouTube::@angelicaacevedo4975,T06_P3,6,67,3,37.5,2,8,YouTube,T06,T03_S5
YouTube::@arletteolivera1630,T06_P3,6,68,3,42.9,1,7,YouTube,T06,T14_S2
YouTube::@JoséFernandoBaezaAguilar-m3g,T06_P3,6,69,3,37.5,1,8,YouTube,T06,T20_S3
YouTube::@alel6585,T06_P3,6,70,3,60.0,1,5,YouTube,T06,T06_S2
YouTube::@deynalildiaz6287,T06_P3,6,71,3,37.5,1,8,YouTube,T06,T12_S1
YouTube::@calzadacalzada8964,T06_P3,6,72,3,50.0,1,6,YouTube,T06,T06_S7
YouTube::@esterconstanzo6290,T06_P3,6,73,3,50.0,1,6,YouTube,T06,T03_S5
YouTube::@edgargomes6994,T06_P3,6,74,3,42.9,1,7,YouTube,T06,T12_S5
YouTube::@joseluisgonzalez5034,T06_P3,6,75,3,21.4,3,14,YouTube,T06,T07_S6
YouTube::@martharivas5502,T06_P3,6,76,3,50.0,1,6,YouTube,T06,T09_S6
YouTube::@nubygp7839,T06_P3,6,77,3,60.0,1,5,YouTube,T06,T06_S2
YouTube::@shalom7732,T06_P3,6,78,3,42.9,1,7,YouTube,T06,T13_S1
Twitter::@VoxPopuliNoti,T07_P1,7,1,105,25.1,25,418,Twitter,T07,T07_S0
Twitter::@gruponoticiaspc,T07_P1,7,2,76,30.4,14,250,Twitter,T07,T07_S0
Twitter::@EleeseNoticias,T07_P1,7,3,42,24.7,12,170,Twitter,T07,T07_S0
Twitter::@Jaibo_News,T07_P1,7,4,34,28.8,7,118,Twitter,T07,T07_S0
TikTok::israelponceporstreaming,T07_P1,7,5,26,50.0,5,52,TikTok,T07,T07_S0
Twitter::@olgapsosa,T07_P1,7,6,22,14.2,8,155,Twitter,T18,T02_S1
Twitter::@laexpresionmx,T07_P1,7,7,13,21.0,7,62,Twitter,T07,T07_S0
Instagram::juanpizanamtz,T07_P1,7,8,13,13.7,3,95,Instagram,T07,T07_S3
Instagram::olgapsosa,T07_P1,7,9,11,16.4,5,67,Instagram,T07,T07_S3
Twitter::@Ancho72,T07_P1,7,10,8,33.3,2,24,Twitter,T07,T18_S0
Facebook::Jesus Ramirez,T07_P1,7,11,7,31.8,3,22,Facebook,T07,T07_S3
Instagram::prevencion.delito_tampico,T07_P1,7,12,6,14.0,1,43,Instagram,T07,T07_S3
TikTok::prevenciondelitotampico,T07_P1,7,13,6,16.2,1,37,TikTok,T07,T18_S2
TikTok::mariojuarezreporta,T07_P1,7,14,5,21.7,1,23,TikTok,T07,T07_S0
Twitter::@HOYTamaulipas,T07_P1,7,15,5,16.7,6,30,Twitter,T07,T16_S0
TikTok::olgapsosa,T07_P1,7,16,5,13.2,2,38,TikTok,T02,T02_S1
TikTok::enconcretonoticias,T07_P1,7,17,5,45.5,1,11,TikTok,T07,T07_S0
Facebook::Linda Valdez Cruz,T07_P1,7,18,4,23.5,3,17,Facebook,T22,T22_S3
Facebook::Leticia Morantes,T07_P1,7,19,4,50.0,3,8,Facebook,T07,T07_S0
Twitter::@LetrasNews,T07_P1,7,20,4,13.3,2,30,Twitter,T14,T07_S0
Twitter::@55Arguelles,T07_P1,7,21,4,44.4,1,9,Twitter,T07,T07_S0
Facebook::Aurelio Cantú D,T07_P1,7,22,3,27.3,2,11,Facebook,T22,T22_S3
Facebook::Armando Chavez,T07_P1,7,23,3,33.3,2,9,Facebook,T07,T07_S0
Facebook::Arturo Garibay,T07_P1,7,24,3,23.1,3,13,Facebook,T22,T22_S3
Twitter::@AgenciaOCNLD,T07_P1,7,25,3,15.0,3,20,Twitter,T19,T09_S1
Twitter::@AISportPredicts,T07_P1,7,26,3,30.0,1,10,Twitter,T23,T23_S8
Twitter::@TvAstronoticias,T07_P1,7,27,3,12.0,2,25,Twitter,T19,T19_S3
Twitter::@LaRedAltamiraMx,T07_P2,7,1,88,23.1,9,381,Twitter,T07,T07_S2
Twitter::@MundoTamaulipas,T07_P2,7,2,15,40.5,5,37,Twitter,T07,T07_S4
Twitter::@RevistaDebateMX,T07_P2,7,3,10,26.3,4,38,Twitter,T07,T07_S3
Twitter::@MuroPoliticoMX,T07_P2,7,4,9,13.4,5,67,Twitter,T19,T19_S3
Twitter::@athendoflight,T07_P2,7,5,8,15.7,3,51,Twitter,T21,T07_S0
Twitter::@CarlosIbarraMo3,T07_P2,7,6,8,19.0,2,42,Twitter,T07,T19_S0
Facebook::Karime Cámara Chaín,T07_P2,7,7,8,19.0,22,42,Facebook,T16,T16_S0
Twitter::@mariolealmx,T07_P2,7,8,8,15.7,3,51,Twitter,T07,T07_S3
Twitter::@CodigoMagentaMx,T07_P2,7,9,7,36.8,1,19,Twitter,T07,T07_S6
Facebook::Delicias Mamam,T07_P2,7,10,7,17.9,11,39,Facebook,T22,T22_S3
Twitter::@GoldenBear0991,T07_P2,7,11,7,13.5,6,52,Twitter,T07,T07_S3
Instagram::iclei_mexcentroamericacaribe,T07_P2,7,12,7,17.1,1,41,Instagram,T07,T07_S3
Instagram::recreatetam,T07_P2,7,13,6,13.0,1,46,Instagram,T07,T07_S3
Facebook::Ofelia Cantu,T07_P2,7,14,5,20.8,5,24,Facebook,T07,T07_S3
Twitter::@JJDiazMachuca,T07_P2,7,15,5,19.2,1,26,Twitter,T07,T07_S6
YouTube::@lilialarcon3370,T07_P2,7,16,5,19.2,3,26,YouTube,T07,T07_S4
Twitter::@EjeConurbado,T07_P2,7,17,4,18.2,2,22,Twitter,T07,T19_S0
Twitter::@dect1608,T07_P2,7,18,4,15.4,3,26,Twitter,T17,T07_S3
YouTube::@valentinasanchezsierra869,T07_P2,7,19,4,57.1,1,7,YouTube,T07,T07_S4
Twitter::@CamposVero38033,T07_P2,7,20,3,23.1,2,13,Twitter,T07,T07_S3
Twitter::@DocUbaldo,T07_P2,7,21,3,21.4,2,14,Twitter,T07,T07_S3
Instagram::armandodelagza,T07_P2,7,22,3,16.7,2,18,Instagram,T07,T07_S3
Instagram::ucmtampico,T07_P2,7,23,3,13.0,1,23,Instagram,T16,T16_S5
Twitter::@YUMARE20,T07_P2,7,24,3,18.8,2,16,Twitter,T21,T21_S2
Twitter::@MLopezSanMartin,T07_P2,7,25,3,21.4,1,14,Twitter,T20,T20_S8
Twitter::@MilenioTam,T07_P2,7,26,3,18.8,3,16,Twitter,T07,T07_S3
